user,song,title,play_count,release,artist_name,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,play_count_log,danceability_diff,energy_diff,valence_diff,tempo_diff,acousticness_diff,instrumentalness_diff,speechiness_diff,liveness_diff
7353,1673,6854,1,4513,2986,0,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,0.6931472,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
7752,226,6255,40,5027,376,48,0.390013,0.31042156,6,0.68101436,2,0.033918217,0.56588185,0.011448835,0.14063112,0.060283687,4.763182,3.713572,0.240927,0.30521843,0.5411563,112.30926,0.26670182,0.07139905,0.12107178,0.109810874
6762,5758,3853,1,257,97,54,0.48980626,0.59332687,0,0.8066549,2,0.027225986,0.01607018,1.0638298e-05,0.0721346,0.674772,4.8596187,0.6931472,0.14113374,0.022313155,0.073332034,112.21282,0.2831098,0.08283725,0.12776402,0.1783074
7340,4282,5840,1,543,1781,54,0.35557434,0.31261855,4,0.7433113,2,0.029073248,0.14236724,7.33536e-06,0.12575121,0.14184397,4.958991,0.6931472,0.27536565,0.30302143,0.45959604,112.11345,0.15681276,0.08284055,0.12591675,0.12469079
7340,4282,5840,1,543,1781,54,0.35557434,0.31261855,4,0.7433113,2,0.029073248,0.14236724,7.33536e-06,0.12575121,0.14184397,4.958991,0.6931472,0.27536565,0.30302143,0.45959604,112.11345,0.15681276,0.08284055,0.12591675,0.12469079
6530,1458,146,3,2759,1165,56,0.35065687,0.68006194,6,0.8608622,2,0.09531018,0.0001799838,0.0,0.30380145,0.4650456,5.0565386,1.3862944,0.28028312,0.064421944,0.13639441,112.0159,0.29900002,0.082847886,0.05967982,0.053359453
2108,5548,3574,1,991,1001,47,0.55445963,0.6151856,8,0.81398135,2,0.053825088,0.00074971886,0.00019655522,0.13540463,0.8277609,4.802011,0.6931472,0.07648034,0.0004543609,0.2263209,112.27043,0.2984303,0.08265133,0.101164915,0.11503736
6741,1533,1461,1,2935,1690,56,0.43372858,0.5411608,2,0.83779246,2,0.02644717,0.35907206,0.0,0.36255762,0.15704153,4.4188766,0.6931472,0.19721143,0.07447918,0.44439846,112.653564,0.05989207,0.082847886,0.12854283,0.11211561
8594,1223,2670,1,1230,2426,0,0.4330803,0.5211719,0,0.7949238,2,0.0278097,0.0463109,0.036676798,0.37225297,0.41641337,4.8563333,0.6931472,0.19785972,0.09446809,0.18502663,112.21611,0.2528691,0.046171088,0.1271803,0.12181097
7462,934,3718,2,3164,621,0,0.50016904,0.4330803,6,0.69041234,2,0.07120376,0.06269307,0.00033941236,0.218332,0.810537,5.0342736,1.0986123,0.13077095,0.18255973,0.20909698,112.03817,0.23648693,0.082508475,0.08378624,0.032110006
5946,2075,4251,4,1119,524,0,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,1.609438,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
8080,2369,6737,1,972,3568,54,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,0.6931472,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
4093,4898,3912,1,2217,3386,48,0.42068207,0.6178847,0,0.77490675,2,0.03642836,0.072227634,3.383992e-05,0.28292075,0.4924012,4.6910453,0.6931472,0.21025793,0.002244696,0.109038785,112.38139,0.22695236,0.082814045,0.11856164,0.032478757
5342,1104,4126,1,3607,2855,55,0.28065747,0.039220713,4,0.63459146,0,0.039124556,0.6647477,0.09270517,0.09321708,0.11550152,4.5227337,0.6931472,0.35028255,0.5764193,0.4859385,112.549706,0.3655677,0.009857282,0.11586545,0.15722492
1093,4379,1913,1,1099,1375,45,0.13278112,0.66062397,11,0.7452956,0,0.08111905,0.030044122,0.69908816,0.099845335,0.03941236,4.3733892,0.6931472,0.4981589,0.04498399,0.56202763,112.69905,0.2691359,0.61624026,0.07387095,0.15059666
3271,6492,3954,24,443,2360,51,0.44276088,0.66987854,8,0.8216786,2,0.037681065,0.00016098704,0.00013576495,0.06812583,0.71225935,4.590686,3.218876,0.1881791,0.054238554,0.11081937,112.48175,0.299019,0.08271212,0.11730893,0.18231617
3758,223,4905,2,3724,3426,50,0.5556078,0.36880112,4,0.77211577,0,0.0660686,0.0038924147,0.11955421,0.2904283,0.2816616,4.8250766,1.0986123,0.07533223,0.24683888,0.3197784,112.24736,0.29528758,0.03670632,0.0889214,0.039986297
3758,223,4906,2,1384,3426,50,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,1.0986123,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
6672,388,6458,1,2672,1410,55,0.28893128,0.36741704,3,0.6764789,2,0.031498667,0.5217656,0.00064133736,0.067004226,0.39918947,4.9054155,0.6931472,0.3420087,0.24822296,0.20225054,112.16702,0.22258556,0.08220655,0.12349133,0.18343776
2091,6068,31,1,39,3196,35,0.43696377,0.28668156,11,0.6572469,2,0.02810143,0.6010319,0.0,0.26390153,0.6616008,4.75075,0.6931472,0.19397622,0.32895842,0.060160812,112.32169,0.3018519,0.082847886,0.12688857,0.013459544
1462,1249,6879,1,2227,3666,56,0.40812823,0.66628975,12,0.8527289,2,0.1007499,0.001129362,0.3171226,0.32425505,0.14893617,4.828418,0.6931472,0.22281177,0.050649725,0.45250383,112.24402,0.29805064,0.23427472,0.054240096,0.07381305
3150,5130,4871,2,2850,3400,53,0.5463858,0.42264992,9,0.6967358,2,0.036621183,0.46436274,4.9746708e-05,0.10795714,0.9766971,4.5589585,1.0986123,0.0845542,0.19299006,0.37525707,112.51348,0.16518275,0.08279814,0.11836882,0.14248486
2734,1949,4319,2,4317,413,50,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,1.0986123,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
2769,43,2762,1,1777,2053,53,0.37363037,0.6408007,1,0.8740542,2,0.102556586,0.008731767,0.0,0.12751332,0.5319149,5.0820003,0.6931472,0.25730962,0.0251607,0.06952511,111.99044,0.29044822,0.082847886,0.052433413,0.12292868
2398,1934,4598,2,457,2946,46,0.36741704,0.0103462925,12,0.58241206,0,0.0428679,0.6820862,0.004397163,0.088651694,0.18541034,4.7027235,1.0986123,0.26352295,0.6052937,0.41602966,112.36972,0.38290623,0.078450724,0.112122096,0.1617903
5355,712,3377,1,1228,1068,47,0.41210964,0.3653373,6,0.6716382,2,0.23111172,0.17395331,0.0004255319,0.084249236,0.2462006,5.310073,0.6931472,0.21883035,0.25030267,0.3552394,111.76237,0.12522669,0.08242235,0.07612172,0.16619277
4719,5855,1765,2,4606,471,0,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,1.0986123,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
5023,2582,4569,1,4343,2390,0,0.2577382,0.61842364,0,0.83417284,0,0.046406373,0.0021676489,0.74772036,0.12133229,0.120567374,4.955271,0.6931472,0.37320182,0.0027836345,0.48087263,112.11717,0.29701236,0.66487247,0.10858363,0.12910971
191,1176,2459,1,2027,979,23,0.45679173,0.41078427,2,0.73554873,2,0.026641931,0.005723589,0.0005005066,0.055907633,0.61702126,4.9980564,0.6931472,0.17414826,0.20485573,0.015581276,112.07439,0.2934564,0.08234738,0.12834807,0.19453436
7276,7043,6576,1,5193,3271,53,0.3832195,0.6871291,12,0.8701075,2,0.10616019,0.00015198845,0.049037486,0.24686007,0.32522798,4.878497,0.6931472,0.2477205,0.07148911,0.27621204,112.19394,0.299028,0.0338104,0.048829805,0.003581922
8186,3361,222,5,5083,2407,56,0.42461392,0.6668032,0,0.8654412,2,0.0463109,0.22952315,9.473151e-06,0.24920109,0.6585613,4.990596,1.7917595,0.20632607,0.051163204,0.057121295,112.08184,0.06965684,0.08283841,0.10867909,0.0012409143
4683,2429,1165,1,1623,437,54,0.32930374,0.12044615,2,0.5962583,2,0.050502982,0.6564832,0.0022998988,0.23980398,0.17426544,4.644939,0.6931472,0.30163625,0.49519384,0.42717454,112.4275,0.3573032,0.08054799,0.10448702,0.010638008
7222,3678,2376,1,2762,1957,0,0.4440446,0.62486833,8,0.812455,2,0.03575317,0.0011493393,0.0009047619,0.12751332,0.5481256,4.9062667,0.6931472,0.18689542,0.009228339,0.053314365,112.166176,0.29803067,0.081943125,0.11923683,0.12292868
1552,2627,3231,1,1913,2431,57,0.5122247,0.48673782,2,0.74357295,2,0.03411153,0.6533663,0.775076,0.08388148,0.69908816,5.094296,0.6931472,0.11871535,0.12890217,0.097648144,111.97814,0.3541863,0.6922281,0.12087847,0.16656052
1265,842,6023,1,2853,234,52,0.33647224,0.24137633,2,0.68476486,0,0.035463665,0.6200387,0.018541034,0.07064484,0.16008106,4.9664955,0.6931472,0.29446778,0.37426367,0.44135895,112.10594,0.32085872,0.064306855,0.119526334,0.17979716
6259,5599,3172,1,2437,1593,51,0.528862,0.4478858,6,0.7919147,2,0.18315454,0.1492817,4.7923e-05,0.07881118,0.46301925,4.477825,0.6931472,0.10207801,0.16775417,0.13842075,112.59461,0.14989829,0.08279996,0.028164543,0.17163081
1078,4621,2151,5,55,454,0,0.21591751,0.30674914,7,0.532544,0,0.039893564,0.0024170766,0.8419453,0.15871169,0.2887538,4.9580216,1.7917595,0.4150225,0.30889088,0.3126862,112.11442,0.2967629,0.7590974,0.115096435,0.09173031
4662,2467,6669,1,4096,1756,55,0.47374663,0.47933495,2,0.8230523,2,0.026349775,0.0072635566,0.00049037486,0.1705863,0.47213778,4.532836,0.6931472,0.15719338,0.13630505,0.1293022,112.539604,0.29191643,0.08235751,0.12864022,0.0798557
798,1726,5493,2,4347,43,24,0.5211719,0.5158132,12,0.76522535,2,0.025375307,0.15100287,0.0,0.21672298,0.9361702,4.6827235,1.0986123,0.109768085,0.099826835,0.3347302,112.38972,0.14817713,0.082847886,0.1296147,0.033719018
2784,2057,5290,13,3537,7,50,0.6135627,0.5641768,1,0.75270927,2,0.1873091,0.22713557,8.156028e-05,0.05609674,0.7173252,4.5941195,2.6390574,0.017377298,0.0514632,0.11588523,112.47832,0.072044425,0.082766324,0.0323191,0.19434527
2462,2688,2994,1,4106,1326,0,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,0.6931472,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
378,1405,411,4,1449,3047,24,0.41409445,0.43437645,0,0.7831709,0,0.03246719,0.22793207,0.0,0.082685366,0.48125634,4.7609425,1.609438,0.21684557,0.18126355,0.12018367,112.3115,0.071247935,0.082847886,0.12252281,0.16775663
2673,3458,1748,3,3000,57,44,0.28593054,0.5905606,0,0.796799,2,0.0475513,0.011829752,0.0001935157,0.28818196,0.24924012,5.168226,1.3862944,0.34500945,0.025079409,0.35219988,111.90421,0.28735024,0.08265437,0.1074387,0.037739947
75,6555,2394,4,23,1510,0,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,1.609438,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
5127,4600,2204,3,1125,3022,53,0.22952315,0.6871291,10,0.8561523,0,0.09239685,0.0010993954,0.00057852076,0.2799019,0.6484296,5.1777754,1.3862944,0.40141684,0.07148911,0.046989586,111.89466,0.2980806,0.08226936,0.06259315,0.029459884
4372,2759,743,1,2143,1481,52,0.572673,0.3321773,0,0.7406075,2,0.050312813,0.48673782,1.37791285e-05,0.091028295,0.44883487,4.3304305,0.6931472,0.05826697,0.28346267,0.15260515,112.74201,0.18755783,0.08283411,0.104677185,0.1594137
2813,6087,4314,1,5216,199,45,0.44468582,0.5949829,6,0.7626306,2,0.028781801,0.02810143,1.337386e-05,0.15614869,0.627153,4.5473714,0.6931472,0.18625417,0.020657068,0.02571299,112.52507,0.27107856,0.08283451,0.1262082,0.09429332
1165,4267,4386,1,3889,2375,40,0.19556679,0.65440637,10,0.74782497,2,0.08148782,4.42999e-06,0.00083991897,0.11689375,0.58358663,5.2952075,0.6931472,0.43537322,0.03876635,0.017853374,111.77723,0.29917556,0.08200797,0.07350218,0.13354824
5428,2816,5787,1,4751,26,50,0.5181984,0.34288022,1,0.7153573,2,0.030820142,0.06719125,0.26849037,0.07603469,0.31408307,4.890221,0.6931472,0.11274162,0.27275977,0.2873569,112.18222,0.23198876,0.1856425,0.12416986,0.17440732
6803,1627,3043,1,4511,642,48,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,0.6931472,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
8465,3702,6700,3,1091,329,49,0.515216,0.60867804,6,0.8536883,2,0.18232156,0.34854198,0.0,0.17311262,0.9726444,5.1644773,1.3862944,0.11572403,0.006961976,0.37120438,111.90796,0.04936196,0.082847886,0.027331557,0.07732938
1326,3556,2324,22,5029,1450,54,0.4768551,0.4725005,4,0.7838687,0,0.029655885,0.024009453,0.6767984,0.11064652,0.15197569,4.948689,3.1354942,0.15408489,0.1431395,0.44946432,112.12375,0.27517053,0.5939505,0.12533411,0.13979548
4425,1203,3033,1,2797,846,27,0.2390169,0.67955524,2,0.87215716,2,0.06999237,0.19227189,0.0020668693,0.29713723,0.44883487,4.66619,0.6931472,0.3919231,0.06391523,0.15260515,112.40625,0.10690811,0.08078101,0.08499763,0.046695232
1408,4963,5955,7,1463,1328,35,0.6434316,0.3177262,7,0.6759338,0,0.15100287,0.00029395678,0.00034954408,0.31845373,0.36372846,4.674752,2.0794415,0.0124915885,0.29791382,0.23771153,112.39769,0.29888603,0.08249834,0.0039871265,0.06801173
769,4593,4863,1,382,206,48,0.49469623,0.48365995,0,0.77963847,2,0.10705907,0.40945712,0.0,0.09512834,0.3100304,4.991337,0.6931472,0.13624376,0.13198005,0.2914096,112.0811,0.11027713,0.082847886,0.047930926,0.15531366
6151,6015,1222,1,3590,1268,55,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,0.6931472,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
7360,986,3295,1,4547,1342,55,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,0.6931472,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
3762,2116,3147,1,167,2920,0,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,0.6931472,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
5938,5338,2714,43,109,296,41,0.5312163,0.3300229,10,0.62920564,2,0.031014053,0.32858407,0.0,0.029850023,0.6919959,4.8332853,3.7841897,0.09972369,0.28561708,0.09055595,112.23915,0.029404065,0.082847886,0.12397595,0.22059198
4953,935,3255,1,2503,747,55,0.47374663,0.6601073,11,0.8466453,0,0.040853996,0.06728475,0.15400203,0.34217027,0.639311,4.8441634,0.6931472,0.15719338,0.044467326,0.037871044,112.22828,0.23189525,0.07115414,0.114136,0.091728255
6255,4068,1730,2,1265,3349,55,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,1.0986123,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
2034,575,4724,2,4710,495,20,0.24842136,0.6616565,6,0.8188439,2,0.07770151,0.030044122,0.00016312057,0.22314355,0.7507599,5.045906,1.0986123,0.38251865,0.046016514,0.14931987,112.026535,0.2691359,0.08268476,0.07728849,0.027298449
2203,1842,857,1,4118,1101,50,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,0.6931472,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
515,4068,1730,2,1265,3349,55,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,1.0986123,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
4259,3797,2127,3,4538,139,52,0.47995397,0.64290595,12,0.8424151,2,0.053351175,0.0032447302,4.549139e-06,0.10616019,0.5126646,4.796278,1.3862944,0.15098605,0.027265964,0.08877536,112.27616,0.29593527,0.08284333,0.101638824,0.1442818
2360,2618,4365,3,3595,2359,48,0.5068176,0.5988365,6,0.83218855,0,0.044399586,0.08056565,0.007365755,0.057325065,0.68490374,4.849535,1.3862944,0.124122396,0.0168035,0.08346375,112.22291,0.21861435,0.07548213,0.11059041,0.19311693
4742,449,3431,1,5125,1537,0,0.4644256,0.46774483,5,0.73747087,1,0.048628245,0.24711096,0.034433387,0.14703974,0.4880223,4.7444563,0.6931472,0.1665144,0.14789517,0.11341771,112.32799,0.05206903,0.0484145,0.106361754,0.10340226
7530,1272,3576,5,347,2134,0,0.4160753,0.20538683,10,0.64869934,2,0.035656676,0.65388644,0.0,0.14410034,0.508612,5.0122805,1.7917595,0.21486472,0.41025317,0.09282804,112.06016,0.35470647,0.082847886,0.11933332,0.10634165
5750,2848,4934,1,3928,247,48,0.21993843,0.6688545,8,0.831578,2,0.09212329,0.0003019544,0.07497467,0.21993843,0.19148937,5.0376277,0.6931472,0.4110016,0.053214487,0.40995064,112.03481,0.29887804,0.007873215,0.06286671,0.03050358
3072,32,1975,5,2516,1763,46,0.4928653,0.386622,8,0.6443383,2,0.042005293,0.66062397,0.8186424,0.12839322,0.91388047,4.740514,1.7917595,0.1380747,0.22901797,0.31244045,112.331924,0.361444,0.7357945,0.11298471,0.12204879
6146,3407,1341,1,2175,3286,56,0.4330803,0.53003985,9,0.8108851,2,0.26696903,0.33718628,0.0,0.099845335,0.6960486,4.3488703,0.6931472,0.19785972,0.08560016,0.094608635,112.72357,0.03800627,0.082847886,0.11197903,0.15059666
6050,148,800,1,2702,1358,51,0.0774239,0.06812583,10,0.35507295,2,0.041141942,0.60267526,0.9533941,0.12927234,0.028470112,5.1549606,0.6931472,0.5535161,0.5475142,0.5729699,111.91748,0.3034953,0.8705462,0.11384806,0.121169664
4275,4168,2793,1,2957,39,50,0.45805755,0.27079022,3,0.63282526,2,0.03382155,0.55445963,0.095846,0.088651694,0.43566364,4.9076495,0.6931472,0.17288244,0.3448498,0.16577637,112.16479,0.25527966,0.0129981125,0.12116845,0.1617903
