,user,song,title,play_count,release,artist_name,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
14,8148,5037,1315,3,1179,2690,49,0.19309662996191307,0.6211139776601137,0,0.8098602298249056,2,0.057513906200606715,0.000125992062666729,0.5633232016210741,0.2978798974282269,0.24620060790273557,4.58847153636504,2261
15,6980,815,1254,2,4923,2945,51,0.501381164937991,0.45805755822733496,0,0.7819498048450753,2,0.029267497680568088,0.41607528722017995,0.0010233029381965554,0.10074990310014305,0.4113475177304965,4.783015070754968,2839
16,244,5274,1908,1,3517,955,0,0.3763795272130678,0.6450068052320104,8,0.892675693944746,0,0.29416103854949005,0.22234323114344062,0.0,0.16720791898390644,0.5471124620060791,4.654150808209713,3845
17,8125,4500,3400,2,2164,3012,32,0.4369637751675354,0.6280751838162304,11,0.7210919953773358,2,0.04526013140486457,0.24607852259670565,0.046909827760891594,0.1595645696713384,0.9787234042553192,5.154036981367835,3747
18,1537,3862,2559,1,3135,1410,57,0.4687528473440829,0.5140205146625099,0,0.8269771701445672,0,0.042867900227175806,0.013311014059672338,0.0,0.10074990310014305,0.34245187436676805,4.836964213809743,3384
19,6211,580,5382,2,4095,2881,56,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
20,3017,5998,2893,2,4475,3280,53,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
21,2289,5409,5490,1,3458,1364,0,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
22,692,5473,2735,3,3959,1415,30,0.31918073951115195,0.511025603768657,10,0.7808377488497852,2,0.03498096889524552,0.18979357163265562,1.5197568389057753e-06,0.27535642276114397,0.8551165146909828,4.692970418416104,1992
23,3830,6984,2085,3,605,1123,0,0.5933268452777344,0.5624688569178291,0,0.8026209633457622,2,0.1814878760453772,0.25541711186450544,0.0,0.08222494025566938,0.6332320162107397,4.8827337384437035,3040
24,1094,1542,5838,1,2896,2081,0,0.13190507087993858,0.0015887372882972073,2,0.0,2,0.04037389413827326,0.676509539406922,0.9949341438703141,0.07881118042428978,0.051773049645390076,4.417043813805765,1245
25,6772,3663,1799,2,2469,654,24,0.45488999143568737,0.47187687362741587,8,0.7329539259937637,2,0.032370380030450716,0.37500590062345585,0.05440729483282675,0.039797469874066085,0.5309017223910841,4.650697891264053,1649
26,3895,6598,1326,1,4083,1363,53,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
27,3413,2396,2686,3,2659,1163,56,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
28,4153,2837,3706,1,4151,2146,0,0.2745968329031255,0.00015298829669372203,0,0.7897560018316215,2,0.08993210750060718,0.06681717303731714,0.7325227963525837,0.3118867611485983,0.07831813576494427,4.613713586985385,4637
29,1091,1343,4478,1,1015,2575,52,0.4517123592734841,0.6108519378331151,11,0.8356773729312487,2,0.18398683611301583,0.32425505268262117,0.0,0.676509539406922,0.8855116514690984,4.613217717567392,3686
30,5758,5999,5317,1,4600,1031,46,0.5265021031509982,0.6184236343640088,7,0.8541462244608709,0,0.32063317259146684,0.10165365372649983,0.0,0.3038014543316642,0.6149949341438703,4.50974900002281,823
31,5775,947,1245,1,3438,1767,55,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
32,6703,237,5148,1,1270,939,0,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
33,7353,1673,6854,1,4513,2986,0,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
34,7752,226,6255,40,5027,376,48,0.39001300354924273,0.31042155942127037,8,0.6810143695078607,2,0.03391821820346067,0.5658818295140691,0.011448834853090173,0.1406311297397456,0.060283687943262415,4.763181973564464,3946
35,6762,5758,3853,1,257,97,54,0.4898062565419153,0.5933268452777344,0,0.8066548919561283,2,0.027225986253591457,0.016070180177494467,1.0638297872340426e-05,0.07213459775919911,0.6747720364741642,4.859618587130713,3123
36,7340,4282,5840,1,543,1781,54,0.3555743384946994,0.3126185577418125,7,0.7433113102636226,2,0.029073247485707086,0.14236724128692196,7.3353596757852085e-06,0.12575120530556033,0.14184397163120568,4.958991060943918,3818
37,7340,4282,5840,1,543,1781,54,0.3555743384946994,0.3126185577418125,7,0.7433113102636226,2,0.029073247485707086,0.14236724128692196,7.3353596757852085e-06,0.12575120530556033,0.14184397163120568,4.958991060943918,3818
38,6530,1458,146,3,2759,1165,56,0.35065687161316933,0.6800619410112898,8,0.8608621704716425,2,0.09531017980432487,0.00017998380194373761,0.0,0.3038014543316642,0.4650455927051672,5.056538756064629,2772
39,2108,5548,3574,1,991,1001,47,0.554459660786052,0.6151856390902335,10,0.8139813785133337,2,0.05382508669490746,0.0007497188905459459,0.0001965552178318136,0.13540463700620295,0.8277608915906788,4.802010828881249,887
40,6741,1533,1461,1,2935,1690,56,0.43372857338102383,0.5411608235620636,4,0.8377924598242514,2,0.026447170014848292,0.35907206853845386,0.0,0.3625576070968879,0.15704154002026344,4.418876751721712,1248
41,8594,1223,2670,1,1230,2426,0,0.4330802751411378,0.521171915820135,0,0.7949237914567933,2,0.02780970063926723,0.04631090286325025,0.03667679837892605,0.3722529739020508,0.4164133738601824,4.856333491739452,828
42,7462,934,3718,2,3164,621,0,0.5001690435774618,0.4330802751411378,8,0.6904123329190379,2,0.07120375900633207,0.06269306933842342,0.0003394123606889565,0.2183319943169877,0.8105369807497468,5.034273692661655,1035
43,5946,2075,4251,4,1119,524,0,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
44,8080,2369,6737,1,972,3568,54,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
45,4093,4898,3912,1,2217,3386,48,0.42068207391302476,0.6178846960593984,0,0.7749067835415712,2,0.03642835661355149,0.07222763399688076,3.3839918946301926e-05,0.28292075535007044,0.49240121580547114,4.691045084096838,3970
46,5342,1104,4126,1,3607,2855,55,0.28065745751481647,0.039220713153281295,7,0.6345914829593772,0,0.03912455468405003,0.6647477060382473,0.09270516717325228,0.09321708171113376,0.11550151975683892,4.522733782375623,1753
47,1093,4379,1913,1,1099,1375,45,0.13278111123381847,0.6606239888543853,2,0.7452955670395325,0,0.08111905128479202,0.030044121348376668,0.6990881458966566,0.09984533496971613,0.039412360688956434,4.373389441278218,728
48,3271,6492,3954,24,443,2360,51,0.4427608928518613,0.669878553620591,10,0.8216785504023025,2,0.03768106696768849,0.00016098704089092573,0.00013576494427558258,0.06812582904760042,0.7122593718338399,4.590685791787117,58
49,3758,223,4905,2,3724,3426,50,0.5556077665378839,0.3688011237365729,7,0.7721157410435882,0,0.06606859996970468,0.0038924147153438387,0.11955420466058764,0.29042829811980614,0.28166160081053704,4.825076503109317,2567
50,3758,223,4906,2,1384,3426,50,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
51,6672,388,6458,1,2672,1410,55,0.2889312918522129,0.3674170404706345,5,0.6764789254486383,2,0.03149866705937099,0.521765563804325,0.0006413373860182371,0.06700422878047387,0.3991894630192503,4.905415509276121,346
52,2091,6068,31,1,39,3196,35,0.4369637751675354,0.2866815721181974,2,0.6572468982359738,2,0.02810143011087481,0.6010318916521397,0.0,0.2639015437863775,0.6616008105369808,4.750749954553937,5392
53,1462,1249,6879,1,2227,3666,56,0.4081282255276481,0.6662897263900626,3,0.8527288981923639,2,0.10074990310014305,0.0011293620305584163,0.3171225937183384,0.32425505268262117,0.14893617021276595,4.828417731894676,5287
54,3150,5130,4871,2,2850,3400,53,0.5463857991645416,0.42264993286226527,11,0.6967357885785307,2,0.0366211834556453,0.4643627493556498,4.974670719351571e-05,0.10795714150509228,0.9766970618034448,4.558958694183398,3949
55,2734,1949,4319,2,4317,413,50,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
56,2769,43,2762,1,1777,2053,53,0.37363038458814585,0.6408007001877362,1,0.8740542072785155,2,0.10255658832509207,0.008731766923446474,0.0,0.12751332029895962,0.5319148936170214,5.082000460576104,2903
57,2398,1934,4598,2,457,2946,46,0.3674170404706345,0.0103462920541443,3,0.5824120712588037,0,0.042867900227175806,0.6820862332005203,0.004397163120567376,0.08865169759456264,0.18541033434650456,4.7027233030723785,1160
58,5355,712,3377,1,1228,1068,47,0.412109650826833,0.36533731701738503,8,0.6716382111161989,2,0.23111172096338664,0.173953307123438,0.00042553191489361707,0.08424923244489993,0.24620060790273557,5.3100729975588905,2459
59,4719,5855,1765,2,4606,471,0,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
60,5023,2582,4569,1,4343,2390,0,0.2577381960787088,0.6184236343640088,0,0.8341728265846797,0,0.046406372814155744,0.0021676489505705046,0.7477203647416414,0.12133228516752496,0.12056737588652483,4.955270564759669,2821
61,191,1176,2459,1,2027,979,23,0.45679173527350503,0.41078426958576436,4,0.7355487233161073,2,0.02664193094642118,0.00572358896959552,0.0005005065856129686,0.05590763193829598,0.6170212765957447,4.998056511889396,2830
62,7276,7043,6576,1,5193,3271,53,0.3832194991608447,0.6871291082343823,3,0.8701074987462113,2,0.10616019582839063,0.00015198844917046925,0.049037487335359675,0.2468600779315258,0.3252279635258359,4.878497216072261,4918
63,8186,3361,222,5,5083,2407,56,0.4246139269469253,0.6668032052203433,0,0.8654412245698959,2,0.04631090286325025,0.2295231582782488,9.473150962512665e-06,0.24920108563349935,0.6585612968591693,4.990595838758529,3869
64,4683,2429,1165,1,1623,437,54,0.3293037471426004,0.12044615307586716,4,0.5962582586511415,2,0.05050298217310676,0.6564831961883539,0.0022998986828774064,0.23980399220731702,0.17426545086119555,4.6449388259251485,5256
65,7222,3678,2376,1,2762,1957,0,0.4440445900756395,0.6248683398066509,10,0.8124550271472493,2,0.03575316970581786,0.0011493392565214836,0.0009047619047619048,0.12751332029895962,0.5481256332320162,4.906266878736733,4444
66,1552,2627,3231,1,1913,2431,57,0.5122246446796981,0.48673782823690076,4,0.7435729704978086,2,0.034111529628767866,0.6533663105481008,0.7750759878419453,0.0838814839807021,0.6990881458966566,5.09429606406624,4047
67,1265,842,6023,1,2853,234,52,0.33647223662121295,0.24137631957526948,4,0.6847648328645253,0,0.03546366427556904,0.620038708739307,0.018541033434650456,0.07064483956933203,0.160081053698075,4.9664953011020545,3030
68,6259,5599,3172,1,2437,1593,51,0.5288619862520892,0.4478858239921165,8,0.7919146987636554,2,0.1831545430978465,0.14928170271575444,4.792299898682877e-05,0.07881118042428978,0.4630192502532929,4.477825331497971,2253
69,1078,4621,2151,5,55,454,0,0.21591750622247016,0.30674913516900665,9,0.5325439916268724,0,0.039893563661676665,0.002417076515604878,0.8419452887537994,0.15871169115482087,0.2887537993920973,4.958021830422969,1882
70,4662,2467,6669,1,4096,1756,55,0.4737466155245699,0.47933495667461984,4,0.8230522666317786,2,0.02634977532278202,0.007263556388182121,0.0004903748733535968,0.1705863005755337,0.4721377912867275,4.53283602431734,2345
71,798,1726,5493,2,4347,43,24,0.521171915820135,0.5158131652770298,3,0.7652253548766925,2,0.025375306331228243,0.1510028735365274,0.0,0.21672298351128702,0.9361702127659576,4.682723644203157,3628
72,2784,2057,5290,13,3537,7,50,0.6135627012171029,0.5641767992629853,1,0.7527092736747999,2,0.1873090983049937,0.22713557258374723,8.156028368794328e-05,0.05609673935187014,0.7173252279635258,4.594119349801006,458
73,2462,2688,2994,1,4106,1326,0,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
74,378,1405,411,4,1449,3047,24,0.4140944348062189,0.4343764516025845,0,0.7831708859379428,0,0.032467190137501496,0.22793206804600694,0.0,0.08268536661860784,0.48125633232016213,4.76094240754851,3775
75,2673,3458,1748,3,3000,57,44,0.2859305394129746,0.5905605917848443,0,0.7967990231351256,2,0.047551301858222386,0.0118297517535772,0.00019351570415400204,0.288181947493432,0.24924012158054712,5.168225765337541,3102
76,75,6555,2394,4,23,1510,0,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
77,5127,4600,2204,3,1125,3022,53,0.2295231582782488,0.6871291082343823,12,0.8561522862562961,0,0.09239684926596758,0.0010993954433009636,0.0005785207700101317,0.27990188513281866,0.6484295845997974,5.177775528894546,5178
78,4372,2759,743,1,2143,1481,52,0.5726730270920708,0.33217731233833214,0,0.7406074878437016,2,0.050312813873589095,0.48673782823690076,1.3779128672745695e-05,0.09102829834756382,0.4488348530901723,4.330430662905206,2559
79,2813,6087,4314,1,5216,199,45,0.44468582126144574,0.594982931772714,8,0.7626305575543489,2,0.02878180142545205,0.02810143011087481,1.3373860182370821e-05,0.15614868248993136,0.6271529888551165,4.547371567260719,2742
80,1165,4267,4386,1,3889,2375,40,0.19556678354397528,0.6544063522435147,12,0.7478249493033295,2,0.08148781684626795,4.429990187578979e-06,0.0008399189463019251,0.11689375147149933,0.5835866261398176,5.2952075360337805,2519
81,5428,2816,5787,1,4751,26,50,0.5181983780954038,0.3428802329165431,1,0.7153572752447612,2,0.030820142339886263,0.06719124954032327,0.26849037487335364,0.0760346862759976,0.3140830800405269,4.890221300503267,4741
82,6803,1627,3043,1,4511,642,48,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
83,8465,3702,6700,3,1091,329,49,0.5152159720672836,0.6086780239334952,8,0.8536883190510455,2,0.18232155679395465,0.3485419607085434,0.0,0.17311261770864478,0.9726443768996961,5.164477354876984,2603
84,1326,3556,2324,22,5029,1450,54,0.47685510419483734,0.47250050944432276,7,0.7838686465624386,0,0.029655884907510657,0.024009452460351865,0.6767983789260386,0.11064652008706366,0.1519756838905775,4.9486889658772695,4799
85,4425,1203,3033,1,2797,846,27,0.23901690047049992,0.6795552270404783,4,0.8721571705806677,2,0.06999237182003498,0.1922718876471227,0.0020668693009118543,0.29713723122253605,0.4488348530901723,4.666190023814036,2396
86,1408,4963,5955,7,1463,1328,35,0.6434315883140125,0.3177261938001576,9,0.6759337999607509,0,0.1510028735365274,0.0002939567904688606,0.0003495440729483283,0.3184537311185346,0.3637284701114488,4.674752217219685,5250
87,769,4593,4863,1,382,206,48,0.49469624183610705,0.4836599556932212,0,0.7796384727764331,2,0.10705907229340778,0.40945712937770185,0.0,0.09512834509157728,0.3100303951367781,4.991336939633157,3099
88,6151,6015,1222,1,3590,1268,55,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
89,7360,986,3295,1,4547,1342,55,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
90,3762,2116,3147,1,167,2920,0,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
91,5938,5338,2714,43,109,296,41,0.5312163134137247,0.33002291294130587,12,0.6292056431390505,2,0.03101405352916946,0.3285840637722067,0.0,0.0298500219688853,0.6919959473150964,4.8332853582886,1431
92,4953,935,3255,1,2503,747,55,0.4737466155245699,0.6601073264817452,2,0.8466452977475414,0,0.04085399400826605,0.06728474680559636,0.1540020263424519,0.34217025773585064,0.6393110435663628,4.844163464132342,144
93,6255,4068,1730,2,1265,3349,55,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
94,2034,575,4724,2,4710,495,20,0.24842135849847827,0.6616565134685745,8,0.8188438978652886,2,0.07770150766385205,0.030044121348376668,0.00016312056737588656,0.22314355131420976,0.7507598784194529,5.045905908178175,3203
95,2203,1842,857,1,4118,1101,50,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
96,515,4068,1730,2,1265,3349,55,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
97,4259,3797,2127,3,4538,139,52,0.4799539600989036,0.6429059641231986,3,0.8424151239615358,2,0.05335117549699457,0.0032447301648890537,4.549138804457954e-06,0.10616019582839063,0.5126646403242149,4.7962780300626635,3466
98,2360,2618,4365,3,3595,2359,48,0.5068176023684519,0.598836501088704,8,0.8321885698087699,0,0.04439958729668442,0.08056564783956718,0.007365754812563324,0.0573250666192694,0.6849037487335361,4.849534965751029,2260
99,4742,449,3431,1,5125,1537,0,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
100,7530,1272,3576,5,347,2134,0,0.41607528722017995,0.20538682972495073,12,0.6486993305859008,2,0.035656677208034684,0.6538864666066427,0.0,0.14410034397375687,0.5086119554204661,5.012280606493849,4184
101,5750,2848,4934,1,3928,247,48,0.2199384203652614,0.6688544879909007,10,0.8315780292623361,2,0.09212328887580584,0.00030195440717912365,0.07497467071935157,0.2199384203652614,0.1914893617021277,5.037627699159857,1801
102,3072,32,1975,5,2516,1763,46,0.49286529838899784,0.38662202030668447,10,0.6443383266828023,2,0.04200529414503013,0.6606239888543853,0.8186423505572443,0.128393214768399,0.9138804457953394,4.740513685754272,4842
103,6146,3407,1341,1,2175,3286,56,0.4330802751411378,0.530039842689795,11,0.8108850657421338,2,0.26696903085423934,0.33718626735486995,0.0,0.09984533496971613,0.696048632218845,4.348870494764979,4207
104,6050,148,800,1,2702,1358,51,0.07742389696480362,0.06812582904760042,12,0.35507293779027926,2,0.04114194333117518,0.6026752773958697,0.9533941236068896,0.12927233570413918,0.028470111448834854,5.154960720962066,2039
105,4275,4168,2793,1,2957,39,50,0.45805755822733496,0.2707902047815628,5,0.6328252763786223,2,0.03382154847551067,0.554459660786052,0.09584599797365756,0.08865169759456264,0.4356636271529889,4.907649733775832,2981
106,3299,5086,5678,1,2467,546,0,0.2986220124901153,0.4427608928518613,12,0.7959486273740214,2,0.03072317264284058,0.03768106696768849,0.006149949341438704,0.23111172096338664,0.4954407294832827,4.935365621789104,4026
107,6309,2107,4831,2,4159,3119,38,0.26696903085423934,0.4989554511955033,0,0.7249732888510935,2,0.031110995025052664,0.0739936799083263,0.0,0.3118867611485983,0.3252279635258359,5.004530028163941,3045
108,4123,5683,4058,2,3085,3571,57,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
109,6159,103,4002,1,1255,3616,0,0.43502391034970883,0.5364933705145685,12,0.7702623143847713,0,0.02780970063926723,0.00019998000266626675,0.7416413373860182,0.06691070528262688,0.0585612968591692,4.890401758415708,5076
110,4303,5638,6170,1,1630,120,45,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
111,7943,3462,540,1,2544,2449,0,0.4687528473440829,0.24137631957526948,7,0.7675802969843657,2,0.033531483208792325,0.6243328645595856,0.0,0.128393214768399,0.3515704154002026,5.082137015784967,127
112,6911,4887,4784,1,3613,748,55,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
113,238,1768,3426,1,5285,686,52,0.38253760346445975,0.632335041163188,7,0.7469309435031943,0,0.04325104199431494,0.022152804641133304,0.026747720364741642,0.29416103854949005,0.5086119554204661,4.890995535796708,772
114,6186,1002,1086,1,4186,3392,11,0.5492768101402434,0.40945712937770185,10,0.6864656243867338,2,0.04516455195437364,0.5235443961737654,1.0536980749746708e-06,0.1362776182925478,0.8784194528875381,4.846742872770668,2108
115,2850,6543,2597,1,582,3191,48,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
116,3975,3119,5805,1,1976,2389,54,0.37363038458814585,0.664233170395303,8,0.8363315235167135,2,0.04210117601863539,0.09712671073072274,0.2330293819655522,0.4472466421231193,0.40932117527862216,5.037011042264429,2929
117,8533,3245,3170,1,3046,1207,57,0.4200252594394941,0.4369637751675354,10,0.7327358757986088,2,0.034111529628767866,0.14842000511827327,0.0010334346504559271,0.32063317259146684,0.2036474164133739,4.711258436782457,5406
118,6355,5018,5886,1,4323,3436,52,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
119,2999,1020,2512,1,4534,1420,53,0.49652383905513103,0.5187937934151676,3,0.7967118030570637,0,0.02273948696948943,0.128393214768399,0.002016210739614995,0.3688011237365729,0.2988855116514691,4.644294740672142,4034
120,6920,5137,2593,1,1033,2239,43,0.32208349916911333,0.13190507087993858,1,0.5805586445999869,2,0.030044121348376668,0.5538851132264376,0.7872340425531915,0.10074990310014305,0.110435663627153,4.901467540095475,5025
121,3156,1773,4123,8,412,642,51,0.4311328548567422,0.6693666518945418,8,0.8495671703626174,0,0.06756518616242381,0.04325104199431494,1.2360688956433637e-06,0.27535642276114397,0.8439716312056738,5.164883112062595,4787
122,2892,2928,2706,1,5310,1198,52,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
123,2892,2928,2706,1,5310,1198,52,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
124,5302,967,6508,1,1095,2850,49,0.42918163472548043,0.6795552270404783,10,0.845031726303395,0,0.07501470380544568,0.27383666562972786,0.0010942249240121582,0.1864795669426183,0.9088145896656535,4.742834277237624,2047
125,7002,5094,5316,2,589,1639,54,0.4891933236388768,0.3913661837286627,3,0.7302937136128737,2,0.042292912190251455,0.5927742064131581,0.005450861195542047,0.09449166309271763,0.21073961499493415,4.7954516452012825,3964
126,8010,449,3431,3,5125,1537,0,0.47132151045867887,0.49941072095069233,6,0.7297808595538693,1,0.03505918136380127,0.2423234844628984,0.06970884295845999,0.1338138527289111,0.5319858156028369,4.790794366445092,5458
127,8458,3248,121,1,57,949,46,0.6227247162633994,0.554459660786052,4,0.8691698829070451,2,0.2776317365982795,0.06719124954032327,0.0,0.4246139269469253,0.8703140830800405,4.556284517258244,3066
128,1722,6434,5482,3,191,3074,39,0.36186147062603247,0.5458065926612362,9,0.7656396502474869,2,0.03130484982841249,2.2899737799002928e-05,0.9463019250253294,0.12575120530556033,0.3262411347517731,4.875174422175566,5294
