user,song,title,play_count,release,artist_name,year,genres,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
880db7ef2aed280ba528f865648e52639652a423,SOAABMP12A6D4F7633,Goomba Boomba,1,Mambo! (World),Yma Sumac,1954,"exotica, lounge, space age pop",6.0,-7.944,0.0,0.0634,0.0622,0.227,0.17,0.344,85.502
1c33b73fc70ead4a4b4c61549d393d24739bd0d8,SOAABSB12A8C143E55,Organised  Crime,1,Violent State,UK Subs,2005,"hardcore punk, oi, punk, uk82",2.0,-4.594,1.0,0.138,0.0947,0.000684,0.0888,0.368,168.726
38da61b5fb64f204d2709cb3b5e957061aec7b60,SOAABSB12A8C143E55,Organised  Crime,1,Violent State,UK Subs,2005,"hardcore punk, oi, punk, uk82",2.0,-4.594,1.0,0.138,0.0947,0.000684,0.0888,0.368,168.726
8af949e8ce5541253ddf0b7f8c21c07fdae46b60,SOAABSB12A8C143E55,Organised  Crime,1,Violent State,UK Subs,2005,"hardcore punk, oi, punk, uk82",2.0,-4.594,1.0,0.138,0.0947,0.000684,0.0888,0.368,168.726
33b41ea3cbf8625556f28982f5e6934b54c39309,SOAACBE12A6D4F7A54,Ease My Mind,1,Zingalamaduni,ARRESTED DEVELOPMENT,1994,"atl hip hop, conscious hip hop, hip hop, old school atlanta hip hop",4.0,-12.565,0.0,0.272,0.00714,6.89e-06,0.0553,0.44,96.913
81be03e34031f3b523d8841565c711167416cbd9,SOAACFT12A8C137EB8,Fotos,1,Nach Dem Goldrausch (Incl. Bonus Track),Fotos,2008,,,,,,,,,,
b09cda9c22ae8a6bbbc9e42224c03739edb7ee7d,SOAACGG12A58A7A034,Ballad Of Miss Kate,1,Songs We Sing,Matt Costa,2006,neo mellow,5.0,-9.915,1.0,0.0378,0.0258,6.34e-05,0.128,0.206,114.307
701772987ba94ea799c7e82cc76d515121024f2f,SOAACGG12A58A7A034,Ballad Of Miss Kate,1,Songs We Sing,Matt Costa,2006,neo mellow,5.0,-9.915,1.0,0.0378,0.0258,6.34e-05,0.128,0.206,114.307
dfc9df05f56a5afa6b35da3a6bdbb18d08b1355d,SOAACGM12A8C13A6C0,Haus und Boot,1,The Best Of,Kool Savas feat. Valezka & Melbeatz,0,"german hip hop, turkish hip hop",1.0,-7.072,0.0,0.281,0.198,0.0,0.214,0.375,92.273
dd4dea170def8fd141f041737e835c4f43025e7a,SOAACMX12A6D4F75E1,Nil Cead Againn Dul Abhaile/We Cannot Go Home,1,Volume 1: Sound Magic,Afro Celt Sound System,1996,,,,,,,,,,
b92562c460798486b4577ed683490b1153cd8872,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
d82861fb577ab9c6c5a315a2b965e52e39eb0517,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
8a858cf5a5d3d7db7b4ff35b3b7cafe1ff7aedcf,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
20c5136b7bfdf2192feaf0f550dbb7446b7b6d28,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
cdf8de317ba9e8df1babc982c17911bf7599fefc,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
330680c452c72336ca41e88c0c070961253175e6,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
6c0616a417417c2605a58f2f603ba53d49ed9246,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
e11011826d6afaf68b6658f782f4981ccfcb81f9,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
1816da4fdd88f2bc19e75df86a72d3c2ed5d1d3f,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
5506983bde0ced44b9bf42ef33e4320bee2f3bdb,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
54a0dc9b4d841bf5c2d178ec8a8f5be67abfb23c,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
51fe1b88cbacc03ffaab2c0880f380c763d8ab27,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
aeafddf645bc1d92ac8e6a339f44d5951558fda4,SOAACPJ12A81C21360,Cearc Agus Coileach / The Hen And Cock,1,Casadh/Turning,Mícheál Ó Súilleabháin,0,,,,,,,,,,
d6782deab7aacd033c3be1318d53bd9f3ae8a78b,SOAACSG12AB018DC80,I Gotta Feeling (Edit),1,Now That's What I Call Music! 74,The Black Eyed Peas,2009,,,,,,,,,,
d0c6a8f4bf52b3e84b8f3c229e7252de8d1febbe,SOAACSG12AB018DC80,I Gotta Feeling (Edit),1,Now That's What I Call Music! 74,The Black Eyed Peas,2009,,,,,,,,,,
2e6fe4db712b0055f23d9c3c9e79b3359072aa9b,SOAACSG12AB018DC80,I Gotta Feeling (Edit),1,Now That's What I Call Music! 74,The Black Eyed Peas,2009,,,,,,,,,,
089b754873fd40fbb90385106f1074bde6bb878e,SOAACSG12AB018DC80,I Gotta Feeling (Edit),1,Now That's What I Call Music! 74,The Black Eyed Peas,2009,,,,,,,,,,
71e87761266dab3f2c24ffda502f476f018f25df,SOAACSG12AB018DC80,I Gotta Feeling (Edit),1,Now That's What I Call Music! 74,The Black Eyed Peas,2009,,,,,,,,,,
cbdf3f359867988c0a17b752b8248b03ed59fef9,SOAACSG12AB018DC80,I Gotta Feeling (Edit),1,Now That's What I Call Music! 74,The Black Eyed Peas,2009,,,,,,,,,,
39d274de7d73d39b10429d4e4c871424ac8c15db,SOAADGU12AB018321A,Tranquilizer,1,Wasted In American,Love/Hate,1992,"glam metal, sleaze rock",6.0,-7.998,1.0,0.0992,1.3e-05,0.439,0.0986,0.447,125.614
014b1100adc4d482e8d0d6070eb5f643f7f7475d,SOAADXN12AB0184C0A,Breath And Start,1,Music By Cavelight,Blockhead,2004,"downtempo, electronica, instrumental hip hop",1.0,-7.906,1.0,0.0961,0.0645,0.517,0.229,0.265,167.964
5e777b79d20147a04bb7878b20ea4c8431750122,SOAAEBD12AB017C4C1,Drive,1,One Step Closer,The String Cheese Incident,2005,"jam band, jamgrass, progressive bluegrass",4.0,-7.529,1.0,0.025,0.495,0.00756,0.507,0.88,107.252
5195f9a477ead21c0446f848cffdee15fea304ff,SOAAEBD12AB017C4C1,Drive,1,One Step Closer,The String Cheese Incident,2005,"jam band, jamgrass, progressive bluegrass",4.0,-7.529,1.0,0.025,0.495,0.00756,0.507,0.88,107.252
016c01b38880a79cbf6b67cf5ae4287be236b00a,SOAAEBD12AB017C4C1,Drive,1,One Step Closer,The String Cheese Incident,2005,"jam band, jamgrass, progressive bluegrass",4.0,-7.529,1.0,0.025,0.495,0.00756,0.507,0.88,107.252
e12f33f57e28b6863cda369f647542f33b5d2e7e,SOAAEBD12AB017C4C1,Drive,1,One Step Closer,The String Cheese Incident,2005,"jam band, jamgrass, progressive bluegrass",4.0,-7.529,1.0,0.025,0.495,0.00756,0.507,0.88,107.252
8cbdc7050570c0e0ae3401b34c0c1e82a8d76505,SOAAEEK12AB018532D,Decision/ Indecision,1,In Hearing Of,Atomic Rooster,1971,"british blues, progressive rock, proto-metal",2.0,-10.912,0.0,0.0664,0.22,0.00306,0.045,0.245,131.007
089bb075da1de129c865f0a10679dc24c5632337,SOAAEHQ12A6D4F6AB8,Cuz Im Here,1,The Phenomenal Ruthie Foster,Ruthie Foster,2007,modern blues,1.0,-9.381,1.0,0.0301,0.658,8.4e-05,0.103,0.477,139.006
2dc8264cf6cfbd09ea56db191771405a77e0dcc6,SOAAEHR12A6D4FB060,Slaves & Bulldozers,1,Badmotorfinger,Soundgarden,1991,"chicago rap, hip hop, rap",1.0,-4.322,1.0,0.076,0.165,1.09e-05,0.096,0.359,141.099
534debf060c88f8d00696880dd942935aa67fbf2,SOAAEHR12A6D4FB060,Slaves & Bulldozers,1,Badmotorfinger,Soundgarden,1991,"chicago rap, hip hop, rap",1.0,-4.322,1.0,0.076,0.165,1.09e-05,0.096,0.359,141.099
93eeea3dc317ba97f43c8bc2c83f594b10499b79,SOAAEHR12A6D4FB060,Slaves & Bulldozers,1,Badmotorfinger,Soundgarden,1991,"chicago rap, hip hop, rap",1.0,-4.322,1.0,0.076,0.165,1.09e-05,0.096,0.359,141.099
f2e43dd705d96cc4f7aec4061e7a11fca8a656ac,SOAAEHR12A6D4FB060,Slaves & Bulldozers,1,Badmotorfinger,Soundgarden,1991,"chicago rap, hip hop, rap",1.0,-4.322,1.0,0.076,0.165,1.09e-05,0.096,0.359,141.099
ce2d6efc358f196b1d76aa8db186e08c9b84e184,SOAAEJI12AB0188AB5,Godlovesugly,1,God Loves Ugly,Atmosphere,0,"alternative hip hop, conscious hip hop, minnesota hip hop",9.0,-5.189,1.0,0.214,0.307,0.723,0.103,0.536,94.985
453726644f734a6799a6f2ee8089c5d58aaadd5b,SOAAEKX12A6D4F7E4E,I Remember Clifford,1,Diz,Gonzalo Rubalcaba,0,,,,,,,,,,
72071faa6df32dce9be92617db13f538d1036999,SOAAEKX12A6D4F7E4E,I Remember Clifford,1,Diz,Gonzalo Rubalcaba,0,,,,,,,,,,
963d5df8b399d1b3e174b8f89cef11efe48b87cb,SOAAEKX12A6D4F7E4E,I Remember Clifford,1,Diz,Gonzalo Rubalcaba,0,,,,,,,,,,
65e2c4a3fe50109a01d82421faac2968178e2a1e,SOAAEKX12A6D4F7E4E,I Remember Clifford,1,Diz,Gonzalo Rubalcaba,0,,,,,,,,,,
1c64a82b982e9a5922d3d593c53e0e0347ceab43,SOAAEOE12A67021AA2,Brother,1,A Little Deeper,Ms. Dynamite,2002,"uk funky, uk garage",6.0,-10.927,0.0,0.219,0.183,2.57e-05,0.129,0.508,96.088
2fb83576de9ccbdd052be1821bc02eb91edc3bf4,SOAAETJ12A6D4F96F8,When The Walls Tumble Down,1,Very Best Of Whitecross,Whitecross,0,"christian metal, christian power metal, deep christian rock",10.0,-6.827,0.0,0.0615,0.000906,0.116,0.411,0.65,122.823
6cc32972bc7b343be1b61d32a0332eb03bd710fd,SOAAEZT12A58A7C42E,Ilya,1,The L Word: The Second Season,Martina Topley-Bird,2003,"solo wave, trip hop",0.0,-10.481,1.0,0.0365,0.0526,0.4,0.104,0.511,110.666
1f928b2866f316f747bafa5de0c073153668307f,SOAAEZT12A58A7C42E,Ilya,1,The L Word: The Second Season,Martina Topley-Bird,2003,"solo wave, trip hop",0.0,-10.481,1.0,0.0365,0.0526,0.4,0.104,0.511,110.666
407f381a2e3d360c3c8e5c6e3e6d1e4a1c3e6dfa,SOAAEZT12A58A7C42E,Ilya,1,The L Word: The Second Season,Martina Topley-Bird,2003,"solo wave, trip hop",0.0,-10.481,1.0,0.0365,0.0526,0.4,0.104,0.511,110.666
4f5b43ff0544b1bac045baa0397da66e834e7698,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
023ff6cfbdb520ea0a6a81f4b45bedc6d1d4fbd9,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
9f22311c38cc893091af84f51021a697a0969336,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
b4caaea91d76df6c7d599bbb0bd06eb2b1e0149d,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
6e9dde8f93b37aaf5b9df81b88532ead4515b4f5,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
e07265973d297bd69b80448380698bf239a8b3af,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
f83039b29042295e7b8fd9a3454b3cad7b14e8e4,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
fb7912616e8057459c85aa6da15416c311ad5df1,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
ae6472b7f8f5999bf6494eabbf960a001249e986,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
59ca2b61c051681f29dc8ba0f7f1885d76124c5a,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
dbdb896c610f7c5e1912049d5a526b04def867b9,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
55f779bbbec320f166584df8c1442866af93ff1a,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
9de99da2ee5dc529f74dbc5b860ec732788b8406,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
689fef9c14de5efb947a0cb6b4a97a57aa6400ef,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
02ab406636201c68c4ff6e44bb3450dc68832d8f,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
f7a4591b8fe1c051e4bae3a08c85a9790d9d8ce5,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
8df6eca1619586b4fe8370418f2d3eea9434b28e,SOAAFAC12A67ADF7EB,Rome Wasn't Built In A Day,1,Parts Of The Process,Morcheeba,2000,"downtempo, electronica, trip hop",5.0,-4.997,1.0,0.0305,0.0769,2.64e-06,0.376,0.689,112.031
5a1f79e6cdf95361256449ad40cf13fa761cf8a9,SOAAFBR12AC9072B49,U ljubav vjerujem,1,The Ultimate Collection,Parni Valjak,2000,"croatian pop, croatian rock, yugoslav rock",9.0,-5.42,1.0,0.0301,0.0434,0.0,0.0901,0.789,98.022
b6f047e86d6cfd7f0d4c9db71754bb54d35a6810,SOAAFEU12A8C132BB6,Ay Y N'ama,1,The Day Before,Mo Horizons,2007,"bboy, electro jazz, nu jazz, trip hop",4.0,-8.686,1.0,0.0418,0.152,0.718,0.142,0.616,116.995
57f32aec53a3d4716070d362f44d96df96e9d25d,SOAAFGK12A8C13CC2C,More Than She Deserves,1,Dicte-Moi Ta Loi,Element Of Crime,0,"german indie, german rock, liedermacher",7.0,-10.671,0.0,0.0308,0.227,0.00327,0.227,0.96,164.01
fc76056364240925dac73947f86517c1f1b80f00,SOAAFHQ12A6D4F836E,Ridin' Rims (Explicit Album Version),1,On Top Of Our Game,Dem Franchize Boyz,2006,,,,,,,,,,
a7b0f5f7cb337bf76a9928e92c6d31280c88c35e,SOAAFJK12B0B80864C,Annabella's Song,1,Songs From An American Movie_ Vol. One: Learning How To Smile,Everclear,1995,"alternative metal, alternative rock, nu metal, permanent wave, pop rock, post-grunge",7.0,-9.753,1.0,0.0295,0.614,3.39e-06,0.305,0.218,168.165
93d4f66cc4566bf2834d663d4c1db1eb8af2c5ce,SOAAFJK12B0B80864C,Annabella's Song,1,Songs From An American Movie_ Vol. One: Learning How To Smile,Everclear,1995,"alternative metal, alternative rock, nu metal, permanent wave, pop rock, post-grunge",7.0,-9.753,1.0,0.0295,0.614,3.39e-06,0.305,0.218,168.165
23542871a3d2ba0b83bdea0642bc4247a490d30a,SOAAFJK12B0B80864C,Annabella's Song,1,Songs From An American Movie_ Vol. One: Learning How To Smile,Everclear,1995,"alternative metal, alternative rock, nu metal, permanent wave, pop rock, post-grunge",7.0,-9.753,1.0,0.0295,0.614,3.39e-06,0.305,0.218,168.165
2b578f82081fe76fb8d020c66bd78b371e0c7b05,SOAAFYH12A8C13717A,Jesus Loves You (Album Version),1,Expect The Impossible,Stellar Kart,2008,,,,,,,,,,
e6b00792181206af0b9d492d6755aeea9f5369f7,SOAAFYH12A8C13717A,Jesus Loves You (Album Version),1,Expect The Impossible,Stellar Kart,2008,,,,,,,,,,
a3218195569d2a215b0bac3560d240840d4a91ea,SOAAFYH12A8C13717A,Jesus Loves You (Album Version),1,Expect The Impossible,Stellar Kart,2008,,,,,,,,,,
fd061fc4d749d9b3b4f35f37caa924d52c623cd1,SOAAFYH12A8C13717A,Jesus Loves You (Album Version),1,Expect The Impossible,Stellar Kart,2008,,,,,,,,,,
5602b7a9a1036b1edd4c6532a4ec402e334502a9,SOAAGDJ12A8C13A1C6,Quick Death (Album Version),1,Transplants,Transplants,2002,,,,,,,,,,
686b04ddd1fa361549c0eeae290235c1708190b7,SOAAGDJ12A8C13A1C6,Quick Death (Album Version),1,Transplants,Transplants,2002,,,,,,,,,,
718b60ceed3cea760f207cae43f1402f611b8061,SOAAGFH12A8C13D072,Devil In The Details (Album Version),1,Digital Ash In A Digital Urn,Bright Eyes,2005,,,,,,,,,,
43d9cf6876ba2750148e1e0c295782b76fb1ed3e,SOAAGFH12A8C13D072,Devil In The Details (Album Version),1,Digital Ash In A Digital Urn,Bright Eyes,2005,,,,,,,,,,
3893ae33dae1002af8183d5c93b18c013bd68c04,SOAAGFH12A8C13D072,Devil In The Details (Album Version),1,Digital Ash In A Digital Urn,Bright Eyes,2005,,,,,,,,,,
d839e13f449d8be2b8a5554a619586daf988de33,SOAAGFH12A8C13D072,Devil In The Details (Album Version),1,Digital Ash In A Digital Urn,Bright Eyes,2005,,,,,,,,,,
9a893b01586f5904044fd919614ca35be122c869,SOAAGFH12A8C13D072,Devil In The Details (Album Version),1,Digital Ash In A Digital Urn,Bright Eyes,2005,,,,,,,,,,
41a4e65c49b9149a6cc89b89f4eee95f4acc0df2,SOAAGGK12AC90979F6,Going Back Home,1,Not Even In July,JBM,2010,,,,,,,,,,
904a9b07ca93690f88a12c4c12eab5e0b8a41c7a,SOAAGJU12AB018C6E2,Two Dots,1,Two Dots,Lusine,2009,"abstract, ambient idm, deep idm, electronica, intelligent dance music, microhouse, wonky",7.0,-8.401,0.0,0.0328,0.608,0.711,0.133,0.608,119.984
242c199142dc7d00f0510d6c6035d77ff6917a8e,SOAAGRU12A8C13C8FB,Sambules,1,Nicola Conte Presents Viagem,Octeto de Cesar Camargo Mariano,0,samba-jazz,5.0,-10.869,1.0,0.0468,0.904,0.102,0.1,0.686,98.637
58b3b3be8fdb6f04701b1262a2793ef3e8f286fb,SOAAGXT12A8C13A94D,Beautiful Zelda (2007 Digital Remaster),1,The Doughnut In Granny's Greenhouse,The Bonzo Dog Band,1968,,,,,,,,,,
ab909218662ba878b5f428532bd2f68d12ce840e,SOAAGYY12A6D4F705E,Rest Of Your Life,1,Street Music,Redrama,2005,"finnish dance pop, finnish hip hop, finnish pop",0.0,-8.415,0.0,0.338,0.429,0.0,0.106,0.632,74.855
1d3695dc1cbcb81c22ef70df25731448ee9af9c6,SOAAHEW12A8C142E31,Amanecí Entre Tus Brazos,1,Un Canto de México: Alejandro Fernández en Vivo desde Bellas Artes,Alejandro Fernandez,2002,"latin arena pop, latin pop, mariachi, mexican pop, musica mexicana, ranchera",7.0,-12.192,1.0,0.04,0.741,0.0,0.466,0.134,71.55
3d57efd1dbd6db938f0c21ffccd4e48f9ad3ca84,SOAAHGF12A8C1402E0,Somebody Changed,1,God Save The Clientele,The Clientele,2007,"chamber pop, melancholia",10.0,-7.5,1.0,0.0273,7.92e-05,0.00925,0.0705,0.507,109.613
bcca1c31ce3814060a198fbc2f4aacaf1f1c5867,SOAAHMZ12A8C13C714,Love Or Money,1,Turn Up The Music!,Sammy Hagar,1995,"album rock, classic rock, glam metal, hard rock, heartland rock, rock",11.0,-10.635,0.0,0.0742,0.0107,0.0234,0.357,0.852,191.213
6ec0745a750144424846df690f396f1eaf5185a4,SOAAHMZ12A8C13C714,Love Or Money,1,Turn Up The Music!,Sammy Hagar,1995,"album rock, classic rock, glam metal, hard rock, heartland rock, rock",11.0,-10.635,0.0,0.0742,0.0107,0.0234,0.357,0.852,191.213
e9c59f9e4a92e641c150c1fe4f32b46c7a746353,SOAAHSS12A8AE45100,The Robot With Human Hair Pt. 2 (Album Version),1,Whatever I Say Is Royal Ocean,Dance Gavin Dance,0,,,,,,,,,,
ce5b436c505562a1456ce77c03bbe66b344647b8,SOAAHZO12A8C1383C0,Adagio: A Night In June,1,Under The Big Top,The Great American Main Street Band,0,,,,,,,,,,
53ef6c4c2e568e31522d0fe22f3cd1b544f88e5a,SOAAICR12AB01873FC,Sea of Sand (Album Version),1,Late Bloomers,Guy Gerber,0,,,,,,,,,,
22677a207ba401ba402aa8d4004708afab6cedde,SOAAIEH12A8C134831,Creasys Art is Death,1,Man On Fire,Harry Gregson-Williams,2004,"british soundtrack, orchestral soundtrack, soundtrack",10.0,-29.022,0.0,0.0386,0.862,0.775,0.112,0.0432,80.708
fd4fd9abd06754a8cb355163b6839bc47db1a2f2,SOAAIJG12AAA15D821,Radio Cure,1,For All I Care,The Bad Plus,2008,"avant-garde jazz, contemporary jazz, jazz, jazz trio, modern jazz trio",9.0,-13.262,1.0,0.0308,0.893,0.252,0.341,0.138,132.973
5ff2e432943138daa5a0e576ce43278265e34199,SOAAIJZ12A8C143D47,Shake And Hip Drop,1,Play Deep Funk,The Sound Stylistics,2007,"bboy, instrumental funk",9.0,-3.883,0.0,0.0566,0.706,0.555,0.0837,0.945,119.977
67d590d0b2f112bf8ee53c87c0030752f90df341,SOAAISU12AF72A44D3,Can't Stop,1,Before The Dawn Heals Us,M83,2005,,,,,,,,,,
e71955ec7238919f659201af7f16da1c04277655,SOAAISU12AF72A44D3,Can't Stop,1,Before The Dawn Heals Us,M83,2005,,,,,,,,,,
552c29082a696189d1d6e4dac1fee4934755cfd6,SOAAISU12AF72A44D3,Can't Stop,1,Before The Dawn Heals Us,M83,2005,,,,,,,,,,
78d52223a3d7ba4918e3abebe124265ebc7d2810,SOAAISU12AF72A44D3,Can't Stop,1,Before The Dawn Heals Us,M83,2005,,,,,,,,,,
5690808824b2ffbd24f4b78b08f62dd6c0f82e60,SOAAISU12AF72A44D3,Can't Stop,1,Before The Dawn Heals Us,M83,2005,,,,,,,,,,
e73840de8a4a64b8f82eefee0fb96b09df5e94aa,SOAAISU12AF72A44D3,Can't Stop,1,Before The Dawn Heals Us,M83,2005,,,,,,,,,,
d94c488f5d1d5cf2f15871aaa5f95dc9f319ed80,SOAAISU12AF72A44D3,Can't Stop,1,Before The Dawn Heals Us,M83,2005,,,,,,,,,,
d847f985f046a58bba112610b54761b1e55eb644,SOAAISU12AF72A44D3,Can't Stop,1,Before The Dawn Heals Us,M83,2005,,,,,,,,,,
