song_encoded,energy,tempo,danceability_diff,energy_diff,valence_diff,tempo_diff,acousticness_diff,instrumentalness_diff,speechiness_diff,liveness_diff,predicted_play_count_log
3365,0.6703902,4.8792806,0.2923272,0.054750193,0.1819871,112.19316,0.2968527,0.082847886,0.0155963,0.007296196,0.9458373998073948
1421,0.64553136,4.5645876,0.097961575,0.029891327,0.11993791,112.50785,0.19481999,0.072898544,0.11836882,0.037739947,1.095054311011798
7084,0.35907206,4.7991157,0.12472499,0.25656793,0.21947445,112.27332,0.09015573,0.082829244,0.11759788,0.09173031,1.2619336974619164
5462,0.2366519,4.487715,0.25181887,0.3789881,0.11410464,112.584724,0.30731937,0.082827315,0.1275694,0.14878835,1.195476484218699
1158,0.6703902,4.340801,0.34801924,0.054750193,0.52474296,112.731636,0.22695236,0.11978636,0.08434516,0.005928423,1.0330723224409528
5957,0.61950064,5.171699,0.21883035,0.0038606403,0.051288024,111.90074,0.29802066,0.082847886,0.094271265,0.12292868,1.1847987094490404
1594,0.6805684,5.0813236,0.2909027,0.0649284,0.4636487,111.99112,0.2991428,0.7135047,0.06991383,0.09385667,1.1072999663383594
1531,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.1075582810162967
2337,0.6729445,4.9342437,0.09620256,0.05730447,0.31547996,112.1382,0.28626376,0.08284586,0.113176495,0.015369878,1.2377467794996935
4442,0.604316,4.840669,0.26490897,0.011324033,0.08877536,112.23177,0.27205133,0.082847886,0.10829727,0.05323183,0.9029273281910724
5552,0.614104,4.3616323,0.36397097,0.0015360268,0.061173983,112.71081,0.29902703,0.06795427,0.114424035,0.13979548,1.905753442886386
6447,0.41805223,5.081032,0.14974917,0.19758777,0.55554336,111.99141,0.10608337,0.7884794,0.10515276,0.102884434,1.290942347325295
3754,0.66423315,4.5602984,0.34500945,0.04859317,0.30154133,112.51214,0.29199585,0.0828458,0.08751828,0.033719018,0.8660384010311134
6953,0.32930374,4.815804,0.41825092,0.28633624,0.5639527,112.25664,0.23217577,0.7975979,0.1169238,0.13890062,1.2943533010525017
226,0.31042156,4.763182,0.240927,0.30521843,0.5411563,112.30926,0.26670182,0.07139905,0.12107178,0.109810874,1.6817599376988597
587,0.5205779,4.4263544,0.22414245,0.095062084,0.14222768,112.64609,0.23731337,0.08284588,0.10887007,0.08492756,1.1018250839405421
5784,0.55445963,4.5766063,0.09620256,0.06118034,0.053314365,112.495834,0.258326,0.082847886,0.1276667,0.04505517,1.0432631071793161
685,0.6064994,4.8226657,0.1824154,0.0091406265,0.027739331,112.24977,0.29641384,0.07474252,0.12562539,0.18981738,1.1235264216714214
3135,0.32786387,4.6911,0.20501888,0.28777614,0.19009249,112.38134,0.31924364,0.08284009,0.10877457,0.2819494,0.7862032438472479
6803,0.41805223,5.0936213,0.1528442,0.19758777,0.077630475,111.97882,0.29238316,0.082847886,0.001410912,0.040733963,0.9861652609718409
755,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.1279841500075367
684,0.6021278,4.7387743,0.071324214,0.013512217,0.3063614,112.333664,0.29259175,0.55544996,0.10887007,0.10807476,0.9787361918504185
1910,0.42461392,5.118796,0.17225014,0.19102608,0.026971916,111.95364,0.28961587,0.08228659,0.13049252,0.14338292,0.9301329696353269
1587,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.1075582810162967
4457,0.5074198,5.161191,0.2739651,0.10822017,0.3126862,111.91125,0.29679286,0.082725294,0.12727757,0.040181074,1.1029569644023776
256,0.35627487,4.7355227,0.14235999,0.25936514,0.44034576,112.336914,0.06648224,0.780374,0.11981592,0.005145644,1.1371851228484355
5656,0.491031,4.838264,0.054326635,0.124609,0.1624911,112.23418,0.27947542,0.082817696,0.006569995,0.0042002182,0.7657762445071288
5213,0.66062397,4.931931,0.30379686,0.04498399,0.0044363933,112.14051,0.25986314,0.5189758,0.09398898,0.12292868,0.9776271090867683
4459,0.6841064,4.5721717,0.32640082,0.06846643,0.2985018,112.50027,0.23906621,0.08137879,0.048829805,0.4127613,0.9247211251459752
534,0.35557434,4.485564,0.24499756,0.26006567,0.027739331,112.586876,0.25872004,0.082847886,0.10515276,0.3566025,1.0241774539336599
6531,0.6205765,5.0039062,0.032103498,0.004936488,0.2719136,112.068535,0.20760405,0.034722254,0.03809625,0.22780026,1.0929466785649218
453,0.604316,4.6727076,0.093862005,0.011324033,0.3347302,112.399734,0.14229554,0.08271415,0.12174866,0.19311693,1.2476361105028855
6015,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.0383274382005359
5219,0.3328944,4.7413516,0.10207801,0.28274557,0.286098,112.331085,0.057094865,0.57875293,0.12727757,0.09087743,1.6014879411774967
2811,0.6601073,4.8830595,0.20763497,0.044467326,0.016594447,112.18938,0.29877007,0.08284685,0.118850954,0.12380935,1.1354918912835408
2735,0.57380044,4.451483,0.15719338,0.041839577,0.15159197,112.62096,0.06569016,0.082847886,0.16854173,0.015369878,1.143975973164909
5215,0.5584723,5.01618,0.2683824,0.057167724,0.21339542,112.05626,0.12019734,0.08251557,0.088359915,0.10374762,1.5351991734133192
5056,0.4285304,4.5154753,0.2254749,0.18710962,0.5409537,112.55696,0.036577694,0.02529976,0.12339444,0.3945648,1.1554751716799723
4499,0.49591503,4.834916,0.010363513,0.11972499,0.3002824,112.237526,0.29388404,0.078349404,0.19001713,0.17939046,1.0866806241927713
2399,0.66371834,4.5081196,0.14358774,0.04807837,0.23645261,112.56432,0.19933467,0.04049733,0.09757051,0.19529116,1.0702653451391717
3462,0.24137633,5.082137,0.16218716,0.37426367,0.24986959,111.9903,0.32515287,0.082847886,0.121458516,0.12204879,1.2164678427479343
5411,0.60922194,5.1189876,0.25662163,0.0064180545,0.065472424,111.95345,0.2272315,0.082847886,0.11183473,0.004363477,1.256222434553144
4170,0.56984895,4.3041596,0.17922764,0.045791037,0.18603979,112.76828,0.007569135,0.082847886,0.11750156,0.15731603,0.9014971543481067
99,0.59222126,5.1703706,0.1338077,0.023418738,0.42413503,111.90207,0.25353765,0.10661513,0.104962505,0.18727942,0.9647638607824085
2206,0.6810746,4.645563,0.3678068,0.0654346,0.18907931,112.42688,0.2991586,0.46730408,0.08108919,0.15840991,0.9578713804684587
6867,0.6178847,4.5952716,0.07246772,0.002244696,0.26988727,112.477165,0.21723,0.22110349,0.119719386,0.12204879,1.0356009846404344
1182,0.5955343,4.770456,0.08166319,0.020105649,0.1908599,112.30199,0.26894182,0.082847886,0.115577,0.18362483,0.975668491278624
4493,0.60376936,4.829273,0.10502874,0.011870631,0.25570285,112.243164,0.2930687,0.018469237,0.12834807,0.042227615,1.0926551616139317
69,0.5732369,5.192657,0.22015573,0.042403117,0.3529673,111.87978,0.24223273,0.08284295,0.12339444,0.1893469,1.0776463543029526
2320,0.46561903,4.700535,0.03430372,0.15002097,0.29319018,112.3719,0.17166668,0.046576355,0.07184442,0.18925284,1.0881685084392931
6219,0.6595904,4.533459,0.1229183,0.043950398,0.016594447,112.53898,0.2252792,0.082847886,0.02308493,0.036239572,0.9238852075523386
874,0.43437645,4.693337,0.01143936,0.18126355,0.28407165,112.379105,0.16014178,0.08174353,0.08257632,0.18212935,0.9118966391828692
1463,0.18232156,4.5806828,0.28169256,0.43331844,0.27114618,112.49176,0.3818946,0.07455001,0.12281327,0.13532919,1.2722637493043567
951,0.605954,4.8749223,0.09211018,0.009686031,0.070292525,112.19752,0.2966931,0.082847886,0.12941973,0.010382618,1.0898409165337224
6612,0.68461084,4.6350107,0.38407993,0.06897085,0.24075104,112.43743,0.2990971,0.08216197,0.02835735,0.059246153,1.1920885862658024
5485,0.40078753,5.0051804,0.06790151,0.21485248,0.14425403,112.06726,0.19123882,0.17348443,0.113368325,0.15977897,1.2696489261402566
748,0.6502397,5.1243153,0.18625417,0.03459968,0.045208998,111.94813,0.28360197,0.08279824,0.057863288,0.12822437,0.9373921424750988
941,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.1548573453098452
1006,0.6775258,4.5962706,0.25456047,0.0618858,0.14551295,112.476166,0.29898202,0.082847886,0.071016565,0.16858555,1.047017086314987
6860,0.020194707,4.5402794,0.21222967,0.5954453,0.22960617,112.53216,0.38088194,0.0005783819,0.11480821,0.033719018,0.9894838905090804
1922,0.4330803,4.6403155,0.017918864,0.18255973,0.30838776,112.43212,0.097873144,0.082847886,0.11981592,0.22487172,1.0917148384258017
5341,0.47436908,4.6153483,0.11632158,0.14127092,0.30838776,112.45709,0.28507987,0.08284368,0.12834807,0.036990043,0.8632123217406684
140,0.44660705,4.64441,0.15408489,0.16903295,0.23771153,112.42803,0.29299915,0.67297786,0.113368325,0.1980826,0.8416371071947217
5198,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.0795877242056306
1842,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.1330510816987864
4299,0.08360559,5.169017,0.26144755,0.5320344,0.5228179,111.90342,0.36505318,0.082847886,0.28261957,0.014994464,0.9525540836598034
2734,0.6709016,4.7965093,0.2288138,0.05526157,0.47580677,112.27593,0.2991784,0.8502828,0.02747668,0.09600565,1.0736244674515083
3581,0.6189623,4.876883,0.23957382,0.0033222823,0.073332034,112.19556,0.2817331,0.4277904,0.11836882,0.029459884,0.8243317128677204
1683,0.44660705,4.5328684,0.011977717,0.16903295,0.1624911,112.53957,0.22788312,0.082847886,0.09187008,0.15585935,1.0365727333003445
6184,0.66268796,4.6248746,0.26768675,0.047047973,0.17489491,112.44756,0.2990926,0.004124481,0.110781744,0.0119222645,0.7560068583322579
1598,0.5641768,4.5535927,0.2463581,0.0514632,0.11511781,112.518845,0.29908,0.082847886,0.11519253,0.15331529,1.2186837505722583
6855,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.0779508399245148
3236,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.1218705857652662
6652,0.5533102,4.969445,0.06335604,0.062329765,0.37829658,112.103,0.19843009,0.08284513,0.11097311,0.19491269,1.1201450286467658
2043,0.29713723,4.9512672,0.24703906,0.31850275,0.013800689,112.12117,0.2807985,0.082847886,0.12368515,0.014227298,1.1443457487956081
125,0.55273503,5.1767035,0.039825544,0.06290498,0.21720235,111.89574,0.099509805,0.0817334,0.0048473417,0.10547623,1.072241981273524
1471,0.23507212,4.5618033,0.20501888,0.38056788,0.51491517,112.510635,0.27066895,0.082847886,0.12029876,0.15704274,1.0233860552642018
7086,0.5116253,4.466253,0.12713899,0.104014695,0.082450576,112.606186,0.19212092,0.082847886,0.11962286,0.13265896,1.0811722486780828
5336,0.57661337,5.0437474,0.1634395,0.039026637,0.08346375,112.028694,0.15854888,0.082823366,0.057863288,0.2913007,1.1333150758874615
307,0.6178847,4.5748243,0.19010775,0.002244696,0.0064627356,112.49761,0.2563121,0.08264424,0.121458516,0.040733963,0.8689647370462359
1237,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.1302429648411827
5741,0.5388298,4.1500945,0.25456047,0.07681018,0.000629463,112.92235,0.23245637,0.082847886,0.115577,0.05040306,1.2664233883527454
4117,0.3300229,4.5377474,0.102667466,0.28561708,0.25189593,112.53469,0.008751702,0.082847886,0.12339444,0.06728746,1.1039237195847513
1908,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.1199369980965936
6742,0.50500876,5.1762233,0.27047226,0.110631265,0.4362931,111.89622,0.29305878,0.082847886,0.121458516,0.15959632,1.206789817871181
1733,0.604316,5.0551434,0.25318873,0.011324033,0.1647632,112.017296,0.2991285,0.08270604,0.11923683,0.063132904,1.0760981755992398
6929,0.52235883,4.8439903,0.08166319,0.09328114,0.030778846,112.22845,0.28860667,0.082847886,0.11432802,0.17570566,0.9378334768885327
5885,0.35907206,4.477678,0.1338077,0.25656793,0.51410466,112.594765,0.2644278,0.6344773,0.11933332,0.00906568,1.1466378291921624
4333,0.1889661,4.6005597,0.33901694,0.4266739,0.3096467,112.47188,0.034431003,0.082322046,0.1246548,0.08492756,1.036652920473517
3185,0.6360476,4.8754416,0.24025017,0.02040759,0.13335489,112.197,0.29894304,0.082847886,0.05695626,0.19585912,1.0363300665439181
5153,0.605954,4.497418,0.2484024,0.009686031,0.06826618,112.57502,0.27292764,0.082847886,0.11044646,0.21826527,0.993600385071325
369,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.072253896374753
1201,0.5624689,4.6759176,0.28239805,0.053171143,0.051288024,112.39652,0.20024005,0.082840346,0.079140685,0.108942434,0.956744272207601
3739,0.69264704,4.934136,0.13868576,0.077007055,0.1553989,112.138306,0.259767,0.082847886,0.07359436,0.15904857,0.8936294131747926
5464,0.5822156,4.7881746,0.144817,0.03342438,0.17996077,112.28426,0.17254736,0.08284386,0.12436381,0.15613233,1.9600352085240154
6648,0.4928653,4.6653714,0.14913133,0.122774705,0.34688827,112.40707,0.2842914,0.082847886,0.12679134,0.0672842,1.0428908579609206
6161,0.37569296,4.874968,0.106803365,0.23994705,0.018866545,112.19747,0.2991527,0.49465972,0.09370677,0.1713536,1.0463933455883567
2087,0.47871557,4.594291,0.109768085,0.13692443,0.24557115,112.47815,0.1776751,0.08264728,0.1201056,0.12910971,1.032469039594659
6493,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.0800023893721233
206,0.6450068,4.7963195,0.053203672,0.029366806,0.104740344,112.27612,0.28232288,0.031885374,0.0134904375,0.0065230997,0.981435824169989
6633,0.6312718,4.97612,0.14543219,0.015631776,0.2435448,112.09632,0.24440776,0.014011283,0.12387901,0.108942434,1.1523388306634375
3582,0.5838902,4.3978753,0.24908476,0.031749804,0.24658431,112.67457,0.28853685,0.082847886,0.1539642,0.20728673,0.9545860979581864
1474,0.5205779,5.117509,0.3132138,0.095062084,0.11410464,111.95493,0.13197207,0.07958548,0.10887007,0.18727942,1.1189072809038785
5230,0.578858,4.4037757,0.30740827,0.036781967,0.37246332,112.66866,0.05006743,0.08190259,0.10600938,0.065827526,1.0167574725832897
2799,0.5510074,4.815917,0.15657091,0.06463259,0.2820453,112.25652,0.092862085,0.07571516,0.11480821,0.004363477,1.0941030487581351
3973,0.6221881,4.8727365,0.16846463,0.006548092,0.111832544,112.19971,0.08406862,0.08129773,0.12688857,0.030215457,1.151207747014364
1046,0.578858,4.6821685,0.22081909,0.036781967,0.2607687,112.390274,0.20441543,0.082847886,0.08798577,0.18007673,1.0606306213855317
3915,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.1164775278037564
1891,0.47609133,4.7336817,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062,1.1330510816987864
3730,0.5927742,4.7333612,0.13441616,0.022865793,0.09586756,112.33908,0.07238355,0.08284665,0.12737483,0.107207835,1.112861263762468
3754,0.66423315,4.5602984,0.34500945,0.04859317,0.30154133,112.51214,0.29199585,0.0828458,0.08751828,0.033719018,0.8660384010311134
5035,0.5116253,4.54013,0.020088062,0.104014695,0.25189593,112.53231,0.2842914,0.082847886,0.07612172,0.18287681,0.9353262251663553
6842,0.44660705,4.9996147,0.24025017,0.16903295,0.40589795,112.07282,0.299071,0.5939505,0.1257225,0.18343776,1.064994118232619
1987,0.5900064,4.928738,0.28381047,0.02563358,0.12601694,112.1437,0.299105,0.076586485,0.11059041,0.06812044,0.8693850623488907
318,0.62647307,5.1415114,0.21949282,0.010833047,0.05205544,111.93093,0.22184865,0.082847886,0.11682754,0.15813632,0.9706033807951127
3045,0.5122247,4.8176007,0.023895519,0.103415355,0.052301195,112.25484,0.26613215,0.082777776,0.09267269,0.19832404,0.9664821212258479
3865,0.64710325,4.933171,0.2477205,0.031463243,0.12018367,112.13927,0.29258183,0.70134664,0.09135814,0.0020206415,0.9189105304572259
