,user,song,title,play_count,release,artist_name,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,user_encoded,song_encoded,title_encoded,release_encoded,artist_name_encoded,year_encoded,key_encoded,mode_encoded
10,6dc872c56837b90550e15d5d4f91f1a0ceccced3,SOXFPND12AB017C9D1,I Gotta Feeling,2,Todo Éxitos 2009,Black Eyed Peas,2009.0,0.5561813254867879,0.5687171021817683,0.0,0.8033405289897734,1.0,0.02615495747685121,0.08369755902156674,0.0,0.4114471797857118,0.6180344478216819,4.859548803730605,3744,6370,2571,4838,380,56,0,2
11,74b30522f2cb817b3fdaaa6aacd2a0f8771cef22,SOWYFFH12AAF3B4C65,Breathe,1,Fearless,Taylor Swift / Colbie Caillat,2008.0,0.40945712937770185,0.48612301112561884,1.0,0.8100782800200605,1.0,0.028295869154847303,0.14496577025018573,0.0,0.20538682972495073,0.3252279635258359,5.004181177689791,3992,6281,751,1543,3103,55,1,2
12,1561d2d4301ad24842ae834c3cdf77d82a9f35fe,SOMGGOB12A67ADCE5F,Te Decourage Pas,1,Ricothentik,Rico Pupa,0.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,745,3461,5537,3570,2688,0,5,1
13,dbe25935909b7521ec9c40e3c47deff064a8b96d,SOBIMTY12A6D4F931F,The Ballad of Michael Valentine,1,Sawdust,The Killers,2004.0,0.3893357261782807,0.6248683398066509,0.0,0.8477137437038006,1.0,0.032467190137501496,0.0013890348442741173,0.0,0.2844267797311083,0.4569402228976697,4.6055601099578585,7465,378,5610,3664,3271,51,0,2
14,ef0b7a70e800854ea69a269165f25ec828273353,SOSFQDP12A81C237EE,Des Blutes Stimme,3,Des Blutes Stimme,Riger,2002.0,0.19309662996191307,0.6211139776601137,0.0,0.8098602298249056,1.0,0.057513906200606715,0.000125992062666729,0.5633232016210741,0.2978798974282269,0.24620060790273557,4.58847153636504,8148,5037,1315,1179,2690,49,0,2
15,cd41ce889ab2972d91832846f404b0fd9e789651,SOCULSW12A6D4FAF72,Days That Are Over,2,Two Way Monologue,Sondre Lerche,2004.0,0.501381164937991,0.45805755822733496,0.0,0.7819498048450753,1.0,0.029267497680568088,0.41607528722017995,0.0010233029381965554,0.10074990310014305,0.4113475177304965,4.783015070754968,6980,815,1254,4923,2945,51,0,2
16,06b3875df691732d8c93bebfd5f9652bd09fd686,SOTEGWG12AB01897AC,Forever,1,Relapse: Refill,Drake / Kanye West / Lil Wayne / Eminem,0.0,0.3763795272130678,0.6450068052320104,5.0,0.892675693944746,0.0,0.29416103854949005,0.22234323114344062,0.0,0.16720791898390644,0.5471124620060791,4.654150808209713,244,5274,1908,3517,955,0,6,0
17,ee78d818604f2a85a72cbc3c2ddac394da21ffa6,SOQARFV12A8C131531,Love Struck Baby,2,In The Beginning,Stevie Ray Vaughan And Double Trouble,1985.0,0.4369637751675354,0.6280751838162304,8.0,0.7210919953773358,1.0,0.04526013140486457,0.24607852259670565,0.046909827760891594,0.1595645696713384,0.9787234042553192,5.154036981367835,8125,4500,3400,2164,3012,32,9,2
18,2bc86cfeeb2016fadab357f135a2ea3baca4ffe6,SONREBX12A8C142DBA,I Feel Better,1,One Life Stand,Hot Chip,2010.0,0.4687528473440829,0.5140205146625099,0.0,0.8269771701445672,0.0,0.042867900227175806,0.013311014059672338,0.0,0.10074990310014305,0.34245187436676805,4.836964213809743,1537,3862,2559,3135,1410,57,0,0
19,b6f8b5c27dff927635752d83a6687229cad8c883,SOBZAWO12AB0189656,Substitution (Album Version),2,Swoon,Silversun Pickups,2009.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,6211,580,5382,4095,2881,56,5,1
20,578d02e9175d5d286e024e111914f01da161c2d6,SOVXTEL12A8C136B69,It's Not You_ It's Me,2,The Little Willies,The Little Willies,2006.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,3017,5998,2893,4475,3280,53,5,1
21,429553dd248d253a5c74c9fd02842ca3ed9cc3f5,SOTRBQW12A8C13FC4C,TAVALLINEN TARINA,1,Rakastaa Ei Rakasta,Hausmylly,0.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,2289,5409,5490,3458,1364,0,5,1
22,13d90fa7a4cf30f1d3a9c2e311a7aadceddec9a4,SOTXSFT12AF72A654A,If This Is It,3,Sports,Huey Lewis & The News,1983.0,0.31918073951115195,0.511025603768657,7.0,0.7808377488497852,1.0,0.03498096889524552,0.18979357163265562,1.5197568389057753e-06,0.27535642276114397,0.8551165146909828,4.692970418416104,692,5473,2735,3959,1415,30,8,2
23,703d4b90b9fd399355ad315efb5c18ec03cc3b11,SOZOWON12A67ADA091,Glamorous,3,Big Summer Tunes,Fergie / Ludacris,0.0,0.5933268452777344,0.5624688569178291,0.0,0.8026209633457622,1.0,0.1814878760453772,0.25541711186450544,0.0,0.08222494025566938,0.6332320162107397,4.8827337384437035,3830,6984,2085,605,1123,0,0,2
24,1f726d31dbf0741ebc5b1bd2eeaa0862c89deaf0,SOFKSLA12A6D4F7687,The Rocks & The Water,1,Music From Local Hero,Mark Knopfler,0.0,0.13190507087993858,0.0015887372882972073,10.0,0.0,1.0,0.04037389413827326,0.676509539406922,0.9949341438703141,0.07881118042428978,0.051773049645390076,4.417043813805765,1094,1542,5838,2896,2081,0,11,2
25,c757d5e52be32d74a502e313c9dfc3d045f48b9c,SOMZTMR12A8C14177C,Feels So Good,2,Let's Go To Prison (OST),Chuck Mangione,1977.0,0.45488999143568737,0.47187687362741587,5.0,0.7329539259937637,1.0,0.032370380030450716,0.37500590062345585,0.05440729483282675,0.039797469874066085,0.5309017223910841,4.650697891264053,6772,3663,1799,2469,654,24,6,2
26,71ded496051ecccb6039abae42ab8975d986f74d,SOYBTCQ12A8C1323B8,Destroy Everything (Album Version),1,Supremacy,Hatebreed,2006.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,3895,6598,1326,4083,1363,53,5,1
27,6444471517ff88cb0574988f183518d8e9303dc4,SOILFUU12AB017C75F,I'm Not Calling You A Liar,3,Lungs,Florence + The Machine,2009.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,3413,2396,2686,2659,1163,56,5,1
28,79626898964ec76d8db7b518cc629372e90a2b3b,SOJYNHA12AF729DF0C,Moon Flavor,1,Teeny Shiny,Melt Banana,0.0,0.2745968329031255,0.00015298829669372203,0.0,0.7897560018316215,1.0,0.08993210750060718,0.06681717303731714,0.7325227963525837,0.3118867611485983,0.07831813576494427,4.613713586985385,4153,2837,3706,4151,2146,0,0,2
29,1f59a0c2c2bb46c1a382d35328c06562507b14c6,SOESJHB12A8C13F5A5,Puppetmad,1,Creature Shock Radio,Puppetmastaz,2005.0,0.4517123592734841,0.6108519378331151,8.0,0.8356773729312487,1.0,0.18398683611301583,0.32425505268262117,0.0,0.676509539406922,0.8855116514690984,4.613217717567392,1091,1343,4478,1015,2575,52,9,2
30,a86254cd9f6f349ad78cef78a7cb1d0beeee1802,SOVXUCJ12A6701FBC2,Still Don't Give A Fuck,1,The Slim Shady LP,Eminem,1999.0,0.5265021031509982,0.6184236343640088,4.0,0.8541462244608709,0.0,0.32063317259146684,0.10165365372649983,0.0,0.3038014543316642,0.6149949341438703,4.50974900002281,5758,5999,5317,4600,1031,46,4,0
31,a8c753647fb74f2cb597a30014e41cd46508976d,SODGJKH12AAA8C9487,Day 'N' Nite,1,R&B Yearbook,Kid Cudi Vs Crookers,2008.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,5775,947,1245,3438,1767,55,5,1
32,c532665ace42a4c82f480756c850d5a91d661963,SOAVUFZ12A8C138F8A,Sodade Matadera (2001 Digital Remaster),1,Dorival Caymmi,Dorival Caymmi,0.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,6703,237,5148,1270,939,0,5,1
33,d85330ce1f3180b6a87cff5f11ccbf47f58cd90e,SOFXWBG12A6D4F74BE,Your Ex-Lover Is Dead (Album Version),1,The O.C. Mix 5,Stars,0.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,7353,1673,6854,4513,2986,0,5,1
34,e43382cf87d1b1b47cfbdc97212e0ec888b28fd2,SOAUWYT12A81C206F1,Undo,40,Vespertine Live,Björk,2001.0,0.39001300354924273,0.31042155942127037,5.0,0.6810143695078607,1.0,0.03391821820346067,0.5658818295140691,0.011448834853090173,0.1406311297397456,0.060283687943262415,4.763181973564464,7752,226,6255,5027,376,48,6,2
35,c72f840151f459d3ea0d906e74c401f5b67bc8da,SOUZZMM12AB0186546,Nasty Wish,1,Alex Gopher (Versailles Special Edition),Alex Gopher,2007.0,0.4898062565419153,0.5933268452777344,0.0,0.8066548919561283,1.0,0.027225986253591457,0.016070180177494467,1.0638297872340426e-05,0.07213459775919911,0.6747720364741642,4.859618587130713,6762,5758,3853,257,97,54,0,2
36,d8101e7aed51ee2deab0a1db232040cd91cf155e,SOPHBRE12A8C142825,The Runner,1,Because Of The Times,Kings Of Leon,2007.0,0.3555743384946994,0.3126185577418125,4.0,0.7433113102636226,1.0,0.029073247485707086,0.14236724128692196,7.3353596757852085e-06,0.12575120530556033,0.14184397163120568,4.958991060943918,7340,4282,5840,543,1781,54,4,2
37,d8101e7aed51ee2deab0a1db232040cd91cf155e,SOPHBRE12A8C142825,The Runner,1,Because Of The Times,Kings Of Leon,2007.0,0.3555743384946994,0.3126185577418125,4.0,0.7433113102636226,1.0,0.029073247485707086,0.14236724128692196,7.3353596757852085e-06,0.12575120530556033,0.14184397163120568,4.958991060943918,7340,4282,5840,543,1781,54,4,2
38,bffbe974a19f297051f8638c48a558aeb308f39f,SOFCSDA12AB017D7BE,Again,3,Memento Mori,Flyleaf,2009.0,0.35065687161316933,0.6800619410112898,5.0,0.8608621704716425,1.0,0.09531017980432487,0.00017998380194373761,0.0,0.3038014543316642,0.4650455927051672,5.056538756064629,6530,1458,146,2759,1165,56,6,2
39,3d3b5ae5d90c65f00aee37f292439de9b3588c71,SOUFRIT12A8C13AFF5,Me Borro,1,Cortamambo,El Cuarteto De Nos,2000.0,0.554459660786052,0.6151856390902335,7.0,0.8139813785133337,1.0,0.05382508669490746,0.0007497188905459459,0.0001965552178318136,0.13540463700620295,0.8277608915906788,4.802010828881249,2108,5548,3574,991,1001,47,8,2
40,c66bbd09911733e9e5da32b9c268ef80dc5ab96b,SOFKFXC12AC90732A5,Down To Earth,1,My World,Justin Bieber,2009.0,0.43372857338102383,0.5411608235620636,2.0,0.8377924598242514,1.0,0.026447170014848292,0.35907206853845386,0.0,0.3625576070968879,0.15704154002026344,4.418876751721712,6741,1533,1461,2935,1690,56,2,2
41,fcb5cc59a3cb2680286213cd65a459bca673549f,SOEGPTU12A6D4F747A,I'm A Monster,1,Distorted Lullabies,Ours,0.0,0.4330802751411378,0.521171915820135,0.0,0.7949237914567933,1.0,0.02780970063926723,0.04631090286325025,0.03667679837892605,0.3722529739020508,0.4164133738601824,4.856333491739452,8594,1223,2670,1230,2426,0,0,2
42,dbcddf06b124b9a99966704d829d1db6c6298bc4,SODEVAA12A58A773FF,Morning Star Social Club,2,Onye Bili_ Ibeya Ebili,Chief Stephen Osita Osadebe,0.0,0.5001690435774618,0.4330802751411378,5.0,0.6904123329190379,1.0,0.07120375900633207,0.06269306933842342,0.0003394123606889565,0.2183319943169877,0.8105369807497468,5.034273692661655,7462,934,3718,3164,621,0,6,2
43,ae7e74529e1495d664027b969e30eec14018d835,SOHHZKM12A6D4F70DA,Pak Dit Grej (1998 Digital Remaster),4,De 2 Første,C.V. Jørgensen,0.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,5946,2075,4251,1119,524,0,5,1
44,ed329409f1bb6ca9c478150caf251f7c331fa508,SOIIOUS12A8AE47E20,Yeah!,1,Confessions,Usher Featuring Lil' Jon & Ludacris,2007.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,8080,2369,6737,972,3568,54,5,1
45,778b8940be8a7e56122a1574b58adfd026062536,SORQVPO12AF72A690C,New York City Cops,1,Is This It,The Strokes,2001.0,0.42068207391302476,0.6178846960593984,0.0,0.7749067835415712,1.0,0.03642835661355149,0.07222763399688076,3.3839918946301926e-05,0.28292075535007044,0.49240121580547114,4.691045084096838,4093,4898,3912,2217,3386,48,0,2
46,9b3494e386bb82f8234b386a5b994bb834f47082,SODVRJW12A8C136703,On The Death Of The Waters,1,Rook,Shearwater,2008.0,0.28065745751481647,0.039220713153281295,4.0,0.6345914829593772,0.0,0.03912455468405003,0.6647477060382473,0.09270516717325228,0.09321708171113376,0.11550151975683892,4.522733782375623,5342,1104,4126,3607,2855,55,4,0
47,1f64d97fa2e72c6a246011b9177040b1029d45d2,SOPQEHG12AB0187F3C,Forever in Ebony Drowning,1,Dark Requiems... And Unsilent Massacre,Hecate Enthroned,1998.0,0.13278111123381847,0.6606239888543853,10.0,0.7452955670395325,0.0,0.08111905128479202,0.030044121348376668,0.6990881458966566,0.09984533496971613,0.039412360688956434,4.373389441278218,1093,4379,1913,1099,1375,45,11,0
48,5fd081c3f667c5af7edf996836c52f9d1f8312a3,SOXRJYC12A6D4FB48B,No Llegas A Mí,24,Aunque Cueste Ver El Sol,No Te Va Gustar,2004.0,0.4427608928518613,0.669878553620591,7.0,0.8216785504023025,1.0,0.03768106696768849,0.00016098704089092573,0.00013576494427558258,0.06812582904760042,0.7122593718338399,4.590685791787117,3271,6492,3954,443,2360,51,8,2
49,6e40fbfdd3f48049cf09ab7b62deed3b30e78050,SOAUFOF12AB0180C65,Seven Nation Army,2,Seven Nation Army,The White Stripes,2003.0,0.5556077665378839,0.3688011237365729,4.0,0.7721157410435882,0.0,0.06606859996970468,0.0038924147153438387,0.11955420466058764,0.29042829811980614,0.28166160081053704,4.825076503109317,3758,223,4905,3724,3426,50,4,0
50,6e40fbfdd3f48049cf09ab7b62deed3b30e78050,SOAUFOF12AB0180C65,Seven Nation Army (Album Version),2,Elephant,The White Stripes,2003.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,3758,223,4906,1384,3426,50,5,1
51,c4130cc953b653dd13d1280ee458080d1631ecdf,SOBJBIZ12A8C132861,We're Looking For A Lot Of Love,1,Made In The Dark,Hot Chip,2008.0,0.2889312918522129,0.3674170404706345,3.0,0.6764789254486383,1.0,0.03149866705937099,0.521765563804325,0.0006413373860182371,0.06700422878047387,0.3991894630192503,4.905415509276121,6672,388,6458,2672,1410,55,3,2
52,3cd048fc1346f6f29a52147c941c616f65766fc0,SOWEHOM12A6BD4E09E,16 Candles,1,16 Candles,The Crests,1988.0,0.4369637751675354,0.2866815721181974,10.0,0.6572468982359738,1.0,0.02810143011087481,0.6010318916521397,0.0,0.2639015437863775,0.6616008105369808,4.750749954553937,2091,6068,31,39,3196,35,11,2
53,29dc026617d7de47621d28b2ba10ea6dc0615d46,SOEIWVQ12AB018213F,Zero,1,It's Blitz!,Yeah Yeah Yeahs,2009.0,0.4081282255276481,0.6662897263900626,11.0,0.8527288981923639,1.0,0.10074990310014305,0.0011293620305584163,0.3171225937183384,0.32425505268262117,0.14893617021276595,4.828417731894676,1462,1249,6879,2227,3666,56,12,2
54,5b99ef59d46dfe879324292833739b06d140f187,SOSOQHL12AB0182BA5,Second category,2,More ep,The Tellers,2006.0,0.5463857991645416,0.42264993286226527,8.0,0.6967357885785307,1.0,0.0366211834556453,0.4643627493556498,4.974670719351571e-05,0.10795714150509228,0.9766970618034448,4.558958694183398,3150,5130,4871,2850,3400,53,9,2
55,4fc3700a30072965886892002b84ed4bea0b170d,SOGWUDP12AB01858ED,Persona [Featuring Josh Haden],2,The Complex,Blue Man Group,2003.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,2734,1949,4319,4317,413,50,5,1
56,506baed240ccaefcd38210e46c6c7c9e366226fd,SOAEYPR12AF72A08BD,Impossible,1,Glory,Manafest,2006.0,0.37363038458814585,0.6408007001877362,1.0,0.8740542072785155,1.0,0.10255658832509207,0.008731766923446474,0.0,0.12751332029895962,0.5319148936170214,5.082000460576104,2769,43,2762,1777,2053,53,1,2
57,466368815678ac992692d4ae3c6420cfba04ea18,SOGVUCA12A67AE0D71,Redhead,2,Axxess & Ace,Songs:Ohia,1999.0,0.3674170404706345,0.0103462920541443,11.0,0.5824120712588037,0.0,0.042867900227175806,0.6820862332005203,0.004397163120567376,0.08865169759456264,0.18541033434650456,4.7027233030723785,2398,1934,4598,457,2946,46,12,0
58,9ba37a5fca99b3da28907d496cde0307ad480f3a,SOCLANN12AC907598C,Love In 2 Parts,1,Distillation,Erin McKeown,2000.0,0.412109650826833,0.36533731701738503,5.0,0.6716382111161989,1.0,0.23111172096338664,0.173953307123438,0.00042553191489361707,0.08424923244489993,0.24620060790273557,5.3100729975588905,5355,712,3377,1228,1068,47,6,2
59,890b813b148fc159c19588323b174fe319810e36,SOVJXBK12A6D4FA5DD,Fancy Dancer (LP Version),2,The Sound Of Bread,Bread,0.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,4719,5855,1765,4606,471,0,5,1
60,920f5a54dd89b9f9e554b9125ab564978d7524c6,SOJCQQC12AAA15EE72,Reality Of Emptiness,1,The Death Campaign Project,Officer Negative,0.0,0.2577381960787088,0.6184236343640088,0.0,0.8341728265846797,0.0,0.046406372814155744,0.0021676489505705046,0.7477203647416414,0.12133228516752496,0.12056737588652483,4.955270564759669,5023,2582,4569,4343,2390,0,0,0
61,05493cc9ba677e371303652fbb611c02594e97e3,SOEBOWM12AB017F279,Hotel California,1,Hotel California / Pretty Maids All In A Row [Digital 45],Eagles,1976.0,0.45679173527350503,0.41078426958576436,2.0,0.7355487233161073,1.0,0.02664193094642118,0.00572358896959552,0.0005005065856129686,0.05590763193829598,0.6170212765957447,4.998056511889396,191,1176,2459,2027,979,23,2,2
62,d5f32846936b25db83c8724c7c2889245acbe319,SOZVCRW12A67ADA0B7,When You Were Young,1,When You  Were Young,The Killers,2006.0,0.3832194991608447,0.6871291082343823,11.0,0.8701074987462113,1.0,0.10616019582839063,0.00015198844917046925,0.049037487335359675,0.2468600779315258,0.3252279635258359,4.878497216072261,7276,7043,6576,5193,3271,53,12,2
63,f027202b58c91a0f6c98fe32763685f3a67ac1ea,SOLWZVR12AB01849C6,All The Right Moves,5,Waking Up,OneRepublic,2009.0,0.4246139269469253,0.6668032052203433,0.0,0.8654412245698959,1.0,0.04631090286325025,0.2295231582782488,9.473150962512665e-06,0.24920108563349935,0.6585612968591693,4.990595838758529,8186,3361,222,5083,2407,56,0,2
64,87d018f974d97600be69a9476b8af82020a623aa,SOINYMI12A8C13C3F8,Creature Fear,1,For Emma_ Forever Ago,Bon Iver,2007.0,0.3293037471426004,0.12044615307586716,2.0,0.5962582586511415,1.0,0.05050298217310676,0.6564831961883539,0.0022998986828774064,0.23980399220731702,0.17426545086119555,4.6449388259251485,4683,2429,1165,1623,437,54,2,2
65,d44a81e1542ce8a66ecff323d4440287c83e8a7a,SONBNDT12A6D4FB37B,Hey Dude,1,Menonita Rock,Los Fancy Free,0.0,0.4440445900756395,0.6248683398066509,7.0,0.8124550271472493,1.0,0.03575316970581786,0.0011493392565214836,0.0009047619047619048,0.12751332029895962,0.5481256332320162,4.906266878736733,7222,3678,2376,2762,1957,0,8,2
66,2c3321c8b205032aa4a711ef55607d6ad5126070,SOJGRIS12AB018B889,Lewis Takes Off His Shirt,1,Heartland,Owen Pallett,2010.0,0.5122246446796981,0.48673782823690076,2.0,0.7435729704978086,1.0,0.034111529628767866,0.6533663105481008,0.7750759878419453,0.0838814839807021,0.6990881458966566,5.09429606406624,1552,2627,3231,1913,2431,57,2,2
67,24781581f29252abf3608730288599dd1bfbd50d,SOCWZND12AAF3B360E,Through The Backyards,1,Moshi Moshi: The First 10 Years,Au Revoir Simone,2005.0,0.33647223662121295,0.24137631957526948,2.0,0.6847648328645253,0.0,0.03546366427556904,0.620038708739307,0.018541033434650456,0.07064483956933203,0.160081053698075,4.9664953011020545,1265,842,6023,2853,234,52,2,0
68,b84ab89da4259588c01430ffe199606154a0eed6,SOUKGFR12A670206EC,Leave (Get Out),1,Leave (Get Out),JoJo,2004.0,0.5288619862520892,0.4478858239921165,5.0,0.7919146987636554,1.0,0.1831545430978465,0.14928170271575444,4.792299898682877e-05,0.07881118042428978,0.4630192502532929,4.477825331497971,6259,5599,3172,2437,1593,51,6,2
69,1f214db2646769239e96ce46b18afc180613d741,SOQMOAE12A8AE475A3,Good You Dub,5,200,Boxcutter,0.0,0.21591750622247016,0.30674913516900665,6.0,0.5325439916268724,0.0,0.039893563661676665,0.002417076515604878,0.8419452887537994,0.15871169115482087,0.2887537993920973,4.958021830422969,1078,4621,2151,55,454,0,7,0
70,87610f0fba8f51295b40c76deaa60c9d4fb32e3a,SOIRLWR12A8C13F563,Wir müssen das nicht tun,1,Sylt,Kettcar,2008.0,0.4737466155245699,0.47933495667461984,2.0,0.8230522666317786,1.0,0.02634977532278202,0.007263556388182121,0.0004903748733535968,0.1705863005755337,0.4721377912867275,4.53283602431734,4662,2467,6669,4096,1756,55,2,2
71,1725d0b1fb1c3d3b4fc8e8e321eabf6263cac237,SOGCWZS12A6701FCAC,Take A Chance On Me,2,The Definitive Collection,Abba,1977.0,0.521171915820135,0.5158131652770298,11.0,0.7652253548766925,1.0,0.025375306331228243,0.1510028735365274,0.0,0.21672298351128702,0.9361702127659576,4.682723644203157,798,1726,5493,4347,43,24,12,2
72,50ebe779cbdb9b8336722827eb173969c1b77ac6,SOHGPYP12AB017E134,Starin' Through My Rear View,13,Resurrection,2Pac,2003.0,0.6135627012171029,0.5641767992629853,1.0,0.7527092736747999,1.0,0.1873090983049937,0.22713557258374723,8.156028368794328e-05,0.05609673935187014,0.7173252279635258,4.594119349801006,2784,2057,5290,3537,7,50,1,2
73,481434b2e8f9257bac92e46232002ff7f29364b7,SOJMTBN12A6701D160,Just The Two Of Us (WSM Compilation Edit),1,THE DEFINITIVE GROVER WASHINGTON_ JR. - THE ELEKTRA YEARS,Grover Washington Jr. feat. Bill Withers,0.0,0.47968164579700673,0.47609131164846075,4.24,0.7209040361091124,0.71,0.03504759471741111,0.24104128474566364,0.07631247537993921,0.14169138415248422,0.4935471124620059,4.733681863396507,2462,2688,2994,4106,1326,0,5,1
