user,song,title,play_count,release,artist_name,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,user_encoded,song_encoded,title_encoded,release_encoded,artist_name_encoded,year_encoded,key_encoded,mode_encoded,play_count_log,danceability_diff,energy_diff,valence_diff,tempo_diff,acousticness_diff,instrumentalness_diff,speechiness_diff,liveness_diff
1561d2d4301ad24842ae834c3cdf77d82a9f35fe,SOMGGOB12A67ADCE5F,Te Decourage Pas,1,Ricothentik,Rico Pupa,0.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,745,3461,5537,3570,2688,0,5,1,0.6931472,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
dbe25935909b7521ec9c40e3c47deff064a8b96d,SOBIMTY12A6D4F931F,The Ballad of Michael Valentine,1,Sawdust,The Killers,2004.0,0.38933572,0.62486833,0.0,0.84771377,1.0,0.03246719,0.0013890348,0.0,0.28442678,0.45694023,4.6055603,7465,378,5610,3664,3271,51,0,2,0.6931472,0.24160427,0.009228339,0.14449978,112.46688,0.29779097,0.082847886,0.12252281,0.03398478
ef0b7a70e800854ea69a269165f25ec828273353,SOSFQDP12A81C237EE,Des Blutes Stimme,3,Des Blutes Stimme,Riger,2002.0,0.19309662,0.62111396,0.0,0.8098602,1.0,0.057513908,0.00012599207,0.5633232,0.2978799,0.2462006,4.5884714,8148,5037,1315,1179,2690,49,0,2,1.3862944,0.43784338,0.005473978,0.3552394,112.48397,0.299054,0.4804753,0.097476095,0.0474379
cd41ce889ab2972d91832846f404b0fd9e789651,SOCULSW12A6D4FAF72,Days That Are Over,2,Two Way Monologue,Sondre Lerche,2004.0,0.50138116,0.45805755,0.0,0.7819498,1.0,0.029267497,0.4160753,0.0010233029,0.1007499,0.4113475,4.7830153,6980,815,1254,4923,2945,51,0,2,1.0986123,0.12955883,0.15758245,0.19009249,112.28943,0.11689529,0.081824586,0.1257225,0.1496921
06b3875df691732d8c93bebfd5f9652bd09fd686,SOTEGWG12AB01897AC,Forever,1,Relapse: Refill,Drake / Kanye West / Lil Wayne / Eminem,0.0,0.37637952,0.6450068,5.0,0.8926757,0.0,0.29416105,0.22234324,0.0,0.16720791,0.54711246,4.654151,244,5274,1908,3517,955,0,6,0,0.6931472,0.25456047,0.029366806,0.054327536,112.41829,0.07683677,0.082847886,0.13917103,0.08323408
ee78d818604f2a85a72cbc3c2ddac394da21ffa6,SOQARFV12A8C131531,Love Struck Baby,2,In The Beginning,Stevie Ray Vaughan And Double Trouble,1985.0,0.43696377,0.6280752,8.0,0.721092,1.0,0.04526013,0.24607852,0.046909828,0.15956457,0.9787234,5.154037,8125,4500,3400,2164,3012,32,9,2,1.0986123,0.19397622,0.012435184,0.3772834,111.9184,0.053101476,0.035938058,0.10972987,0.09087743
2bc86cfeeb2016fadab357f135a2ea3baca4ffe6,SONREBX12A8C142DBA,I Feel Better,1,One Life Stand,Hot Chip,2010.0,0.46875286,0.5140205,0.0,0.8269772,0.0,0.0428679,0.0133110145,0.0,0.1007499,0.34245187,4.836964,1537,3862,2559,3135,1410,57,0,0,0.6931472,0.16218716,0.10161948,0.2589881,112.23547,0.28586897,0.082847886,0.112122096,0.1496921
b6f8b5c27dff927635752d83a6687229cad8c883,SOBZAWO12AB0189656,Substitution (Album Version),2,Swoon,Silversun Pickups,2009.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,6211,580,5382,4095,2881,56,5,1,1.0986123,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
578d02e9175d5d286e024e111914f01da161c2d6,SOVXTEL12A8C136B69,It's Not You_ It's Me,2,The Little Willies,The Little Willies,2006.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,3017,5998,2893,4475,3280,53,5,1,1.0986123,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
429553dd248d253a5c74c9fd02842ca3ed9cc3f5,SOTRBQW12A8C13FC4C,TAVALLINEN TARINA,1,Rakastaa Ei Rakasta,Hausmylly,0.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,2289,5409,5490,3458,1364,0,5,1,0.6931472,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
13d90fa7a4cf30f1d3a9c2e311a7aadceddec9a4,SOTXSFT12AF72A654A,If This Is It,3,Sports,Huey Lewis & The News,1983.0,0.31918073,0.5110256,7.0,0.7808378,1.0,0.034980968,0.18979357,1.5197569e-06,0.2753564,0.8551165,4.6929703,692,5473,2735,3959,1415,30,8,2,1.3862944,0.31175926,0.1046144,0.2536765,112.37947,0.10938643,0.082846366,0.12000903,0.024914423
703d4b90b9fd399355ad315efb5c18ec03cc3b11,SOZOWON12A67ADA091,Glamorous,3,Big Summer Tunes,Fergie / Ludacris,0.0,0.59332687,0.5624689,0.0,0.80262095,1.0,0.18148787,0.2554171,0.0,0.08222494,0.633232,4.882734,3830,6984,2085,605,1123,0,0,2,1.3862944,0.037613153,0.053171143,0.031792015,112.189705,0.04376289,0.082847886,0.026497876,0.16821706
1f726d31dbf0741ebc5b1bd2eeaa0862c89deaf0,SOFKSLA12A6D4F7687,The Rocks & The Water,1,Music From Local Hero,Mark Knopfler,0.0,0.13190506,0.0015887372,10.0,0.0,1.0,0.040373895,0.67650956,0.99493414,0.07881118,0.05177305,4.4170437,1094,1542,5838,2896,2081,0,11,2,0.6931472,0.49903494,0.6140513,0.54966694,112.655396,0.37732953,0.91208625,0.1146161,0.17163081
c757d5e52be32d74a502e313c9dfc3d045f48b9c,SOMZTMR12A8C14177C,Feels So Good,2,Let's Go To Prison (OST),Chuck Mangione,1977.0,0.45488998,0.47187686,5.0,0.7329539,1.0,0.03237038,0.3750059,0.054407295,0.03979747,0.53090173,4.6506977,6772,3663,1799,2469,654,24,6,2,1.0986123,0.17605,0.14376312,0.070538275,112.421745,0.0758259,0.028440591,0.12261962,0.21064453
71ded496051ecccb6039abae42ab8975d986f74d,SOYBTCQ12A8C1323B8,Destroy Everything (Album Version),1,Supremacy,Hatebreed,2006.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,3895,6598,1326,4083,1363,53,5,1,0.6931472,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
6444471517ff88cb0574988f183518d8e9303dc4,SOILFUU12AB017C75F,I'm Not Calling You A Liar,3,Lungs,Florence + The Machine,2009.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,3413,2396,2686,2659,1163,56,5,1,1.3862944,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
79626898964ec76d8db7b518cc629372e90a2b3b,SOJYNHA12AF729DF0C,Moon Flavor,1,Teeny Shiny,Melt Banana,0.0,0.27459684,0.0001529883,0.0,0.789756,1.0,0.08993211,0.06681717,0.7325228,0.31188676,0.078318134,4.6137137,4153,2837,3706,4151,2146,0,0,2,0.6931472,0.35634318,0.61548704,0.5231219,112.458725,0.23236282,0.6496749,0.065057896,0.06144476
1f59a0c2c2bb46c1a382d35328c06562507b14c6,SOESJHB12A8C13F5A5,Puppetmad,1,Creature Shock Radio,Puppetmastaz,2005.0,0.45171237,0.61085194,8.0,0.8356774,1.0,0.18398684,0.32425505,0.0,0.67650956,0.88551164,4.613218,1091,1343,4478,1015,2575,52,9,2,0.6931472,0.17922764,0.004788062,0.28407165,112.45922,0.025075052,0.082847886,0.028996836,0.42606753
a86254cd9f6f349ad78cef78a7cb1d0beeee1802,SOVXUCJ12A6701FBC2,Still Don't Give A Fuck,1,The Slim Shady LP,Eminem,1999.0,0.52650213,0.61842364,4.0,0.85414624,0.0,0.32063317,0.10165365,0.0,0.30380145,0.61499494,4.509749,5758,5999,5317,4600,1031,46,4,0,0.6931472,0.104437895,0.0027836345,0.013554934,112.56269,0.19752635,0.082847886,0.16564317,0.053359453
a8c753647fb74f2cb597a30014e41cd46508976d,SODGJKH12AAA8C9487,Day 'N' Nite,1,R&B Yearbook,Kid Cudi Vs Crookers,2008.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,5775,947,1245,3438,1767,55,5,1,0.6931472,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
c532665ace42a4c82f480756c850d5a91d661963,SOAVUFZ12A8C138F8A,Sodade Matadera (2001 Digital Remaster),1,Dorival Caymmi,Dorival Caymmi,0.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,6703,237,5148,1270,939,0,5,1,0.6931472,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
d85330ce1f3180b6a87cff5f11ccbf47f58cd90e,SOFXWBG12A6D4F74BE,Your Ex-Lover Is Dead (Album Version),1,The O.C. Mix 5,Stars,0.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,7353,1673,6854,4513,2986,0,5,1,0.6931472,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
e43382cf87d1b1b47cfbdc97212e0ec888b28fd2,SOAUWYT12A81C206F1,Undo,40,Vespertine Live,Björk,2001.0,0.390013,0.31042156,5.0,0.68101436,1.0,0.033918217,0.56588185,0.011448835,0.14063112,0.060283687,4.763182,7752,226,6255,5027,376,48,6,2,3.713572,0.240927,0.30521843,0.5411563,112.30926,0.26670182,0.07139905,0.12107178,0.109810874
c72f840151f459d3ea0d906e74c401f5b67bc8da,SOUZZMM12AB0186546,Nasty Wish,1,Alex Gopher (Versailles Special Edition),Alex Gopher,2007.0,0.48980626,0.59332687,0.0,0.8066549,1.0,0.027225986,0.01607018,1.0638298e-05,0.0721346,0.674772,4.8596187,6762,5758,3853,257,97,54,0,2,0.6931472,0.14113374,0.022313155,0.073332034,112.21282,0.2831098,0.08283725,0.12776402,0.1783074
d8101e7aed51ee2deab0a1db232040cd91cf155e,SOPHBRE12A8C142825,The Runner,1,Because Of The Times,Kings Of Leon,2007.0,0.35557434,0.31261855,4.0,0.7433113,1.0,0.029073248,0.14236724,7.33536e-06,0.12575121,0.14184397,4.958991,7340,4282,5840,543,1781,54,4,2,0.6931472,0.27536565,0.30302143,0.45959604,112.11345,0.15681276,0.08284055,0.12591675,0.12469079
d8101e7aed51ee2deab0a1db232040cd91cf155e,SOPHBRE12A8C142825,The Runner,1,Because Of The Times,Kings Of Leon,2007.0,0.35557434,0.31261855,4.0,0.7433113,1.0,0.029073248,0.14236724,7.33536e-06,0.12575121,0.14184397,4.958991,7340,4282,5840,543,1781,54,4,2,0.6931472,0.27536565,0.30302143,0.45959604,112.11345,0.15681276,0.08284055,0.12591675,0.12469079
bffbe974a19f297051f8638c48a558aeb308f39f,SOFCSDA12AB017D7BE,Again,3,Memento Mori,Flyleaf,2009.0,0.35065687,0.68006194,5.0,0.8608622,1.0,0.09531018,0.0001799838,0.0,0.30380145,0.4650456,5.0565386,6530,1458,146,2759,1165,56,6,2,1.3862944,0.28028312,0.064421944,0.13639441,112.0159,0.29900002,0.082847886,0.05967982,0.053359453
3d3b5ae5d90c65f00aee37f292439de9b3588c71,SOUFRIT12A8C13AFF5,Me Borro,1,Cortamambo,El Cuarteto De Nos,2000.0,0.55445963,0.6151856,7.0,0.81398135,1.0,0.053825088,0.00074971886,0.00019655522,0.13540463,0.8277609,4.802011,2108,5548,3574,991,1001,47,8,2,0.6931472,0.07648034,0.0004543609,0.2263209,112.27043,0.2984303,0.08265133,0.101164915,0.11503736
c66bbd09911733e9e5da32b9c268ef80dc5ab96b,SOFKFXC12AC90732A5,Down To Earth,1,My World,Justin Bieber,2009.0,0.43372858,0.5411608,2.0,0.83779246,1.0,0.02644717,0.35907206,0.0,0.36255762,0.15704153,4.4188766,6741,1533,1461,2935,1690,56,2,2,0.6931472,0.19721143,0.07447918,0.44439846,112.653564,0.05989207,0.082847886,0.12854283,0.11211561
fcb5cc59a3cb2680286213cd65a459bca673549f,SOEGPTU12A6D4F747A,I'm A Monster,1,Distorted Lullabies,Ours,0.0,0.4330803,0.5211719,0.0,0.7949238,1.0,0.0278097,0.0463109,0.036676798,0.37225297,0.41641337,4.8563333,8594,1223,2670,1230,2426,0,0,2,0.6931472,0.19785972,0.09446809,0.18502663,112.21611,0.2528691,0.046171088,0.1271803,0.12181097
dbcddf06b124b9a99966704d829d1db6c6298bc4,SODEVAA12A58A773FF,Morning Star Social Club,2,Onye Bili_ Ibeya Ebili,Chief Stephen Osita Osadebe,0.0,0.50016904,0.4330803,5.0,0.69041234,1.0,0.07120376,0.06269307,0.00033941236,0.218332,0.810537,5.0342736,7462,934,3718,3164,621,0,6,2,1.0986123,0.13077095,0.18255973,0.20909698,112.03817,0.23648693,0.082508475,0.08378624,0.032110006
ae7e74529e1495d664027b969e30eec14018d835,SOHHZKM12A6D4F70DA,Pak Dit Grej (1998 Digital Remaster),4,De 2 Første,C.V. Jørgensen,0.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,5946,2075,4251,1119,524,0,5,1,1.609438,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
ed329409f1bb6ca9c478150caf251f7c331fa508,SOIIOUS12A8AE47E20,Yeah!,1,Confessions,Usher Featuring Lil' Jon & Ludacris,2007.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,8080,2369,6737,972,3568,54,5,1,0.6931472,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
778b8940be8a7e56122a1574b58adfd026062536,SORQVPO12AF72A690C,New York City Cops,1,Is This It,The Strokes,2001.0,0.42068207,0.6178847,0.0,0.77490675,1.0,0.03642836,0.072227634,3.383992e-05,0.28292075,0.4924012,4.6910453,4093,4898,3912,2217,3386,48,0,2,0.6931472,0.21025793,0.002244696,0.109038785,112.38139,0.22695236,0.082814045,0.11856164,0.032478757
9b3494e386bb82f8234b386a5b994bb834f47082,SODVRJW12A8C136703,On The Death Of The Waters,1,Rook,Shearwater,2008.0,0.28065747,0.039220713,4.0,0.63459146,0.0,0.039124556,0.6647477,0.09270517,0.09321708,0.11550152,4.5227337,5342,1104,4126,3607,2855,55,4,0,0.6931472,0.35028255,0.5764193,0.4859385,112.549706,0.3655677,0.009857282,0.11586545,0.15722492
1f64d97fa2e72c6a246011b9177040b1029d45d2,SOPQEHG12AB0187F3C,Forever in Ebony Drowning,1,Dark Requiems... And Unsilent Massacre,Hecate Enthroned,1998.0,0.13278112,0.66062397,10.0,0.7452956,0.0,0.08111905,0.030044122,0.69908816,0.099845335,0.03941236,4.3733892,1093,4379,1913,1099,1375,45,11,0,0.6931472,0.4981589,0.04498399,0.56202763,112.69905,0.2691359,0.61624026,0.07387095,0.15059666
5fd081c3f667c5af7edf996836c52f9d1f8312a3,SOXRJYC12A6D4FB48B,No Llegas A Mí,24,Aunque Cueste Ver El Sol,No Te Va Gustar,2004.0,0.44276088,0.66987854,7.0,0.8216786,1.0,0.037681065,0.00016098704,0.00013576495,0.06812583,0.71225935,4.590686,3271,6492,3954,443,2360,51,8,2,3.218876,0.1881791,0.054238554,0.11081937,112.48175,0.299019,0.08271212,0.11730893,0.18231617
6e40fbfdd3f48049cf09ab7b62deed3b30e78050,SOAUFOF12AB0180C65,Seven Nation Army,2,Seven Nation Army,The White Stripes,2003.0,0.5556078,0.36880112,4.0,0.77211577,0.0,0.0660686,0.0038924147,0.11955421,0.2904283,0.2816616,4.8250766,3758,223,4905,3724,3426,50,4,0,1.0986123,0.07533223,0.24683888,0.3197784,112.24736,0.29528758,0.03670632,0.0889214,0.039986297
6e40fbfdd3f48049cf09ab7b62deed3b30e78050,SOAUFOF12AB0180C65,Seven Nation Army (Album Version),2,Elephant,The White Stripes,2003.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,3758,223,4906,1384,3426,50,5,1,1.0986123,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
c4130cc953b653dd13d1280ee458080d1631ecdf,SOBJBIZ12A8C132861,We're Looking For A Lot Of Love,1,Made In The Dark,Hot Chip,2008.0,0.28893128,0.36741704,3.0,0.6764789,1.0,0.031498667,0.5217656,0.00064133736,0.067004226,0.39918947,4.9054155,6672,388,6458,2672,1410,55,3,2,0.6931472,0.3420087,0.24822296,0.20225054,112.16702,0.22258556,0.08220655,0.12349133,0.18343776
3cd048fc1346f6f29a52147c941c616f65766fc0,SOWEHOM12A6BD4E09E,16 Candles,1,16 Candles,The Crests,1988.0,0.43696377,0.28668156,10.0,0.6572469,1.0,0.02810143,0.6010319,0.0,0.26390153,0.6616008,4.75075,2091,6068,31,39,3196,35,11,2,0.6931472,0.19397622,0.32895842,0.060160812,112.32169,0.3018519,0.082847886,0.12688857,0.013459544
29dc026617d7de47621d28b2ba10ea6dc0615d46,SOEIWVQ12AB018213F,Zero,1,It's Blitz!,Yeah Yeah Yeahs,2009.0,0.40812823,0.66628975,11.0,0.8527289,1.0,0.1007499,0.001129362,0.3171226,0.32425505,0.14893617,4.828418,1462,1249,6879,2227,3666,56,12,2,0.6931472,0.22281177,0.050649725,0.45250383,112.24402,0.29805064,0.23427472,0.054240096,0.07381305
5b99ef59d46dfe879324292833739b06d140f187,SOSOQHL12AB0182BA5,Second category,2,More ep,The Tellers,2006.0,0.5463858,0.42264992,8.0,0.6967358,1.0,0.036621183,0.46436274,4.9746708e-05,0.10795714,0.9766971,4.5589585,3150,5130,4871,2850,3400,53,9,2,1.0986123,0.0845542,0.19299006,0.37525707,112.51348,0.16518275,0.08279814,0.11836882,0.14248486
4fc3700a30072965886892002b84ed4bea0b170d,SOGWUDP12AB01858ED,Persona [Featuring Josh Haden],2,The Complex,Blue Man Group,2003.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,2734,1949,4319,4317,413,50,5,1,1.0986123,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
506baed240ccaefcd38210e46c6c7c9e366226fd,SOAEYPR12AF72A08BD,Impossible,1,Glory,Manafest,2006.0,0.37363037,0.6408007,1.0,0.8740542,1.0,0.102556586,0.008731767,0.0,0.12751332,0.5319149,5.0820003,2769,43,2762,1777,2053,53,1,2,0.6931472,0.25730962,0.0251607,0.06952511,111.99044,0.29044822,0.082847886,0.052433413,0.12292868
466368815678ac992692d4ae3c6420cfba04ea18,SOGVUCA12A67AE0D71,Redhead,2,Axxess & Ace,Songs:Ohia,1999.0,0.36741704,0.0103462925,11.0,0.58241206,0.0,0.0428679,0.6820862,0.004397163,0.088651694,0.18541034,4.7027235,2398,1934,4598,457,2946,46,12,0,1.0986123,0.26352295,0.6052937,0.41602966,112.36972,0.38290623,0.078450724,0.112122096,0.1617903
9ba37a5fca99b3da28907d496cde0307ad480f3a,SOCLANN12AC907598C,Love In 2 Parts,1,Distillation,Erin McKeown,2000.0,0.41210964,0.3653373,5.0,0.6716382,1.0,0.23111172,0.17395331,0.0004255319,0.084249236,0.2462006,5.310073,5355,712,3377,1228,1068,47,6,2,0.6931472,0.21883035,0.25030267,0.3552394,111.76237,0.12522669,0.08242235,0.07612172,0.16619277
890b813b148fc159c19588323b174fe319810e36,SOVJXBK12A6D4FA5DD,Fancy Dancer (LP Version),2,The Sound Of Bread,Bread,0.0,0.47968164,0.47609133,4.24,0.72090405,0.71,0.035047594,0.24104129,0.076312475,0.14169139,0.4935471,4.7336817,4719,5855,1765,4606,471,0,5,1,1.0986123,0.15125835,0.13954869,0.107892886,112.33876,0.058138717,0.00653541,0.119942404,0.10875062
920f5a54dd89b9f9e554b9125ab564978d7524c6,SOJCQQC12AAA15EE72,Reality Of Emptiness,1,The Death Campaign Project,Officer Negative,0.0,0.2577382,0.61842364,0.0,0.83417284,0.0,0.046406373,0.0021676489,0.74772036,0.12133229,0.120567374,4.955271,5023,2582,4569,4343,2390,0,0,0,0.6931472,0.37320182,0.0027836345,0.48087263,112.11717,0.29701236,0.66487247,0.10858363,0.12910971
05493cc9ba677e371303652fbb611c02594e97e3,SOEBOWM12AB017F279,Hotel California,1,Hotel California / Pretty Maids All In A Row [Digital 45],Eagles,1976.0,0.45679173,0.41078427,2.0,0.73554873,1.0,0.026641931,0.005723589,0.0005005066,0.055907633,0.61702126,4.9980564,191,1176,2459,2027,979,23,2,2,0.6931472,0.17414826,0.20485573,0.015581276,112.07439,0.2934564,0.08234738,0.12834807,0.19453436
d5f32846936b25db83c8724c7c2889245acbe319,SOZVCRW12A67ADA0B7,When You Were Young,1,When You  Were Young,The Killers,2006.0,0.3832195,0.6871291,11.0,0.8701075,1.0,0.10616019,0.00015198845,0.049037486,0.24686007,0.32522798,4.878497,7276,7043,6576,5193,3271,53,12,2,0.6931472,0.2477205,0.07148911,0.27621204,112.19394,0.299028,0.0338104,0.048829805,0.003581922
f027202b58c91a0f6c98fe32763685f3a67ac1ea,SOLWZVR12AB01849C6,All The Right Moves,5,Waking Up,OneRepublic,2009.0,0.42461392,0.6668032,0.0,0.8654412,1.0,0.0463109,0.22952315,9.473151e-06,0.24920109,0.6585613,4.990596,8186,3361,222,5083,2407,56,0,2,1.7917595,0.20632607,0.051163204,0.057121295,112.08184,0.06965684,0.08283841,0.10867909,0.0012409143
