user_id,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_minutes,track_name_preprocessed,playlist_name_sentiment,track_name_sentiment,intensity_zone,intensity_zone_encoded,cluster,affinity_score
0,7iWxKANfS7XgfKPZW9whfR,Destiny,6865,21,6J30sBc6ZgSAr9LvylXsKz,5488,2017-04-20,japanese,4zNayWuATXCAA9gaXvnFnq,3,13,0.587,0.993,6,-4.698,0.442,0.0701,0.00907,0.0692,0.27,120.057,3.47,destiny,0.0,0.0,Zone 3 (Moderate),2,7,0.3465051779544438
0,4JxXwBcVpVGDAnY4tKcAFH,Another Day,5185,15,76ktGiqmday72vNtX2RcAq,13616,2019-05-19,sinulog festival,0COM4nZqdXC3sMjVdcaU7V,0,1,0.634,0.658,8,-10.435,0.0334,0.000968,0.343,0.077,0.314,128.009,5.94,another day,0.0,0.0,Zone 4 (Hard),3,10,0.622323472627137
0,4uTTd2SlalZoG0zVgI63kH,Tin Man,473,57,4jOItHaJyNyXJxz8toGytx,7308,1974-01-01,pop rock hits deep tracks,1uKFRCQYci8kVgMy3xzTVH,5,0,0.646,0.531,7,-10.785,0.0671,0.528,0.0133,0.0836,0.655,172.02,3.5,tin man,0.0,0.0,Zone 5 (Maximum),4,0,0.2440171321270602
0,3rtxFFGZ10e2vYBo7PsPf2,Que Lo Nuestro Se Quede Nuestro,1567,71,3AprieF2G5BAcPGbeANZ6e,19126,2016-02-05,latin pop classics,37i9dQZF1DX6ThddIjWuGT,1,12,0.464,0.444,4,-8.583,0.027,0.488,2.32e-05,0.166,0.294,144.092,3.71,que lo nuestro se quede nuestro,0.0,0.0,Zone 5 (Maximum),4,14,0.4881126751904819
0,4mT5I3PjPcZXgA0P7SaxI6,Just Another Piano Solo - Original Mix,5186,39,6TtYslStIf7kMk2Ay4e7IU,16251,2015-04-13,,42jbIN5Zj0UUPdtmqxQRKF,0,18,0.715,0.942,0,-7.643,0.039,0.000908,0.893,0.411,0.968,125.007,5.15,another piano solo original mix,0.0,0.375,Zone 3 (Moderate),2,10,0.2852271989102038
0,7iQzzNzwTCHNW0NO9EVRCO,The Optimist,1977,41,0A8cq3cjiMMP8lI1SeG4GN,16646,2018-08-17,poptimism,6OaTudLqBEuTyUMPxRNpZc,2,10,0.677,0.839,0,-6.712,0.0338,0.0851,0.842,0.0791,0.555,102.997,3.59,optimist,0.0,0.0,Zone 2 (Light),1,10,0.36377539929405195
0,4G7zxD9wKSKeAEjbKF0fHs,Work It Out,7266,55,6kDQ4uisku1cm591Y1ix3Q,9111,2019-04-26,trap mojito,37i9dQZF1DX1OIMC8iDi74,4,21,0.617,0.845,11,-6.582,0.0732,0.0462,0.794,0.327,0.357,81.99,3.95,work,0.0,0.0,Zone 1 (Very Light),0,10,0.2915184811948548
0,1rav6gpyMEfZQrMdaVs1sx,Dooriyan,2524,61,13BciaZH6i53mdi2EdORkz,4583,2019-12-06,rap,37i9dQZF1DX1ct2TQrAvRf,4,8,0.613,0.48,9,-10.079,0.186,0.563,0.0,0.104,0.212,184.006,3.59,dooriyan,0.0,0.0,Zone 5 (Maximum),4,14,0.3496993509752603
0,2UyGnc6Hw8lj1MFXH3xGQ1,Opinions,3433,13,260iP8n5u6kSpekfSqrxVd,12015,2019-12-30,saxophone hip hop r b lounge jazz rap,2ujrP2rPxu8ao7wNeG1ZOY,3,13,0.811,0.403,8,-16.949,0.254,0.687,0.00366,0.0933,0.539,140.006,2.98,opinions,0.0,0.0,Zone 4 (Hard),3,14,0.2481791070991735
0,1RqIdqfYW3ncpR6QU7v0cf,Gettin' in the Way,4495,33,2fwvQikqDmWiam99r1om1B,18775,2011-11-28,love,37i9dQZF1DX44dZ4p5QLf4,3,13,0.632,0.41,9,-11.239,0.127,0.128,8.67e-06,0.117,0.396,136.191,3.94,gettin way,0.5,0.0,Zone 4 (Hard),3,14,0.4222257924618379
0,5099x34vBakWpGkHourFxP,Qué Pena,5958,85,1Db95k6t4rCPHSmdfsTeDl,13093,2019-09-27,urbano latino vibes,0VsVywryrqLhHmsVFVcOAg,1,11,0.635,0.661,11,-6.425,0.364,0.102,0.0,0.336,0.858,126.15,3.55,qué pena,0.0,0.0,Zone 4 (Hard),3,7,0.4307042559649086
0,5mvXiroNv8swMbCaKOwuuN,Pop Dat,65,56,0E7huAde9Bpo7SUbvixIND,12737,2015-11-11,trap mojito,37i9dQZF1DX1OIMC8iDi74,4,21,0.63,0.851,1,-4.61,0.319,0.00441,0.0218,0.0939,0.573,150.054,3.73,pop dat,0.0,0.0,Zone 5 (Maximum),4,7,0.4395827874171578
0,0dcf0L6F1LUA1nE2zWH4J2,The Party & The After Party,9490,60,5EbpxRwbbpCJUepbqVTZ1U,17506,2012-01-01,urban contemporary,4Pbs84EQbuAblxlp6Chz0d,3,23,0.438,0.634,5,-7.456,0.337,0.476,0.0,0.113,0.397,203.585,7.66,party party,0.0833333333333333,0.0,Zone 5 (Maximum),4,7,0.31814704802952526
0,2TH65lNHgvLxCKXM3apjxI,Callaita,860,90,06S3Qjh4QWLtn6c7CVhYh7,2800,2019-05-31,mansión reggaetón,37i9dQZF1DWZjqjZMudx9T,1,19,0.61,0.624,2,-4.773,0.309,0.6,2.12e-06,0.243,0.244,176.169,4.18,callaita,0.0,0.0,Zone 5 (Maximum),4,7,0.6898700200804432
0,73lJYoFl2F1Sii50fJtgRI,The Needle And The Spoon,5745,0,6TBwXfQCeLoVIOW53dNLqz,16260,2008-01-01,southern rock,0QUlq0LMDVXSBtbyYLTyZh,5,2,0.489,0.626,7,-10.021,0.0384,0.0714,0.0902,0.193,0.679,115.829,3.89,needle spoon,0.0,0.0,Zone 3 (Moderate),2,0,0.4264917505912279
0,57IRaiAB4hBZu3gnNVZC0v,No Smoke,10355,69,278c24ae4JsSRpOEzlaghQ,591,2017-08-04,southern hip hop,57sYMLFXGD4ZqizzcMD7lz,4,20,0.658,0.736,9,-6.097,0.308,0.113,0.0,0.0978,0.804,143.966,2.67,smoke,0.0,0.0,Zone 5 (Maximum),4,7,0.7035997816177211
0,6WE7jSshLCuVKoCmobVKVf,Heartbreaker - 1990 Remaster,5349,63,70lQYZtypdCALtFVlQAcvx,9150,1969-10-22,southern rock,0QUlq0LMDVXSBtbyYLTyZh,5,2,0.403,0.709,9,-9.366,0.0885,0.0746,0.494,0.132,0.654,97.161,4.24,heartbreaker remaster,0.0,0.0,Zone 2 (Light),1,0,0.44743688044860647
0,1VJwtWR6z7SpZRwipI12be,Candy,2577,85,54tInqO543zy0Y5F2VsUQI,1037,2018-03-30,hits hits top global tracks,4JkkvMpVl4lSioqQjeAL0q,1,12,0.689,0.516,8,-5.857,0.0444,0.513,0.0,0.163,0.209,124.876,3.18,candy,0.25,0.0,Zone 3 (Moderate),2,14,0.4124008493947777
0,4IYKjN1DrYzxKXt0umJqsG,I Got 5 On It,5720,73,5pMShIZc6oWiEtcQvXsKfb,12010,1995-01-01,gta san andreas radio los santos,6m0BqpJfSP2m5xCOFjDRHw,4,6,0.6,0.706,10,-7.899,0.361,0.209,0.0,0.125,0.58,173.926,4.23,got,0.0,0.0,Zone 5 (Maximum),4,7,0.47256427215185676
0,1f2KFoYjUw5CxWxzFKqjEh,Higher Place (feat. Ne-Yo) - Afrojack Remix,2520,0,5PPj6MvhUhvubF4yftccf4,7200,2015-12-28,electrónica progressive house electro house más,0o5gKmuET7F3lQnpFxvPO8,0,18,0.567,0.598,0,-9.925,0.0503,0.319,0.00114,0.0888,0.601,127.988,3.26,higher place feat afrojack remix,0.0,0.25,Zone 4 (Hard),3,14,0.595139727208476
0,0YJrARfGtHicUWxVgr4CKF,Thraa,2578,42,3w5cCZFeZYS90jFCQupxh6,17131,2019-11-15,viral southern hip hop,0DdGqNa18DwYyfIR05OrW1,4,20,0.889,0.55,8,-8.147,0.104,0.319,2.77e-05,0.104,0.527,140.008,3.25,thraa,0.0,0.0,Zone 4 (Hard),3,14,0.4359162084749881
0,7guegNxwAH0uZsQx7i69Iw,Jah No Partial - Yellow Claw & Yung Felix Remix,5934,38,1nrVGGwTzWdr6HSPuMnUVr,964,2013-11-17,epic bass drops,49EXQVXh5k1t8SOhmUeyU7,0,1,0.562,0.723,6,-8.922,0.0335,0.00145,0.45,0.271,0.484,145.031,3.17,jah partial yellow claw yung felix remix,-0.025,0.025,Zone 5 (Maximum),4,10,0.38166772466699245
0,0hAxyVU6Nro3equjEQdFq2,Encima De Mi,7725,63,37rUi63O4koMFvrSC1EMam,17453,2019-05-31,trap land,37i9dQZF1DXde9tuMHuIsj,4,21,0.748,0.619,9,-5.235,0.0601,0.493,0.0,0.499,0.402,130.055,3.74,encima de mi,0.0,0.0,Zone 4 (Hard),3,14,0.5160676637897479
0,1fOkmYW3ZFkkjIdOZSf596,Pink Matter,3299,65,392p3shh2jkxUxY2VHvlH8,19385,2012-01-01,,3q3M4VCymcMoxJ3Tl7mRqN,3,13,0.392,0.233,11,-11.012,0.0587,0.951,0.000322,0.106,0.494,176.569,4.48,pink matter,0.0,-0.1,Zone 5 (Maximum),4,14,0.22731159982000276
0,4tNXntkAzQ5A2dfYRYGIIQ,Easier,68,81,0puSqXoH0dMgimvyi5slCt,4838,2019-05-23,hip pop,3tmx4p5RGlOV1AapXOt1Ze,3,9,0.505,0.428,5,-5.604,0.221,0.489,0.0,0.0977,0.618,175.813,2.62,easier,0.0,0.0,Zone 5 (Maximum),4,7,0.4037938003321451
0,7jvrBivTkVKjaoH25guz6n,Nah Nah,1577,50,1rozBMRbFhgixbo8jhslP1,11095,2019-09-20,festival music warm music edm big room progressive house,73uj4YmsC7SJ6SbUMTvf07,0,18,0.683,0.976,1,-2.356,0.112,0.00954,0.864,0.136,0.35,149.947,2.83,nah nah,0.3,0.0,Zone 5 (Maximum),4,10,0.2517627691015037
0,7qT7NUDywO7vNJNTNxqWiN,Wrist,5566,57,0WMr3ulx5Mzi1B3C8LsHVA,2274,2016-07-01,logic,37i9dQZF1DWTIuAboZgTMf,4,8,0.854,0.685,9,-5.319,0.242,0.00865,4.72e-06,0.0727,0.526,139.988,3.43,wrist,0.0,0.0,Zone 4 (Hard),3,7,0.578679094593825
0,2s53BFN2aKtiBA93tRQtGj,Rusty Cage,8690,3,6xcVSvwLab2mjHMth1Aomp,1656,1991-01-01,hard rock workout,6kXNv8J3HCYztxjOIUzApv,5,7,0.302,0.819,11,-11.364,0.0824,1.84e-05,0.000416,0.0568,0.309,102.048,4.43,rusty cage,-0.2916666666666667,0.0,Zone 2 (Light),1,0,0.4916904684805404
0,5LIx8Ml1BggykfpwwkOgbC,Crackin - Martin Garrix Edit,917,0,2dmDeBxm9oZ0UY9zU3aksx,3633,2014-03-28,fitness workout electro house dance progressive house,6KnQDwp0syvhfHOR4lWP7x,0,18,0.489,0.885,5,-4.892,0.111,0.000101,0.751,0.375,0.165,128.01,4.38,crackin martin garrix edit,0.0,0.0,Zone 4 (Hard),3,10,0.2657711858062415
0,6sUTGZ7OuabFggXBP62tJK,Milly Rock,50,47,6eMXkYaHjqUwj4jzw3b8aw,10573,2015-08-17,rap gangsta,1Z1gW89x4MSBjkvVjGg7DQ,4,6,0.45,0.449,2,-12.037,0.156,0.00791,0.0,0.173,0.139,135.45,3.68,milly rock,0.0,0.0,Zone 4 (Hard),3,14,0.47953861906741263
0,1NNnmmBEaId0uoWfvtNd8F,I Can't Carry This Anymore,575,68,22vuxJFesKEkn6vX8TX5nW,7593,2019-01-11,indie poptimism,16RNbqnNCCLlBJti7JU5nc,2,10,0.451,0.0873,3,-16.815,0.063,0.907,2.46e-06,0.354,0.456,166.598,3.33,ca carry anymore,0.0,0.0,Zone 5 (Maximum),4,14,0.199637874667499
0,7a014uMHF3nlqzXCxV551C,Soulshine,9158,58,3OhZTb3unARrvpYc0STkFM,18709,1994-05-03,southern rock,0QUlq0LMDVXSBtbyYLTyZh,5,2,0.476,0.556,10,-6.501,0.0274,0.125,0.0117,0.0898,0.559,135.624,6.73,soulshine,0.0,0.0,Zone 4 (Hard),3,0,0.3174572139671505
0,7xOL48SkeqW5qC9F9uyenT,Черная Волга,4887,41,6x1ndTXmTnOSlYzP9CB42k,17003,2016-07-12,russian gangster rap,0u0qLLE8MZc679RZWCk1TT,4,6,0.682,0.562,0,-9.105,0.327,0.167,0.0,0.613,0.534,151.787,4.78,черная волга,0.0,0.0,Zone 5 (Maximum),4,7,0.6483017872106259
0,4wpBgGZWcMPQA1iusHwl2t,Back On My Feet Again,9172,0,2SuzZhxPYybVg8hIqmEBnf,17851,1980-01-01,classic rock greatest hits,6TeyryiZ2UEf3CbLXyztFA,5,2,0.521,0.678,9,-6.811,0.0354,0.0811,0.0,0.118,0.504,121.848,3.31,back feet,0.5833333333333334,0.0,Zone 3 (Moderate),2,0,0.44514093316181413
0,02q7qbOYbE89NMFEtOklcc,Unity,2520,66,5mnKVK3cksHH5Lzm1OZpiN,17859,2018-07-20,,5GiPRvTccToqwOzkoAcDrY,0,4,0.65,0.912,10,-4.588,0.0406,0.0241,0.8,0.293,0.191,129.999,3.91,unity,0.0,0.0,Zone 4 (Hard),3,10,0.2954025512177568
0,1EXrFPfVNVsyb32yapebbM,Our House,5897,65,6CZkNYiE9HGqRlGFprzR4i,16735,1982-10-08,permanent wave chdb,2foj4ZYVHRGqSd1aMqNPBj,5,15,0.589,0.715,0,-6.073,0.0401,0.0884,0.00105,0.0559,0.806,120.999,3.39,house,0.0,0.0,Zone 3 (Moderate),2,0,0.5837268783096115
0,5r7WvQtyPfy1xch5zMgGRp,Behind Barz - Bonus,2641,77,334X6XoNKUzpAQbm5FPsMh,17373,2019-09-13,new hip,5WNUX6jisX0NRlVDTm6RDd,3,23,0.854,0.554,8,-4.684,0.172,0.769,1.84e-06,0.0749,0.272,142.069,2.72,behind barz bonus,0.1363636363636363,-0.4,Zone 5 (Maximum),4,14,0.4123385006245606
0,4qbiCq2xkNPyojuZFeNeqx,Jailbreak,9530,60,6Cf545T4jkaiyvMnTRPOB2,8371,1976-01-01,classic rock drive,37i9dQZF1DXdOEFt9ZX0dh,5,2,0.616,0.761,3,-9.199,0.126,0.196,0.0025,0.374,0.708,145.074,4.01,jailbreak,0.1666666666666666,0.0,Zone 5 (Maximum),4,0,0.3671746721898467
1,669cOBjpY4Y5O98Nmk6139,Surrender,1698,48,37P9MBdJRekfOIbPSX9alR,16346,2004-03-02,classic rock,5BygwTQ3OrbiwVsQhXFHMz,5,2,0.524,0.953,0,-7.097,0.0416,0.00757,5.02e-06,0.771,0.869,133.828,4.23,surrender,0.1666666666666666,0.0,Zone 4 (Hard),3,16,0.431111352143061
1,1Uqhs2YD4ghyiI73wDX5eb,Lemonade,9382,26,13fkTz2QSHSCG0s3FJudRE,1758,2019-07-02,classic rock rock classics rock rock rock rock classicos,3Ho3iO0iJykgEQNbjB2sic,5,2,0.7,0.611,2,-8.396,0.0317,0.0241,0.0,0.505,0.727,113.927,4.36,lemonade,0.1666666666666666,0.0,Zone 2 (Light),1,16,0.3654685722902804
1,3OcSljx3a7Ha50Zjyt5Cwv,Un Caballo Llamado Muerte - Live,6363,0,5fstCqs5NpIlF42VhPNv23,13671,2005-01-01,rock rios,2gpKfzXEi8QWvgBNPDPk5R,5,0,0.411,0.928,2,-9.91,0.0502,0.0097,0.000506,0.951,0.357,135.163,3.99,un caballo llamado muerte live,0.0,0.1363636363636363,Zone 4 (Hard),3,16,0.34017781123587854
1,74F3s25Zo99d3Ze4qztSPu,Mr. Intentional - Live,6572,40,5sHByOqrDlhVXmMamZN49L,9989,2002-05-07,neo soul,2YPP7fiYu5pIcp2yyHvw4A,3,13,0.517,0.574,7,-7.614,0.285,0.672,0.0,0.697,0.727,170.117,6.98,intentional live,0.0,0.1363636363636363,Zone 5 (Maximum),4,16,0.29515872562385964
1,0t8IykpcRcBmJj5Qvgfj7w,Supernova (Interstellar) - Radio Edit,8793,44,2TsbVSnijetugD1VZfzcTq,15504,2016-09-30,alex workout,7fRlDx99wBg6i45OCvxwKY,0,18,0.607,0.959,1,-3.658,0.0695,0.000969,0.000274,0.735,0.413,130.026,3.14,supernova interstellar radio edit,0.0,0.0,Zone 4 (Hard),3,16,0.388125374352688
1,7lqwJUdXahWpA2lTb9FUNM,Barrows Ballad,2528,37,4zaneuMnBkhrFOs0DCWCYH,18049,2018-12-04,trap mojito,37i9dQZF1DX1OIMC8iDi74,4,21,0.632,0.956,1,-1.512,0.293,0.00242,0.469,0.634,0.189,128.063,4.2,barrows ballad,0.0,0.0,Zone 4 (Hard),3,16,0.4016448563358963
1,7q80FRFj4EZITbHS51m1OG,Daylight,10389,0,6JTOgjtXLnOxnsuXFV5KyA,4012,2016-05-23,electrónica progressive house electro house más,0o5gKmuET7F3lQnpFxvPO8,0,18,0.623,0.838,1,-5.177,0.0445,0.0543,0.0103,0.679,0.11,127.984,3.79,daylight,0.0,0.0,Zone 4 (Hard),3,16,0.49259039486398515
1,0N8gSEgG35cBTf4OV5L7MQ,Reloaded,6666,11,72AqPnoAvc5QlhBy0Ez6y2,6904,2019-08-23,sick big room house drops ezumi,4R4c3WdN1Any2Q1NSuec3r,0,1,0.65,0.918,1,-5.341,0.113,0.0084,0.207,0.734,0.0979,127.973,2.89,reloaded,-0.3571428571428571,0.0,Zone 4 (Hard),3,16,0.3748729122000255
1,02Y5MRZD7AsElSRxsQtQzw,Jet Airliner - Remastered 2017,8801,33,0BrWPR65e6OpUPdsMOqTSP,17744,2017-09-15,classic rock playlist,7CESj1xKbxdArRzloygvkl,5,2,0.511,0.857,0,-7.54,0.0402,0.0818,0.0,0.473,0.722,121.516,3.6,jet airliner remastered,0.1666666666666666,0.0,Zone 3 (Moderate),2,16,0.4350904380166382
1,0viHtyuhVNnkIACRjh08N4,Recognize (feat. Ashe),10160,37,0fIKb86I3uCzSq3m0w0ZNT,13329,2016-09-01,indie poptimism,2QiMewRbSavfZ9MSAYz2h6,2,10,0.628,0.681,9,-4.875,0.0545,0.00305,6.52e-06,0.675,0.35,104.997,3.3,recognize feat ashe,0.0,0.0,Zone 2 (Light),1,16,0.4960392040490005
1,2ezQ7Qe2itIl6HvCbyqZXX,Never Let You Go (feat. John Newman) - Jack Wins Remix,5170,43,7LbyVLGeEWZYOUKCecv3gI,8680,2018-02-14,new house,54XvQQsViMBwjO1ws2o2wx,0,4,0.667,0.841,10,-6.98,0.104,0.0075,1.45e-05,0.7,0.441,124.968,3.49,never let go feat john newman jack wins remix,0.1363636363636363,0.3,Zone 3 (Moderate),2,16,0.6511784353528511
1,5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,9821,84,5zi7WsKlIiUXv09tbGLKsE,7857,2019-05-17,ultimate indie presents best tracks,37i9dQZF1DWTc5QDlvD7t0,3,9,0.554,0.498,9,-8.866,0.0685,0.23,5.98e-06,0.795,0.413,79.635,3.17,earfquake,0.3333333333333333,0.0,Zone 1 (Very Light),0,16,0.24955773820592803
1,2HkL6IDXIzUBB3LZuGk0xE,Running Away,3375,23,1VDF4NTUTkkoJGiA4GwlNo,13812,2015-10-01,chillout remixes,4NlAd9NpIa92IjErMyAriM,2,10,0.523,0.817,10,-6.759,0.0487,0.0479,0.000775,0.451,0.417,100.024,4.28,running away,0.0,0.0,Zone 2 (Light),1,16,0.5437366808944694
1,7KPMoaXQRanQdxnITnAHaq,Renegades - Stash Konig Remix,10205,49,2sWmuESBkLPwwQzYRVekNX,13439,2015-08-28,deniceemoberg edm pop remixes,2fbrY1tuoW8Uji14H7623k,0,16,0.663,0.696,7,-5.94,0.11,0.000523,1.18e-06,0.661,0.789,127.985,4.14,renegades stash konig remix,0.0,0.0,Zone 4 (Hard),3,16,0.6853334735049282
1,56lQ266C4xeezqDDQGemuu,All Night Long - Zakkov Remix,4386,23,71BxnWYPkWzuNP4AaofY8V,916,2019-12-23,waves pop edm,64k01l4j6QtnZ8jMaI84AA,0,16,0.538,0.664,7,-10.278,0.0427,0.00327,0.32,0.58,0.0759,128.041,5.03,night long zakkov remix,0.0,-0.05,Zone 4 (Hard),3,16,0.5852374672729921
1,4sHR2dZb1GkdgLHS2zTxrm,Run Wild,9560,54,4BrKIRxZaYEh0ZZutEPPpY,13797,2018-08-08,electropop,2Z5cPJ6Z4EVZAfF08amjvL,2,5,0.582,0.962,11,-2.956,0.132,0.011,0.0,0.628,0.576,76.014,2.66,run wild,0.0,0.1,Zone 1 (Very Light),0,16,0.32218077892802915
1,3MOECVkNshqHYTPt5DZcdN,Five More Hours - Deorro x Chris Brown,2441,68,1J6b7W1nSHH7BObK8zIoEY,6490,2017-03-31,pop inglés música en inglés,4QAzO1Z92yqqD6Mf3mOANu,2,3,0.699,0.883,5,-3.226,0.219,0.0288,0.0,0.817,0.499,127.961,3.53,five hours deorro x chris brown,0.0,0.5,Zone 4 (Hard),3,16,0.47488847492510056
1,2bfGNzdiRa1jXZRdfssSzR,Dirty Harry,3626,65,0bUTHlWbkSQysoM3VsWldT,4167,2005-05-23,l album rock,0jilq2XZP9F2fwzp2k6iXK,5,0,0.625,0.877,10,-7.176,0.162,0.0315,0.0811,0.672,0.865,192.296,3.84,dirty harry,0.0,-0.6,Zone 5 (Maximum),4,16,0.2950482057368538
1,3pxIHepHwqAiSq0hLGjKSC,Heaven - Radio Edit,8789,37,14k3JKagBoGg7GJcGBQytq,7023,2019-05-24,trance party future trance,2yofeyPwe0ZNmJHTrGz2Qt,0,1,0.622,0.921,8,-4.738,0.133,0.00524,8.99e-06,0.66,0.682,152.015,2.64,heaven radio edit,0.0,0.0,Zone 5 (Maximum),4,16,0.36969834782968714
1,3fmBFzP5khfnH8cyU6BAgl,The Court of the Crimson King,8796,40,4DCYRUgRJq3MXvtYcJivkO,16860,2014-05-26,progressive rock metal rock progresivo,7GhTpb4eOp6403Bmgqz3db,5,0,0.267,0.387,4,-10.316,0.0372,0.0439,0.00697,0.742,0.0782,135.26,7.66,court crimson king,0.0,0.0,Zone 4 (Hard),3,16,0.21859828662757236
1,16Cs9KsHzgunxaEfGrXysG,Play Hard (feat. Ne-Yo & Akon) - New Edit,2333,66,2RjYiccB99aFRJ8C0QxDf7,12651,2013-03-15,electropop pop,5TiiHps0hNCyQ6ijVkNZQs,2,5,0.723,0.87,8,-3.013,0.0435,0.035,0.0,0.656,0.678,129.952,3.48,play hard feat akon new edit,0.0,-0.0776515151515151,Zone 4 (Hard),3,16,0.5529699153794332
1,6iNLRaWoB35tb4l7SKLqB5,Akwa Kayi Ji Bia Nuwa,9319,0,1Jmb92xUTgRmGQPJBVrArI,14972,2010-07-12,afro psychedelica,37i9dQZF1DWVyizF9BJ61m,5,2,0.518,0.915,3,-7.634,0.0431,0.0626,9.68e-05,0.487,0.912,112.238,5.49,akwa kayi ji bia nuwa,0.0,0.0,Zone 2 (Light),1,16,0.557760451092103
