song,title,release,artist_name,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,song_encoded,title_encoded,release_encoded,artist_name_encoded,year_encoded,key_encoded,mode_encoded,play_count
SOACDMD12A67AD8332,Player's Anthem feat. Notorious B.I.G._ Lil  Cease and Lil  Kim,The Best Of,Junior M.A.F.I.A.,0.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,10,4369,4223,1681,0,5,1,2
SOACFVL12A6D4FD8FD,Theme From Mahogany (Do You Know Where You're Going To),Motown Gold - The 1970s,Diana Ross,1990.0,0.2799018851328186,0.3506568716131693,0.0,0.7099496304049191,0.0,0.0286846338599089,0.44018854416655,0.0020263424518743,0.0916671885258238,0.2897669706180344,4.947638694697244,11,5930,2860,894,37,0,0,5
SOACITF12A81C21E34,Lagan,Volume 3: Further In Time,Afro Celt Sound System,2001.0,0.3300229129413058,0.6647477060382473,9.0,0.7875754998800724,1.0,0.061471322088101,0.1484200051182732,0.1043566362715298,0.245296355955343,0.8074974670719353,4.4068533846089,12,3119,5061,62,48,10,2,3
SOACMJT12AB017E0A4,LA,Brass Knuckles,Nelly / Snoop Dogg / Nate Dogg,2008.0,0.4898062565419153,0.5743636445699783,1.0,0.8395586664050063,1.0,0.2303177550622101,0.033144598592302,0.0,0.1527210870176639,0.5511651469098279,4.434559785122148,13,3086,708,2317,55,1,2,1
SOACNJH12A58A78B39,Teasing to Please [Left Side_ Strong Side] (Album Version),The Same Old Blood Rush With A New Touch,Cute Is What We Aim For,2006.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,14,5549,4573,748,53,5,1,1
SOACVIY12AB018CA6F,Earth,Tales from the Album Magik - Story of the Fall,Hammock Brothers,1998.0,0.4922542381805553,0.6760010217249748,11.0,0.7833453260940668,0.0,0.0425804475351183,0.0001749846892862,0.0288753799392097,0.2829207553500704,0.6859169199594732,4.947887169242305,15,1530,4124,1349,45,12,0,1
SOACVXG12A8C132DAD,Kilometer,Sexuality,Sebastien Tellier,2008.0,0.6339278208999741,0.5140205146625099,2.0,0.7809031639083317,0.0,0.050312813873589,0.0252778071842685,0.0212765957446808,0.049742091894814,0.8723404255319149,4.663552295251746,16,3041,3731,2813,55,2,0,1
SOACXET12AB01852E3,Combat Rock,One Beat,Sleater-kinney,2002.0,0.3784364357202451,0.6307397204313283,4.0,0.8503739560846906,1.0,0.0283930745012178,0.0089993837968006,8.156028368794328e-05,0.1688985364618139,0.7537993920972644,4.606938621384052,17,1073,3128,2912,49,4,2,2
SOACZNJ12A6D4FB1B1,Bellissima (Original 12''),Bellissima,DJ Quicksilver,1997.0,0.5822156198526637,0.6901426715396466,8.0,0.752578443557707,1.0,0.0381624610943489,0.0015288307424907,0.8774062816616008,0.0726926853934406,0.5582573454913882,4.919944428811752,18,549,561,769,44,9,2,1
SOADJQJ12A8C141D38,Halo,Halo,Beyoncé,2008.0,0.4107842695857643,0.5423242908253617,11.0,0.8135234731035084,0.0,0.0609069349035213,0.2405904649179304,0.0,0.0547722358469794,0.4782168186423505,4.394239256102066,19,2220,1874,329,55,12,0,39
SOADKGL12A8C133CD8,Hitch A Ride,Boston,Boston,1976.0,0.3242550526826211,0.5955343516929449,3.0,0.7846972373040273,1.0,0.039701366851552,0.0010993954433009,0.0041134751773049,0.0962188577405429,0.5764944275582573,4.766046767570545,20,2413,697,450,23,3,2,1
SOADKLQ12A67AD80BC,You Weren't There,You Weren't There,Lene Marlin,2003.0,0.4160752872201799,0.5630384952129249,8.0,0.824578617997863,0.0,0.0271286673882526,0.0068167133269223,0.0047213779128672,0.1097508639591192,0.3282674772036474,4.785790296142289,21,6821,5317,1868,50,9,0,13
SOADMBB12AB017C0F1,Union House Branch,Lonely Runs Both Ways,Alison Krauss / Union Station,2004.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,22,6261,2589,117,51,5,1,3
SOADMKP12A8C13BAA4,Champagne's For Celebrating (I'll Have A Martini) (Album),A Lesson In Romantics,Mayday Parade,2007.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,23,939,149,2126,54,5,1,12
SOADQPP12A67020C82,You And Me Jesus,Tribute To Jake Hess,Jake Hess,2004.0,0.5452270504833231,0.1680535849962497,2.0,0.5031944353590196,1.0,0.0419094030772096,0.597736995755287,0.0,0.1034587083682299,0.5167173252279635,4.762396132332277,24,6767,4885,1503,51,2,2,5
SOADVUP12AB0185246,Until The Morning,The Richest Man In Babylon,Thievery Corporation,2002.0,0.4700036292457355,0.3590720685384538,4.0,0.7314057696081637,0.0,0.0486949215387585,0.174793290373163,0.0468085106382978,0.1079571415050922,0.2786220871327254,4.290116916740178,25,6269,4564,3436,49,4,0,3
SOAECDC12A6701DD77,She Needs My Love,Halfway Tree,Damian Marley / Sabor / Yami Bolo,2001.0,0.5760514086836981,0.5810976767513224,5.0,0.8352194675214234,0.0,0.069619341880057,0.0242046886968173,0.0,0.0615653556581548,0.8703140830800405,4.533878245093851,26,4946,1871,785,48,6,0,1
SOAECLL12A58A7E668,Deireadh An Tuath,The Celts,Enya,1987.0,0.1345308929576061,0.151862349309246,2.0,0.4521488846732517,1.0,0.0368139731227163,0.6259384308664953,0.0683890577507598,0.100749903100143,0.0381965552178318,4.060580932069292,27,1290,4297,1053,34,2,2,1
SOAEEMP12AB0182670,Baby Come Back Now,Born Again,Mica Paris,2009.0,0.5140205146625099,0.5370779949100564,5.0,0.8445956259130851,1.0,0.0313048498284124,0.0432510419943149,0.0,0.0712968818820337,0.5602836879432624,5.129602813160299,28,416,691,2159,56,6,2,1
SOAEGFL12AF729E371,Silver Inches,A Day Without Rain,Enya,2000.0,0.4427608928518613,0.2492010856334993,9.0,0.6315823902662392,1.0,0.0417175933518685,0.6673164205254237,0.9675785207700102,0.0892921074787618,0.53596757852077,5.149718745478884,29,5028,133,1053,47,10,2,1
SOAEHEX12A8C13EFA4,Dead And Gone [feat. Justin Timberlake] (Explicit Album Version),Paper Trail,T.I.,2008.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,30,1259,3220,3068,55,5,1,2
SOAEHSL12A8C135685,Radioactive (Four Assassins),Wu-Tang Iron Flag,Wu-Tang Clan,2001.0,0.5573274574174104,0.6081338062329886,9.0,0.8431346896055472,0.0,0.1731126177086447,0.0310140535291694,5.217831813576495e-05,0.245296355955343,0.6008105369807497,4.592520515192745,31,4526,5283,3652,48,10,0,2
SOAEHVN12A6D4F698C,Functional,Liquid Sunshine,Keziah Jones,1999.0,0.4928652983889978,0.3866220203066844,7.0,0.6443383266828023,1.0,0.0420052941450301,0.6606239888543853,0.8186423505572443,0.128393214768399,0.9138804457953394,4.740513685754272,32,1975,2516,1763,46,8,2,5
SOAEIDM12A6D4F8463,Victim Of The Crime,Everything Is Everything,Phoenix,0.0,0.6221880916194514,0.4668737362368079,7.0,0.8204356642899194,1.0,0.0327575642381721,0.001359076037631,0.232016210739615,0.1034587083682299,0.7740628166160082,4.591963358500809,33,6329,1470,2520,0,8,2,6
SOAEJVN12A8C14346F,Words,Save Me_ San Francisco,Train,2009.0,0.3639484279052307,0.532978428407124,10.0,0.8836920259043631,1.0,0.0333380596105103,0.0355601753985508,0.0,0.1570037488096647,0.5572441742654509,5.056704298950166,34,6695,3660,3511,56,11,2,1
SOAEKIE12A6701FEAD,Parasito,Apocalypshit,Molotov,1999.0,0.5816568045265821,0.6291418505840329,1.0,0.8446392359521161,0.0,0.1186715297174986,0.0089993837968006,0.0,0.1301506844650451,0.5157041540020264,4.605400159542146,35,4275,383,2226,46,1,0,1
SOAENAP12A81C23420,The Vulture,Walking With Thee,Clinic,2002.0,0.3736303845881458,0.5971867894140341,1.0,0.8041473147118466,0.0,0.0444952398865512,0.0009665327566919,0.0,0.2799018851328186,0.5653495440729485,4.76260119393692,36,5895,5089,669,49,1,0,5
SOAEOVA12AC3DF6CD5,Rotate To Vibrate,Remixed + Unreleased,Filteria,2006.0,0.3987761199573678,0.6754922453212245,9.0,0.784282941933233,0.0,0.0393168623769503,5.26986114037858e-05,0.7051671732522796,0.2919230667090354,0.651469098277609,4.976430248094968,37,4729,3526,1138,53,10,0,4
SOAEQYJ12AB01871AD,Heartbeats,That's Not What I Heard,The Gossip,2001.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,38,2301,4182,3246,48,5,1,1
SOAESGK12A8C138488,Chattahoochee,The Greatest Hits Collection,Alan Jackson,1992.0,0.4737466155245699,0.5341514490694873,0.0,0.7316020147838032,1.0,0.0371994409891062,0.3089542077273206,0.0,0.1484200051182732,0.8297872340425532,5.167827059417743,39,958,4425,83,39,0,2,3
SOAETMP12A8C140E7F,Go Places,Challengers,The New Pornographers,2007.0,0.4718768736274158,0.3873011374804932,0.0,0.7673840518087263,1.0,0.0325639908732626,0.5938791789012764,0.0004731509625126,0.2437301849225981,0.342451874366768,4.768759042909333,40,2096,841,3314,54,0,2,6
SOAEXCD12A8C139D2F,El Tango De La Muerte,La Historia Completa De Carlos Gardel - Volumen 43,Carlos Gardel,0.0,0.3736303845881458,0.2874320411965716,9.0,0.70467281568217,1.0,0.1889660995126232,0.6911451778892722,0.8733535967578521,0.2239432314847741,0.403242147922999,4.342284785752941,41,1572,2395,563,0,10,2,1
SOAEYBP12AB0184573,Highway 20 Ride (Album),The Foundation,Zac Brown Band,2007.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,42,2400,4401,3696,54,5,1,2
SOAEYPR12AF72A08BD,Impossible,Glory,Manafest,2006.0,0.3736303845881458,0.6408007001877362,1.0,0.8740542072785155,1.0,0.102556588325092,0.0087317669234464,0.0,0.1275133202989596,0.5319148936170214,5.082000460576104,43,2762,1777,2053,53,1,2,1
SOAFBKA12A58A7ACCF,Voodoo,Godsmack,Godsmack,1997.0,0.5754891370917129,0.4780957991430718,10.0,0.7265432502562089,0.0,0.047646653467353,0.1570037488096647,2.5937183383991898e-06,0.0971267107307227,0.8642350557244175,4.795831867057047,44,6358,1786,1294,44,11,0,6
SOAFEUC12A8C13F98B,Disarray,Who We Are,Lifehouse,2007.0,0.4167347003663952,0.6626879730752367,6.0,0.8769760798935915,1.0,0.0411419433311751,0.0001539881432172,0.0,0.1177830356563834,0.6484295845997974,4.948703151179878,45,1365,5221,1893,54,7,2,5
SOAFGQA12A6701F9EC,Song Of The Black Swan,Hang On Little Tomato,Pink Martini,2004.0,0.2126890934103508,0.108854404912082,4.0,0.5534550053422297,0.0,0.0422929121902514,0.6906440503418267,0.9341438703140832,0.0791807978744412,0.0665653495440729,4.4934785599680245,46,5204,1880,2528,51,4,0,1
SOAFHIF12AB0184446,The Queen of Nothing,Xs On Your Eyes,+ / - {Plus/Minus},0.0,0.4743690867553755,0.4363175715909291,0.0,0.7373149298968622,1.0,0.0306261935417608,0.0021576705537994,0.1094224924012158,0.17898265552844,0.160081053698075,4.874525341746988,47,5827,5287,0,0,0,2,1
SOAFNSV12A8159E996,Fascination,Drive Time Anthems,Alphabeat,0.0,0.4021262068426497,0.6302073807860712,6.0,0.8711323346634394,0.0,0.035463664275569,0.0002699635565596,9.138804457953394e-05,0.0676586484738148,0.8358662613981763,5.272727726749031,48,1774,1302,129,0,7,0,1
SOAFPPR12A8AE46454,Something,Across The Universe,Jim Sturgess,2007.0,0.3407487933884732,0.2263384422107289,6.0,0.712108327336953,1.0,0.0353671438372913,0.2342812957246657,2.5430597771023302e-05,0.1177830356563834,0.2147922998986829,4.920499039759101,49,5182,211,1588,54,7,2,6
SOAFPTV12AB018030B,Headed For Destruction,20th Century Masters: The Millennium Collection:  Best Of Jackyl,Jackyl,1994.0,0.4780957991430718,0.6113946786876863,9.0,0.788752970933909,1.0,0.0447821427718931,0.0407579924721677,0.0092603850050658,0.0736221398706136,0.2998986828774063,4.711429297787445,50,2282,60,1490,41,10,2,1
SOAFQGA12A8C1367FA,I'm Still Breathing,One Of The Boys (iTunes Exclusive),Katy Perry,2008.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,51,2701,3143,1737,55,5,1,1
SOAFQQP12A58A7B709,Everyone Like Me,X2005,Thousand Foot Krutch,2004.0,0.39068982252601,0.6533663105481008,2.0,0.8890778657246897,1.0,0.1034587083682299,0.0026365213211297,0.0,0.1097508639591192,0.7700101317122594,5.09305670886306,52,1682,5286,3442,51,2,2,1
SOAFTRR12AF72A8D4D,Harder Better Faster Stronger,Discovery,Daft Punk,2007.0,0.5971867894140341,0.5399960010657705,6.0,0.7483264647521859,0.0,0.1345308929576061,0.0418135028134103,0.0026646403242147,0.3060130291365043,0.7011144883485309,4.8240968587542605,53,2248,1224,778,54,7,0,10
SOAGFSC12AB01818F4,Two For The Price Of One,The Albums,Abba,1981.0,0.5247285289349821,0.2806574575148164,2.0,0.581583480517215,1.0,0.0352706140819192,0.3900130035492427,0.2107396149949341,0.2799018851328186,0.7487335359675785,4.731229985648824,54,6202,4193,43,28,2,2,1
SOAGGLN12AB018AC9B,Empire Ants (Feat. Little Dragon),Plastic Beach,Gorillaz,2010.0,0.4706284340145776,0.5721088521828892,0.0,0.8521401626654456,0.0,0.0305292050348228,0.1663615372152252,0.055015197568389,0.0887432098343885,0.2978723404255319,4.6096103140141125,55,1597,3305,1306,57,0,0,7
SOAGIAY12AB0183D8F,Run Me Down,The Big Come Up,The Black Keys,2002.0,0.5399960010657705,0.4836599556932212,9.0,0.8557379908855018,1.0,0.0868196919525601,0.4337285733810238,0.0100810536980749,0.1070590722934077,0.7254305977710234,4.8060681283549815,56,4750,4269,3157,49,10,2,1
SOAGKBO12AB0186943,I'll Be There For You,Choice Picks,The Rembrandts,1995.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,57,2661,872,3351,42,5,1,2
SOAGNRU12A58A7AC5C,It's Been Awhile (Clean Edit),The Singles,Staind,0.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,58,2882,4593,2977,0,5,1,10
SOAGUKQ12A6701DC50,Long Distance,Bottled At Source - The Best Of The Source Years,Turin Brakes,2002.0,0.2350721221794835,0.3859424416193004,9.0,0.8218093805193956,1.0,0.0321767316952212,0.0218593343528935,0.0012360688956433,0.1345308929576061,0.1945288753799392,4.9778710265022825,59,3330,699,3536,49,10,2,1
SOAGVMD12A6D4F7E2A,Un Giorno Per Noi (Album Version),Awake,Josh Groban,2006.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,60,6226,452,1652,53,5,1,5
SOAGYEY12A58A77D1D,Blue Hotel,Everybody Knows EP,Ryan Adams,0.0,0.4440445900756395,0.3804891220379873,4.0,0.7789189071324218,1.0,0.0281014301108748,0.353469812989784,0.0002816616008105,0.084800601692465,0.2502532928064843,4.798415197356438,61,677,1461,2752,0,4,2,1
SOAGYUC12A6701F399,Scheherazade (Album Version),One More Story,Peter Cetera,1988.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,62,4845,3140,2505,35,5,1,1
SOAHCTW12A8C133D4F,Massig Bewegte Halbe (Kammermusik No 3 Op 36 No 1_,Hindemith: Kammermusik Vol.2,Claudio Abbado,0.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,63,3556,1969,665,0,5,1,5
SOAHLGV12AF72A6DFC,Adam's Song,Enema Of The State,Blink-182,1999.0,0.418710334858185,0.5738004229273791,0.0,0.8158130001526351,1.0,0.034208171329737,0.0334347760862373,0.0,0.3104215594212703,0.3870314083080041,4.920185284507511,64,128,1413,404,46,0,2,10
SOAHLGV12AF72A6DFC,Adam's Song,Greatest Hits,Blink-182,1999.0,0.418710334858185,0.5738004229273791,0.0,0.8158130001526351,1.0,0.034208171329737,0.0334347760862373,0.0,0.3104215594212703,0.3870314083080041,4.920185284507511,64,128,1839,404,46,0,2,10
SOAHOZS12A58A7C26D,Postmortem,Reign In Blood,Slayer,1986.0,0.288181947493432,0.6901426715396466,3.0,0.8529469483875187,0.0,0.0552454742259785,0.000192981377896,0.0558257345491388,0.0931259779894837,0.2077001013171226,4.93903903673919,65,4418,3511,2911,33,3,0,1
SOAHSEQ12AB017ED27,Aire En Movimiento,Aeroblus,Aeroblus,1977.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,66,171,225,56,24,5,1,10
SOAHUHV12A8C136FC4,Side Kick,Punk-O-Rama 2,Rancid,0.0,0.3646431135879092,0.6486726904581158,0.0,0.7691284533699657,1.0,0.1257512053055603,0.016463726030665,0.0,0.1731126177086447,0.6717325227963526,4.925019306733896,67,5012,3396,2613,0,0,2,1
SOAHVBG12A8C1439A1,Anoche Soñé Contigo,Logo,Kevin Johansen,2007.0,0.4478858239921165,0.4363175715909291,11.0,0.7432895052441071,1.0,0.0377773643340299,0.347835995271528,0.0,0.0971267107307227,0.4042553191489362,4.532061714167453,68,292,2587,1760,54,12,2,2
SOAIAAT12A8C145D49,Bad Moon Rising,The Complete Collection (Digital Box),Creedence Clearwater Revival,1969.0,0.4107842695857643,0.5732368838873878,2.0,0.8121061468350014,1.0,0.0315955615897505,0.0569472804417501,4.934143870314083e-06,0.0610950993598108,0.9544072948328268,5.192656805881208,69,447,4315,729,16,2,2,3
SOAIIAR12A6D4FAC81,The Webs We Weave,Dying Is Your Latest Fashion,Escape The Fate,2006.0,0.3974329364109001,0.669878553620591,5.0,0.8598373345544144,1.0,0.1160036757563061,0.0024270523242689,0.0,0.2110709700799405,0.5754812563323202,4.666791957544262,70,5907,1317,1073,53,6,2,9
SOAIIYK12A6D4F6666,Human After All (Alter Ego Remix ),Human After All,Daft Punk,2005.0,0.5799784824543073,0.3770656335864664,4.0,0.8285035215106517,1.0,0.1034587083682299,9.389955914225976e-06,8.794326241134752e-05,0.0924880194351513,0.5440729483282676,4.867372898945302,71,2489,2042,778,52,4,2,1
SOAIMZC12AB018001C,Tristeza De La Ciudad,Abuelos 1982 / 1987,Los Abuelos De La Nada,1982.0,0.511025603768657,0.4811908186362999,4.0,0.7184971980549922,0.0,0.070644839569332,0.2911759617060367,0.075177304964539,0.0435383020144834,0.8622087132725431,4.895935001899778,72,6156,201,1948,29,4,0,2
SOAIPKS12AB0185441,I've Loved Her So Long,Neil Young Archives Volume I [1963 - 1972],Neil Young,1968.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,73,2712,2961,2311,15,5,1,1
SOAIPWF12AB01812E1,Flashback,Flashback,Calvin Harris,2009.0,0.4014570867106256,0.6668032052203433,0.0,0.8197160986459082,1.0,0.0431552703139276,0.0020678605019984,0.0008247213779128,0.0841573080067233,0.1874366767983789,4.859765891652065,74,1857,1600,543,56,0,2,1
SOAIQYM12A6701F507,The Rat (Album Version),Bows + Arrows,The Walkmen,2004.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,75,5828,701,3421,51,5,1,1
SOAISPB12A6D4F9E3A,Alvorada,Talento,Cartola,1974.0,0.5335651107354801,0.3038014543316642,1.0,0.6513159329277599,1.0,0.1231021971339834,0.5463857991645416,1.3677811550151977e-05,0.1680535849962497,0.8571428571428572,4.547413946427128,76,246,4121,574,21,1,2,1
SOAIVIZ12AB017D684,Friends & Traitors,Veil Of Ignorance,Raised Fist,2009.0,0.4504384737508955,0.6512829764612464,1.0,0.8336931161553389,1.0,0.0464063728141557,7.029975289665809e-06,0.7912867274569403,0.1371498381472336,0.1306990881458966,4.8751896895842295,77,1952,5015,2604,56,1,2,13
SOAIVZL12A8C139DFB,The Outsider,Thirteenth Step,A Perfect Circle,2003.0,0.2836740510542421,0.6113946786876863,6.0,0.7974749787401059,1.0,0.0849843239049972,0.0001109938399558,0.811550151975684,0.0484091392076875,0.4275582573454914,4.739080256904939,78,5803,4751,26,50,7,2,12
SOAIWCC12AC907107C,Iko Iko,The Music Never Stopped:  Roots Of The Grateful Dead,The Dixie Cups,1964.0,0.6491952930307625,0.5092243423990168,9.0,0.7147685397178429,0.0,0.2062008305838977,0.3583735005743138,0.0001884498480243,0.1552928844060353,0.9584599797365756,4.633757642840004,79,2751,4505,3213,11,10,0,1
SOAJAFJ12A58A7B75A,My Moon My Man,My Moon My Man,Feist,0.0,0.5469646703818639,0.412109650826833,4.0,0.7594470247050871,0.0,0.0635380208039876,0.1151128071005045,0.0323201621073961,0.1195592350576392,0.4883485309017224,4.831189598047765,80,3813,2927,1119,0,4,0,2
SOAJEAK12AB01807D4,Deal With The Preacher,In Concert: Merchants Of Cool,Bad Company,1975.0,0.3920420877760237,0.5894519442211802,7.0,0.7666208761256841,1.0,0.0655068022021196,0.0609069349035213,0.0,0.173953307123438,0.8257345491388045,4.839815339559094,81,1267,2146,265,22,8,2,1
SOAJFTU12A6701E0A3,O My God,Message In A Box,The Police,1983.0,0.4382549309311553,0.5641767992629853,4.0,0.7357013584527158,0.0,0.0421011760186353,0.0515482618805766,0.0015602836879432,0.1501426584297195,0.9017223910840932,4.911566057883973,82,4050,2768,3329,30,4,0,20
SOAJGUQ12A8C145482,Say It,Hed Kandi The Mix: Summer 2009,Booty Luv,2009.0,0.5306282510621704,0.5276827408324135,1.0,0.7601447853295829,1.0,0.0505980527630913,0.000242970480282,0.3272543059777102,0.0657877405380031,0.2522796352583586,4.948710243755724,83,4833,1922,445,56,1,2,4
SOAJKBB12A6310E8F4,King Of The Fools,Treasure Box,Marc Almond,1988.0,0.4842762885324541,0.4485245975686113,2.0,0.7074420531606376,1.0,0.0277124385665357,0.208638865111328,0.0,0.1195592350576392,0.9483282674772038,4.956742131750921,84,3048,4879,2060,35,2,2,1
SOAJKEM12A8C13E567,Caterpillar House,Dandelion Gum,Black Moth Super Rainbow,2005.0,0.17898265552844,0.5771750043075247,3.0,0.891476417871394,1.0,0.0361390466158731,0.1345308929576061,1.3171225937183383e-06,0.2062008305838977,0.5663627152988856,4.888113548467698,85,923,1089,386,52,3,2,1
SOAJNYK12AF729F33B,Keep It Loose_ Keep It Tight,Amos Lee,Amos Lee,2005.0,0.4586898693454621,0.208638865111328,4.0,0.6873814352063845,1.0,0.0441125746183209,0.6291418505840329,1.3373860182370822e-06,0.1016536537264998,0.2411347517730496,4.887329536245195,86,3007,341,150,52,4,2,4
SOAJRRZ12AB017D5CF,3.06,The Dividing Line,SSS,2008.0,0.2776317365982795,0.6739643611431714,10.0,0.8635005778330171,0.0,0.1638180852293949,5.579844323791128e-05,8.480243161094225e-06,0.0793655553807404,0.2249240121580547,4.860424620020192,87,42,4356,2764,55,11,0,1
SOAJSLC12AB017C277,Stem (Album Version),Wisconsin Death Trip,Static-X,1999.0,0.4796816457970067,0.4760913116484607,4.24,0.7209040361091124,0.71,0.0350475947174111,0.2410412847456636,0.0763124753799392,0.1416913841524842,0.4935471124620059,4.733681863396507,88,5308,5244,2990,46,5,1,1
