user,song,title,play_count,release,artist_name,year,genres,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0147b302acf35a5ea2626bcc43d3db2f62b54547,SOAMWMC12A6D4FB799,Good Daddy,1,Sad Clown Bad Spring Number #12,Atmosphere,0,"alternative hip hop, conscious hip hop, minnesota hip hop",0.0,-2.771,1.0,0.125,0.247,0.0,0.109,0.695,82.996
e270a79d0bf620e9b23d26e6cd8db8d411f06f76,SOAMWMF12A8C141887,Netsanet,1,Ethiopiques vol 4 (ethiojazz),Mulatu Astatqe,0,"afrobeat, afropop, ethio-jazz, world",9.0,-11.575,0.0,0.0358,0.698,0.757,0.148,0.879,170.715
90d2bfab2e1f308fe91917be10aba035a75d4e8a,SOAMWMF12A8C141887,Netsanet,1,Ethiopiques vol 4 (ethiojazz),Mulatu Astatqe,0,"afrobeat, afropop, ethio-jazz, world",9.0,-11.575,0.0,0.0358,0.698,0.757,0.148,0.879,170.715
f0d9251139f64ff65291ee124e19f8f079816f8d,SOAMWNK12A8C13B4DE,Ai Ren De Yan Jing,1,Nian Jiu,Tracy Huang,0,classic mandopop,0.0,-8.543,1.0,0.0298,0.229,5.41e-05,0.297,0.924,124.255
4eeca861f613ffd4d535e1dd91fd06acfb08c8a3,SOAMWNL12A67AD728B,It's Her Factory,1,A Brief History Of The 20th Century,Gang Of Four,1979,"alternative rock, art punk, dance rock, funk rock, post-punk, punk, uk post-punk",4.0,-12.411,1.0,0.122,0.022,0.626,0.213,0.68,141.111
93448fce634eccf3e0712aaaf04fe5393371beb7,SOAMWNL12A67AD728B,It's Her Factory,1,A Brief History Of The 20th Century,Gang Of Four,1979,"alternative rock, art punk, dance rock, funk rock, post-punk, punk, uk post-punk",4.0,-12.411,1.0,0.122,0.022,0.626,0.213,0.68,141.111
54c12812d1b30bd3036cff3a0890e33bd59764e9,SOAMWNO12A6D4FB5E9,Something To Believe In,1,What Are You Waiting For?,FM Static,0,"canadian ccm, canadian pop punk, christian punk",2.0,-5.228,1.0,0.0567,0.00465,0.0,0.354,0.763,92.051
52ba9e57d2c1b0c42a6d068b52ed718bd22adb03,SOAMWOR12AB0184967,People Get Lost,1,Mid Summer Trance Sounds,Ohmna,2006,"deep progressive trance, dutch trance",7.0,-10.272,0.0,0.0413,0.00027,0.906,0.398,0.126,128.118
f3b1a85413f13d459966f6e873ba44f4e7bc7b68,SOAMWPS12AB018462E,Someone Else,1,Meet Joe Black,Thomas Newman,1998,"orchestral soundtrack, soundtrack",1.0,-27.119,1.0,0.0395,0.814,0.407,0.278,0.0371,84.392
685990b015d0266525338eb15d1054bbd700f6bd,SOAMWSY12AB0181CFE,Sweet Leaf,1,Ignorance & Surf Nicaragua,Sacred Reich,1995,"funk metal, old school thrash, thrash metal",1.0,-6.677,1.0,0.0377,0.00127,0.000312,0.117,0.635,82.044
7dc628aa7e55b7a13b2cba16952df9c2a15baf7a,SOAMWUQ12A8AE4760B,A New Day,1,Wilful Days,Killing Joke,1984,"gothic rock, industrial rock, new wave, post-punk, punk, uk post-punk",5.0,-8.998,1.0,0.0555,0.0153,0.00136,0.166,0.609,131.362
9300cb4f432fad6dd78867876b65eaf8516681f0,SOAMWUQ12A8AE4760B,A New Day,1,Wilful Days,Killing Joke,1984,"gothic rock, industrial rock, new wave, post-punk, punk, uk post-punk",5.0,-8.998,1.0,0.0555,0.0153,0.00136,0.166,0.609,131.362
f798bd04ea33712d7e0bc92e8b04bd07260b975e,SOAMXAY12A6D4F8B8A,La Ola,1,Made In Italy,Mau Mau,1996,"classical, impressionism, neoclassicism, post-romantic era",6.0,-27.293,0.0,0.045,0.971,0.147,0.127,0.0368,88.027
3d1095c710ae4770b5469a772d31a23f9b87d8ca,SOAMXAY12A6D4F8B8A,La Ola,1,Made In Italy,Mau Mau,1996,"classical, impressionism, neoclassicism, post-romantic era",6.0,-27.293,0.0,0.045,0.971,0.147,0.127,0.0368,88.027
bd24f643d0b452f49dc83c388ff96a90fa1010c6,SOAMXAY12A6D4F8B8A,La Ola,1,Made In Italy,Mau Mau,1996,"classical, impressionism, neoclassicism, post-romantic era",6.0,-27.293,0.0,0.045,0.971,0.147,0.127,0.0368,88.027
767d0f91b1a15cc798cb5fec6f9499d52293df8f,SOAMXGS12AC468D100,Puerta Al Mundo,1,Aixa,Medina Azahara,2003,"latin metal, rock andaluz, spanish metal, spanish prog",0.0,-5.82,1.0,0.0278,0.163,0.415,0.608,0.385,83.291
fcb30ebe068bac59c9e6cabebc60cb9262db30c5,SOAMXGS12AC468D100,Puerta Al Mundo,1,Aixa,Medina Azahara,2003,"latin metal, rock andaluz, spanish metal, spanish prog",0.0,-5.82,1.0,0.0278,0.163,0.415,0.608,0.385,83.291
8be4bee9a11d672103f51ff3902e602cf35b74ff,SOAMXGS12AC468D100,Puerta Al Mundo,1,Aixa,Medina Azahara,2003,"latin metal, rock andaluz, spanish metal, spanish prog",0.0,-5.82,1.0,0.0278,0.163,0.415,0.608,0.385,83.291
e13cf3fef0557782a5386b57fd78e4882f3d51c6,SOAMXHX12A6D4F8331,Taken In,1,Mike & The Mechanics Hits,Mike And The Mechanics,1985,"album rock, mellow gold, new romantic, new wave, new wave pop, soft rock",11.0,-17.189,1.0,0.0401,0.584,4.74e-05,0.0791,0.701,93.011
531a9da5584a7ee830b2ec8cc2a189b79994798e,SOAMXJE12A81C22238,Me And The Devil Blues (Album Version),1,Me And Mr. Johnson,Eric Clapton,2004,,,,,,,,,,
91090e3cf4cadde97af7ec16f1816ae0a9a0bb0d,SOAMXJE12A81C22238,Me And The Devil Blues (Album Version),1,Me And Mr. Johnson,Eric Clapton,2004,,,,,,,,,,
d366dc4db9b034c5f1ec1a4cfeb64a3dc0d01e79,SOAMXJO12A6310E8DD,Son Of Neckbone,1,The In Sound From Way Out!,Beastie Boys,1994,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock",0.0,-7.422,0.0,0.111,0.0781,0.527,0.0703,0.261,89.077
af773ed0f10f968146962d9dc5dfdcd9bf25df68,SOAMXJO12A6310E8DD,Son Of Neckbone,1,The In Sound From Way Out!,Beastie Boys,1994,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock",0.0,-7.422,0.0,0.111,0.0781,0.527,0.0703,0.261,89.077
7b5300922ea9048ba76f2117acc754a5fc2ca925,SOAMXJO12A6310E8DD,Son Of Neckbone,1,The In Sound From Way Out!,Beastie Boys,1994,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock",0.0,-7.422,0.0,0.111,0.0781,0.527,0.0703,0.261,89.077
f5b010d6630edc0726fde928d9d1d60a72e61c73,SOAMXJO12A6310E8DD,Son Of Neckbone,1,The In Sound From Way Out!,Beastie Boys,1994,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock",0.0,-7.422,0.0,0.111,0.0781,0.527,0.0703,0.261,89.077
afd41d8237321b4901a539c220f1f21d4a91d586,SOAMXOI12AB0181AF9,I Get The Message (written by Ivy),1,Apartment Life,Ivy,0,,,,,,,,,,
c1d4f05ab15538da0043b66e30c37abe6097a97d,SOAMXPH12AB018C89A,Slow Down featuring Tech N9ne & Agginy,1,Vitiligo,Krizz Kaliko,2008,,,,,,,,,,
3af9d7d348a39fe8209bff9e648bca43e77a8dd0,SOAMXVQ12AB018537E,It's Not Enough,1,Happy Hour,Youth Brigade,1994,,,,,,,,,,
373c8be8be025b5a9ab801ec04c629541fedba5c,SOAMXWL12AF72A3A3E,Flute Fruit,1,Tales of the Inexpressible,Shpongle,2001,"downtempo, livetronica, new tribe, psychedelic trance, psychill",0.0,-17.736,1.0,0.034,0.946,0.928,0.104,0.0358,66.132
00d0ac3005e045c61de6465cbcaeab8f4f099f92,SOAMXWL12AF72A3A3E,Flute Fruit,1,Tales of the Inexpressible,Shpongle,2001,"downtempo, livetronica, new tribe, psychedelic trance, psychill",0.0,-17.736,1.0,0.034,0.946,0.928,0.104,0.0358,66.132
6a4b106456ae8028e797405a6ee3497198ae7582,SOAMXWL12AF72A3A3E,Flute Fruit,1,Tales of the Inexpressible,Shpongle,2001,"downtempo, livetronica, new tribe, psychedelic trance, psychill",0.0,-17.736,1.0,0.034,0.946,0.928,0.104,0.0358,66.132
0da46048d6d9174e9b35d8452f4f238390f63eb8,SOAMXYQ12AB017C25E,Love Dump (Clean Album Version),1,Wisconsin Death Trip,Static-X,1999,,,,,,,,,,
87ef233509c0446479df38e3cb96278fcce96f97,SOAMYBF12AB01880F6,Rapture,1,Location Is Everything_ Vol. 1,Pedro The Lion,2002,"emo, indie rock, melancholia, slowcore",7.0,-7.087,1.0,0.0358,0.00505,4.39e-06,0.173,0.683,130.04
2afedaff70ba952903a101684a1e22ff71963e3c,SOAMYDG12A67ADA5CB,Grand Unification Part 1,1,Grand Unification,Fightstar,2006,,,,,,,,,,
67038c29a7c9d6ba1d8bc503f9d60bc32322fc25,SOAMYHY12AB01899C0,Beautiful Lie,1,Soundtrack To Your Life,Ashley Parker Angel,2006,,7.0,-5.672,1.0,0.0366,0.00792,0.0,0.0783,0.861,167.95
7807e1734d3a9739d4f4c8dcd39278283079c010,SOAMYKG12AF72A39F7,Disloyal Order Of Water Buffaloes,1,Folie à Deux,Fall Out Boy,2008,"emo, modern rock, pop, rock",2.0,-3.606,1.0,0.064,0.0108,0.0,0.657,0.361,146.96
e1fb6de77deff5bff2f2652f6dac178ff3939cab,SOAMYLY12A8C13D309,An Accident In Paradise,1,Accident In Paradise,Sven Väth,1992,"frankfurt electronic, german techno, minimal techno, techno",8.0,-11.728,1.0,0.0489,0.491,0.92,0.499,0.474,141.858
1e4639cadfd64e187c295b12ae80fc2c2fe235ab,SOAMYSV12A58A7C018,No Hay Ni Un Corazón Que Valga La Pena,1,Lo Mejor De Bosé,Miguel Bosé,1999,"latin pop, mexican pop",5.0,-8.281,1.0,0.12,0.799,0.0,0.973,0.518,153.961
32582af63e54725beb2f9da25f0f99b5213b6f8f,SOAMYVQ12A8C132D9D,Metamorphosis,1,Metamorphosis,Pillar,2000,"christian alternative rock, christian rock",2.0,-8.231,1.0,0.0646,0.169,0.0,0.13,0.522,102.366
741a095f4fcff66812e199897b0f73ea2d7e6a0c,SOAMZEO12AB0183D2C,Karina,1,Make the Road by Walking,Menahan Street Band,2007,"brass band, instrumental funk",2.0,-9.079,1.0,0.0312,0.0431,0.878,0.0914,0.355,171.852
b364b382ba0d9c8f222557a34ff7d544509e72c2,SOAMZFX12A8C131F7C,Come With Me,1,Film Cover Mania,L'orchestre du boutique classique moderne,0,,,,,,,,,,
9d5a1c92a0bae5988ce9738c8e7f379442ebd1a1,SOAMZFX12A8C131F7C,Come With Me,1,Film Cover Mania,L'orchestre du boutique classique moderne,0,,,,,,,,,,
5ed6c90e2f18a7863401a2595fb2a1a241bf90d6,SOAMZFX12A8C131F7C,Come With Me,1,Film Cover Mania,L'orchestre du boutique classique moderne,0,,,,,,,,,,
b21f07bf01a0a8811eac15fe2cf8b038d974e2ef,SOAMZFX12A8C131F7C,Come With Me,1,Film Cover Mania,L'orchestre du boutique classique moderne,0,,,,,,,,,,
6dbd595b2b4a77b7a5c832fa4ceb0bffcb24ecd4,SOAMZFX12A8C131F7C,Come With Me,1,Film Cover Mania,L'orchestre du boutique classique moderne,0,,,,,,,,,,
3b7745351ced2f6cfb2e08bd1a3bb9ec37810979,SOAMZFX12A8C131F7C,Come With Me,1,Film Cover Mania,L'orchestre du boutique classique moderne,0,,,,,,,,,,
940a8b3e364b62d24392c2618e46ff7068b0aa46,SOAMZGV12AB018C0DC,Is This Real? (Album Version),1,Is This Real?,Lisahall,0,,,,,,,,,,
decc0e5108e932e8dae405de04531a09dabc1cdb,SOAMZVL12A8C13EAF5,Buzzbomb,1,Plastic Surgery Disasters/In God We Trust_ Inc.,Dead Kennedys,1982,"alternative rock, early us punk, hardcore punk, punk",11.0,-4.756,0.0,0.112,0.000122,0.0,0.237,0.486,139.931
4b01026cb2d8a649fe40ff5ce3853b03e2a2c24a,SOAMZVL12A8C13EAF5,Buzzbomb,1,Plastic Surgery Disasters/In God We Trust_ Inc.,Dead Kennedys,1982,"alternative rock, early us punk, hardcore punk, punk",11.0,-4.756,0.0,0.112,0.000122,0.0,0.237,0.486,139.931
0f1bfb0e751ab206472e137dd49c131ab3823a5d,SOAMZVL12A8C13EAF5,Buzzbomb,1,Plastic Surgery Disasters/In God We Trust_ Inc.,Dead Kennedys,1982,"alternative rock, early us punk, hardcore punk, punk",11.0,-4.756,0.0,0.112,0.000122,0.0,0.237,0.486,139.931
f07c7ebc0d88ae7db2e89c65b80f1a887876400a,SOAMZVL12A8C13EAF5,Buzzbomb,1,Plastic Surgery Disasters/In God We Trust_ Inc.,Dead Kennedys,1982,"alternative rock, early us punk, hardcore punk, punk",11.0,-4.756,0.0,0.112,0.000122,0.0,0.237,0.486,139.931
276a937b5bd48c471e3bfb9e5e300691d226b1a5,SOAMZZQ12A8C14588E,Intro,1,The Poison,Bullet For My Valentine feat. Apocalyptica,2005,"alternative metal, melodic metalcore, nu metal, post-grunge, uk metalcore, welsh metal",5.0,-10.617,0.0,0.03,0.132,0.882,0.11,0.0385,79.969
a32b98314e913d1dcad9cb7a06f8c0044c5912e1,SOAMZZQ12A8C14588E,Intro,1,The Poison,Bullet For My Valentine feat. Apocalyptica,2005,"alternative metal, melodic metalcore, nu metal, post-grunge, uk metalcore, welsh metal",5.0,-10.617,0.0,0.03,0.132,0.882,0.11,0.0385,79.969
14cbafae19e4f48bb95289c9030f921544ae37c2,SOANAAO12AF72AD7B0,Neda,1,Zvuk Osamdesetih Pop Rock 1980 1981,Parni Valjak,1980,"croatian pop, croatian rock, yugoslav rock",2.0,-10.749,1.0,0.037,0.00139,2.65e-05,0.122,0.842,112.98
baf653574eb7421b2de07f133abef5c0b2b8f377,SOANABX12A6D4F9C42,Where Is My Boy?,1,Your Love Means Everything,Faultline,2004,,,,,,,,,,
d458040f06699f215f20731fa8f23a88b678fb03,SOANAEN12A8AE451C8,SOUND BWOY BUREILL,1,DAH INSTRUMENTALZ,Smif-n-Wessun,1995,east coast hip hop,9.0,-14.003,1.0,0.817,0.138,3.08e-06,0.139,0.691,174.154
ed4b30731c1ee04c61db128fa735cd411c04b6ca,SOANAEN12A8AE451C8,SOUND BWOY BUREILL,1,DAH INSTRUMENTALZ,Smif-n-Wessun,1995,east coast hip hop,9.0,-14.003,1.0,0.817,0.138,3.08e-06,0.139,0.691,174.154
a3b326cc703daedc8728b029e47eb0786d61f4ac,SOANAEN12A8AE451C8,SOUND BWOY BUREILL,1,DAH INSTRUMENTALZ,Smif-n-Wessun,1995,east coast hip hop,9.0,-14.003,1.0,0.817,0.138,3.08e-06,0.139,0.691,174.154
4a53c1a8a050548c9ded352fb6d6397809a5664f,SOANAJM12AB01878C6,Do Me,1,Mr. Big Stuff,Jean Knight,1990,"new orleans soul, southern soul",5.0,-13.34,1.0,0.114,0.126,4.59e-05,0.0671,0.945,165.601
8b4e353ad4eb16a860661d72a7863027dda7037d,SOANALN12AB0185FB6,Shining,1,Supperclub Adrenalin - Mixed By IKON,Peace Orchestra,1999,trip hop,2.0,-14.902,0.0,0.0365,0.942,0.658,0.205,0.183,74.937
cb5ca47a7f0e9cb77025b3c94f0fca4da78d6195,SOANAMX12A8C145658,We're Not Afraid (featuring Justin Pierre),1,Come Around,Sing It Loud,2008,,,,,,,,,,
3757904b22984c160b97cccd236dabcb1357eaf5,SOANAMX12A8C145658,We're Not Afraid (featuring Justin Pierre),1,Come Around,Sing It Loud,2008,,,,,,,,,,
e7b3e3350d4b8becf3248301f0298f17fd6d05be,SOANAOC12AF729F7C3,Honest Goodbye,1,New Maps of Hell Deluxe Version,Bad Religion,2007,"punk, skate punk, socal pop punk",9.0,-4.879,1.0,0.0399,5.47e-05,0.0192,0.263,0.491,201.986
6ddc1e349012bb9d564079b24147e84447625ed6,SOANAWL12AB01838FD,Sleepy,1,Fast Asleep,Funki Porcini,2002,"downtempo, jazztronica, trip hop",3.0,-22.348,1.0,0.0294,0.405,0.00653,0.112,0.165,77.476
cca2694a19b2474bc731574ebb8b10382214f865,SOANAWL12AB01838FD,Sleepy,1,Fast Asleep,Funki Porcini,2002,"downtempo, jazztronica, trip hop",3.0,-22.348,1.0,0.0294,0.405,0.00653,0.112,0.165,77.476
6710abd31e4c14d721d61b2bf66f0b1a3dbaa1a7,SOANAYR12A8C134201,East Wes,1,Ah Via Musicom,Eric Johnson,0,"instrumental bluegrass, instrumental rock, progressive jazz fusion, shred",9.0,-13.424,1.0,0.0317,0.277,0.197,0.321,0.58,119.424
72688a0cc7ab4a51b8baecd3dddfd3ae18f0a35a,SOANAYR12A8C134201,East Wes,1,Ah Via Musicom,Eric Johnson,0,"instrumental bluegrass, instrumental rock, progressive jazz fusion, shred",9.0,-13.424,1.0,0.0317,0.277,0.197,0.321,0.58,119.424
269ca4f3ed694519cbbfe7d707cdedb8d1071416,SOANBJP12A6701E70F,Memories Of A Rock 'N' Rolla,1,When The Eagle Flies,Traffic,0,"blues rock, british blues, classic rock, country rock, folk rock, mellow gold, progressive rock, psychedelic rock",11.0,-11.594,0.0,0.0545,0.209,0.000551,0.181,0.602,114.712
741cf4c80ff596ef117b3731abb9680c20c301d3,SOANBOX12A8C139C44,Talking Machine (New Recording),1,The World e.p.,9mm Parabellum Bullet,2007,,,,,,,,,,
4b207cf3652dffcadf625df2cdad11bf547fab4d,SOANBOX12A8C139C44,Talking Machine (New Recording),1,The World e.p.,9mm Parabellum Bullet,2007,,,,,,,,,,
25a0ab881a0dc863c2bd3d634a0dc51a291d9694,SOANCCL12AF72A8609,Love Of A Lifetime,1,Super Hits,Firehouse,1990,"glam metal, hard rock",1.0,-11.893,1.0,0.0308,0.000204,0.00275,0.0914,0.126,123.023
5aa8068b4dea8e63a996dd4c09dae401f37c3fef,SOANCCL12AF72A8609,Love Of A Lifetime,1,Super Hits,Firehouse,1990,"glam metal, hard rock",1.0,-11.893,1.0,0.0308,0.000204,0.00275,0.0914,0.126,123.023
82282dbb813134653af5200e1dde825b1a2b9ccc,SOANCGY12AB0184A43,Da Sam Pekar,1,Sve Nase Godine 3,Bijelo Dugme,1994,"croatian rock, yugoslav rock",7.0,-8.24,1.0,0.24,0.0351,0.0,0.339,0.786,163.553
95ad7a7aa74271c770fc931521457caeaca340f9,SOANCHX12A8C139C27,Shine On,1,Trilogy - Deluxe,ATB,2007,"german dance, german techno, german trance, trance",10.0,-10.318,0.0,0.0313,0.798,0.95,0.208,0.449,159.999
fcf3496669912e9ee65649fd7c04e789edfbfe8a,SOANCSW12A8C131E4E,Guitar Shop,1,Blow by blow / Wired / Jeff Beck's Guitar shop,Jeff Beck With Terry Bozzio And Tony Hymas,1989,"album rock, blues, blues rock, british blues, classic rock, electric blues, hard rock, instrumental rock, jazz fusion, progressive rock",2.0,-12.694,1.0,0.0658,0.0686,0.345,0.378,0.415,120.022
0248a0d69e5a2a544e9777dfa7fe830292151fbc,SOANCSW12A8C131E4E,Guitar Shop,1,Blow by blow / Wired / Jeff Beck's Guitar shop,Jeff Beck With Terry Bozzio And Tony Hymas,1989,"album rock, blues, blues rock, british blues, classic rock, electric blues, hard rock, instrumental rock, jazz fusion, progressive rock",2.0,-12.694,1.0,0.0658,0.0686,0.345,0.378,0.415,120.022
194268f4db4931bb464d1decea0e5b0d6f42636a,SOANCVK12AB0189B83,Surrounded,1,Holiday From You,The Gufs,0,milwaukee indie,1.0,-4.939,1.0,0.0328,0.00135,0.00304,0.0472,0.769,184.078
0bace06271edb974c4d9541a0c757e6dcca23b22,SOANCXA12AB01868B4,Ain't About You,1,Out Of The Funbox,Parade,0,,,,,,,,,,
da7d324116aecf0fc081a2df15728d3c8c4c274d,SOANCXA12AB01868B4,Ain't About You,1,Out Of The Funbox,Parade,0,,,,,,,,,,
6a19a7c93301d08c91677d53e1b586f3630e322b,SOANDAG12AB017BDB8,Hey You,1,Tragic Kingdom,No Doubt,1995,"dance pop, dance rock, permanent wave, pop rock, rock",7.0,-6.159,1.0,0.0301,0.00433,0.00105,0.199,0.789,118.982
67c7b00f8c0aeab5e0e73a2fa6baea5566ec86f3,SOANDAG12AB017BDB8,Hey You,1,Tragic Kingdom,No Doubt,1995,"dance pop, dance rock, permanent wave, pop rock, rock",7.0,-6.159,1.0,0.0301,0.00433,0.00105,0.199,0.789,118.982
